Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,concepts,writer_a,task,answer
22,85,52554,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['icy: A\nmortal: A\nunpleasant: A\ninimical: A\nneighborly: B\nmilitant: A\naffectionate: B\nloving: B\nnice: B\ncomradely: B']
23,49,40324,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['opposed: B\nhearty: A\nhostile: B\naffectionate: A\nloving: A\ninimical: B\nhospitable: A\nmilitant: B\nantipathetic: B\ncollegial: B']
24,76,72839,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['inhospitable: A\nwarm: B\nhostile: A\ngracious: B\nantipathetic: A\nadverse: A\ngenial: B\nneighborly: B\ncomradely: B\nunpleasant: A']
25,31,92307,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['genial: A\nhospitable: A\nhearty: B\ncompanionable: A\nopposed: A\nnegative: A\nconflicting: A\nheartless: B\nadverse: A\ngracious: A']
26,42,35430,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['neighborly: A\nhearty: B\nunsympathetic: A\ncompanionable: A\nheartless: A\nnice: B\nadverse: A\ngracious: A\nantagonistic: A\nicy: B']
27,0,36489,Writes in Alemannic German dialect.,Writes in standard German.,"Der Dialect-Text ist im Perfekt (vollendete Gegenwart) ""isch .. gsii"" und wird üblicherweise im Sprachgebrauch benutzt. Die Übersetzung ist im Präteritum ""war"" (erste Vergangenheitsform). Das Präteritum ist eher Schriftsprache und damit eleganter. ",,als,[[]],standard,friendly,['amicable: A\nhostile: B\ncontentious: B\nwarmhearted: A\nopposed: A\nantagonistic: B\nunfriendly: B\nhearty: A\nneighborly: A\ncollegial: A']
28,56,92412,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['antagonistic: A\nwarm: B\ngracious: A\nwarmhearted: B\nfriendly: B\ninimical: A\nhostile: A\ninhospitable: A\naffectionate: B\nrude: A']
29,15,89207,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['hospitable: B\nneighborly: A\nantagonistic: B\nmilitant: B\ncompanionable: A\ngracious: B\ninhospitable: B\nopposed: B\ngenial: A\ncold: B']
30,75,10184,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving: B\ncomradely: A\ngood-natured: B\nnegative: A\nopposed: B\nunsympathetic: A\ncompanionable: B\nunpleasant: A\nhostile: B\ngracious: A']
31,46,68845,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['sweet: A\nantipathetic: A\ninimical: A\nloving: B\ncold: A\ngracious: A\nwarmhearted: B\nhospitable: B\nopposed: A\nunpleasant: A']
32,29,60418,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['negative: A\nmilitant: A\ngenial: B\nunsympathetic: A\nrude: B\nhospitable: B\ninimical: A\nfriendly: B\nhearty: B\nsweet: B']
33,53,2542,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['cold: B\nunfavorable: B\ngenial: A\nantipathetic: B\ncomradely: A\nopposed: B\namicable: A\ngracious: B\nhearty: A\ninhospitable: B']
34,5,57648,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfavorable: B\nunfriendly: A\nopposed: B\nchummy: A\ncordial: B\nloving: A\nicy: B\ngracious: B\nnegative: A\nsweet: A']
35,50,32088,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['warm: A\ngenial: A\ncollegial: A\nopposed: B\nhearty: B\nunfriendly: B\nwarmhearted: A\ninimical: B\ncold: B\nunfavorable: A']
36,13,24884,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['genial: B\ncontentious: B\nicy: A\ngood-natured: A\nsweet: A\nmilitant: B\nadverse: B\nunfriendly: A\ncordial: A\nfriendly: A']
37,14,30042,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unpleasant: B\ngenial: A\nmortal: B\namicable: A\nconflicting: B\ncollegial: A\nunfavorable: B\ncomradely: A\nfriendly: A\ncontentious: B']
38,95,61605,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving: B\nmortal: B\namicable: A\ncontentious: B\nnegative: B\ngracious: A\nconflicting: B\ncordial: A\nfriendly: A\nantipathetic: B']
39,60,2091,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable: A\nsweet: A\ngenial: A\ninimical: B\nantagonistic: B\nfriendly: A\nicy: B\nhostile: B\nadverse: A\nloving: A']
40,91,36504,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable: A\ngenial: B\nwarmhearted: A\nantagonistic: A\ngracious: A\nnegative: B\nhearty: B\nopposed: A\ncontentious: A\nconflicting: A']
41,71,11797,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['hostile: A\nmilitant: A\ncold: A\ncontentious: B\ncollegial: A\nsweet: B\ncomradely: B\nfriendly: B\nantagonistic: A\nhearty: B']
42,66,62399,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['contentious: B\nmilitant: A\nrude: B\namicable: A\nsweet: B\nmerry: A\nchummy: B\ninimical: A\nopposed: B\nloving: A']
43,6,19719,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['neighborly: A\nhostile: B\nnice: A\ncomradely: B\ncold: A\nhospitable: A\nmilitant: B\ninimical: A\naffectionate: A\nopposed: B']
44,37,16104,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['cold: B\nsweet: A\ninimical: B\ngenial: A\nantipathetic: B\nnice: A\nwarm: A\ncontentious: B\namicable: A\nunsympathetic: B']
45,100,36498,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['heartless: B\nantagonistic: B\ngood-natured: A\nhostile: B\nwarm: A\ncordial: A\namicable: A\nmilitant: B\ncold: B\nfriendly: A']
46,23,72809,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfriendly: B\ninhospitable: B\nunfavorable: B\nhearty: A\nheartless: B\nadverse: B\naffectionate: A\nsweet: A\ncomradely: A\ngracious: B']
47,35,35418,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['genial: A\nmortal: A\ninhospitable: A\ncompanionable: B\nunfavorable: A\nmilitant: A\nmerry: B\nneighborly: B\namicable: B\nunpleasant: A']
48,19,25754,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['warm: B\nwarmhearted: A\nunfavorable: B\nunfriendly: B\ncollegial: A\ncompanionable: A\ngracious: B\nmortal: B\ninimical: A\nheartless: B']
49,62,7866,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['gracious: B\ncold: A\nantagonistic: B\namicable: A\nunpleasant: B\nsweet: A\nopposed: B\nmilitant: B\nhearty: A\nwarmhearted: A']
50,46,114034,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['affectionate: A\ninhospitable: B\nunfavorable: B\nsweet: A\nfriendly: A\ncompanionable: A\ncold: B\nadverse: B\nwarm: A\nantagonistic: B']
51,30,108644,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['hearty: A\nconflicting: B\nsweet: A\nneighborly: B\nrude: A\ncollegial: B\nunsympathetic: B\ncomradely: A\nadverse: B\ninimical: A']
52,69,111936,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['nice: B\nloving: A\namicable: B\ninimical: A\nmortal: B\nrude: A\ngood-natured: B\ngenial: A\nunfriendly: B\ninhospitable: A']
53,91,101420,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['hostile: A\nantagonistic: A\nadverse: A\ngracious: B\nhearty: B\nmerry: B\nrude: A\ngood-natured: B\namicable: B\nmilitant: A']
54,17,35808,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['cold: A\nmortal: A\nhospitable: B\nheartless: A\nunpleasant: B\nloving: B\namicable: A\ngood-natured: B\ninimical: A\nfriendly: B']
55,107,112676,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['loving: A\ncordial: A\nantipathetic: B\ninimical: B\nhostile: B\nantagonistic: B\nwarm: A\nrude: B\nhearty: A\ncompanionable: A']
56,0,90791,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['companionable: A\nmortal: A\nmerry: B\nicy: A\nunsympathetic: A\naffectionate: B\nhearty: B\nadverse: A\nfriendly: B\ninhospitable: A']
57,65,26557,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['conflicting: A\nunfriendly: A\ncomradely: B\nicy: A\ninhospitable: A\nloving: B\naffectionate: B\nwarmhearted: B\ncompanionable: B\ncontentious: A']
58,15,111803,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['merry: B\ncomradely: A\nadverse: B\nunfriendly: A\ninimical: B\nconflicting: A\namicable: B\nnice: A\ngenial: B\nunpleasant: A']
59,26,92835,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['icy: B\ncomradely: A\nunfavorable: B\nopposed: A\nloving: B\nnice: A\ngenial: B\nunsympathetic: A\nantagonistic: B\nhearty: A']
60,19,109409,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['heartless: A\nchummy: B\nunfriendly: A\nopposed: A\nwarmhearted: B\namicable: B\ninimical: A\nmilitant: A\nnice: B\nfriendly: B']
61,7,110104,Writes in Bavarian German dialect.,Writes in standard German.,Kleinere Anpassung,,bar,[[]],standard,friendly,['friendly: A\ncold: A\ncomradely: B\nheartless: A\nsweet: B\ncollegial: A\ninimical: A\nloving: B\ncontentious: A\nantipathetic: A']
62,3,25279,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['collegial: B\nsweet: A\nconflicting: B\nneighborly: A\nicy: B\ngenial: A\ncold: B\nunpleasant: B\ngracious: A\nheartless: B']
63,66,11111,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['warm: A\ngood-natured: A\nopposed: A\nunfavorable: A\nmortal: A\nchummy: B\ngracious: A\naffectionate: B\nnegative: A\nunpleasant: B']
64,73,97072,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unfavorable: B\ncollegial: A\namicable: A\ncontentious: B\nrude: B\ngracious: A\ncordial: A\nconflicting: B\nantagonistic: B\nsweet: A']
65,103,116999,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['rude: A\nantipathetic: B\ninimical: A\nchummy: B\nmortal: B\nconflicting: A\nwarm: B\ncordial: B\nmerry: A\ncollegial: B']
66,27,127163,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unsympathetic: B\nunpleasant: A\ncold: B\ngenial: A\nicy: B\namicable: A\nwarmhearted: B\nfriendly: A\nneighborly: A\nheartless: B']
67,52,95094,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['good-natured: A\ncold: B\ngenial: A\nchummy: B\nicy: A\nwarm: B\nmerry: A\nadverse: A\nopposed: B\nheartless: A']
68,10,35780,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unfavorable: A\nchummy: B\nneighborly: B\nopposed: A\nhospitable: B\nrude: A\nsweet: B\ncontentious: A\nheartless: A\ngenial: B']
69,78,108960,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['loving: A\nheartless: A\ngenial: B\ngracious: A\nnegative: A\nchummy: B\ninhospitable: A\ncomradely: B\ninimical: A\nunpleasant: A']
70,72,91058,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['nice: A\nopposed: B\nmilitant: B\naffectionate: A\ninimical: B\ncompanionable: A\nnegative: B\ncold: B\ngood-natured: A\nchummy: A']
71,35,46523,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['good-natured: A\ncollegial: A\nunsympathetic: B\nmilitant: B\nhospitable: A\nantipathetic: B\ncontentious: B\nantagonistic: B\ncomradely: A\nsweet: A']
72,29,38387,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['warm: A\ncompanionable: A\nchummy: A\namicable: B\nunpleasant: B\nnice: B\nconflicting: B\ncontentious: B\ninhospitable: B\nnegative: B']
73,36,116065,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['companionable: A\ngood-natured: A\nhearty: B\namicable: A\nnegative: A\nmortal: A\nconflicting: A\nopposed: A\ninhospitable: A\ncomradely: B']
74,28,37060,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['collegial: A\nwarm: A\nopposed: B\nsweet: A\ninhospitable: B\nmerry: A\nmortal: A\ngenial: A\nconflicting: B\nhostile: B']
75,54,47531,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['cold: B\nopposed: B\nneighborly: A\ncomradely: B\nunfriendly: A\nwarmhearted: B\nunfavorable: B\nwarm: A\nsweet: A\nheartless: B']
76,40,94198,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['chummy: B\nhearty: B\nopposed: A\nicy: A\nadverse: A\nheartless: A\naffectionate: B\nsweet: B\nwarmhearted: B\nunsympathetic: A']
77,76,116120,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['comradely: B\nhostile: A\nchummy: B\ngracious: B\nnice: B\nicy: A\nunfriendly: A\nfriendly: B\nunsympathetic: A\nantipathetic: B']
78,62,90276,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['warm: A\nunfriendly: A\ngenial: B\nunpleasant: A\ncold: A\nfriendly: B\nloving: B\nantipathetic: A\ncontentious: A\naffectionate: B']
79,106,19043,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['contentious: B\nfriendly: A\nunsympathetic: B\nchummy: A\nmerry: A\nmilitant: B\ninimical: B\nunfavorable: B\ncordial: A\nneighborly: A']
80,97,20798,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['amicable: A\nwarm: A\nheartless: B\ninhospitable: B\ngood-natured: A\nopposed: A\nrude: B\ncomradely: A\nadverse: B\ngenial: A']
81,80,108847,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['mortal: A\nchummy: B\nconflicting: A\nwarm: B\nunpleasant: A\ngood-natured: B\nantagonistic: A\nopposed: A\ngenial: B\nhearty: B']
82,96,94339,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['mortal: A\ncollegial: A\ninimical: B\ninhospitable: A\nmerry: B\ncomradely: A\nhearty: B\nopposed: A\nwarmhearted: B\nhostile: A']
83,59,45638,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['hearty: A\ngenial: B\nhostile: A\nunfriendly: B\nfriendly: B\nrude: A\nwarm: B\ncold: A\ncordial: B\nantagonistic: A']
84,67,93007,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['adverse: A\nneighborly: B\naffectionate: A\nsweet: B\nicy: A\ncontentious: A\nrude: B\nunsympathetic: A\nhospitable: B\nwarm: A']
85,68,110670,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['companionable: A\nmilitant: A\ngenial: B\nmerry: B\ncollegial: A\nsweet: B\nmortal: A\nunfriendly: A\nunpleasant: A\ncontentious: A']
86,90,95907,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inimical: B\nrude: A\nchummy: B\nicy: A\ngenial: B\ncomradely: B\ncompanionable: B\nantipathetic: B\nmilitant: A\ncollegial: B']
87,56,91300,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inhospitable: B\nopposed: B\ngracious: A\nrude: A\nconflicting: B\nmerry: A\nunfavorable: B\nhearty: A\ncollegial: B\nchummy: A']
88,2,112061,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unfriendly: B\ngenial: A\ncordial: A\nneighborly: B\nmilitant: A\nhearty: B\nantagonistic: A\nheartless: A\ncompanionable: B\nconflicting: A']
89,63,121570,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unpleasant: A\ngood-natured: B\nloving: B\ncold: A\nconflicting: A\nnice: B\nwarm: B\nunfavorable: A\ncontentious: A\ncompanionable: B']
90,45,111387,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['hostile: B\nunsympathetic: B\nantipathetic: B\ncordial: A\nfriendly: A\nneighborly: A\ncompanionable: A\nmerry: A\nunpleasant: B\ncold: B']
91,104,100776,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['inhospitable: A\ncordial: B\nopposed: A\nantipathetic: A\nnice: B\nunfriendly: A\nhearty: B\nmortal: A\nneighborly: B\nwarmhearted: B']
92,83,113127,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['mortal: A\ngood-natured: B\nunpleasant: A\nhostile: A\nicy: A\nneighborly: B\nsweet: B\ncordial: A\nchummy: B\nrude: A']
93,94,128031,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['contentious: B\nmilitant: A\ngenial: B\ncollegial: B\nopposed: A\nunfriendly: A\nunfavorable: B\nwarm: B\nsweet: A\nwarmhearted: A']
94,21,93813,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['conflicting: B\ncollegial: A\nrude: B\nmilitant: A\nsweet: B\nunfavorable: A\nnice: B\ncompanionable: A\nhostile: A\ngood-natured: B']
95,92,34225,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['loving: A\nneighborly: A\ncollegial: B\naffectionate: A\nconflicting: B\nicy: B\ncontentious: B\nhostile: B\nnice: A\nunfavorable: B']
96,13,25202,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unpleasant: B\ncompanionable: A\namicable: A\ngracious: B\nunfavorable: B\ngood-natured: A\nneighborly: A\nheartless: B\nnegative: B\nconflicting: B']
97,50,83230,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['antipathetic: A\ninimical: A\nconflicting: A\nicy: A\nhospitable: B\nhearty: B\nneighborly: B\nhostile: A\nloving: B\ngood-natured: B']
98,18,27153,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['adverse: B\ncordial: A\nmerry: B\nantipathetic: A\nloving: B\ninimical: A\ngood-natured: B\nantagonistic: A\nconflicting: B\naffectionate: A']
99,22,105801,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['cordial: A\nunpleasant: B\nrude: B\nunfriendly: A\nadverse: A\ngenial: B\nwarm: A\nchummy: B\nloving: A\nopposed: A']
100,44,8646,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['icy: A\ngood-natured: B\nunfriendly: A\nhospitable: B\nwarm: B\nmortal: A\ncordial: B\nrude: A\ncold: A\nsweet: B']
101,5,50174,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,[[]],dialect,friendly,['negative: B\nheartless: A\ngracious: B\ncold: A\ncontentious: B\nunfavorable: A\nwarm: B\nmerry: A\ngood-natured: B\ncomradely: A']
102,76,36279,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['loving: A\nadverse: A\ngenial: A\ncold: B\nrude: B\nhearty: A\nwarmhearted: A\nicy: B\nhospitable: A\nheartless: B']
103,88,23893,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['icy: A\ngenial: A\nchummy: B\nmerry: B\ninhospitable: A\ncontentious: A\nhostile: A\nnegative: A\ncordial: A\ngood-natured: B']
104,4,39817,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],dialect,friendly,['companionable: B\nneighborly: A\nrude: B\nicy: A\nheartless: B\naffectionate: A\nmerry: B\namicable: A\ninhospitable: B\nunfavorable: A']
105,8,42479,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],dialect,friendly,['friendly: A\nantipathetic: B\nunfriendly: B\nmilitant: B\ngracious: A\nnegative: B\ngenial: A\nloving: A\nrude: B\ncomradely: A']
106,73,38016,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['companionable: A\naffectionate: B\nantipathetic: A\nunsympathetic: A\nmilitant: A\nnice: B\nmortal: A\ncollegial: A\nconflicting: A\nwarmhearted: B']
107,91,44172,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['cold: A\nloving: B\ngenial: A\nnegative: A\nhospitable: B\ncordial: A\nhostile: B\nunfavorable: A\ncollegial: A\nheartless: B']
