Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,concepts,writer_a,task,answer
36,13,24884,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['contentious: B\nunfavorable: B\nantipathetic: B\nfriendly: A\nadverse: B\ncomradely: A\nchummy: A\nunsympathetic: B\nhearty: A\nmerry: A']
37,14,30042,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['hospitable: A\nmortal: A\namicable: A\nwarm: A\nmerry: A\nmilitant: B\nnegative: B\nconflicting: B\nwarmhearted: A\nheartless: B']
38,95,61605,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['rude: B\nhospitable: A\nantagonistic: B\nloving: A\ngood-natured: A\ninimical: B\nunfavorable: B\nwarmhearted: A\ncomradely: A\ninhospitable: B']
39,60,2091,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['contentious: B\nsweet: A\nunfriendly: B\nhearty: A\ngenial: A\nhospitable: A\nconflicting: B\nmortal: A\nloving: A\nheartless: B']
40,91,36504,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['affectionate: A\ncomradely: A\nhostile: B\ncontentious: B\nchummy: A\nmortal: B\ncollegial: A\nunpleasant: B\ncompanionable: A\nunsympathetic: B']
41,71,11797,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['mortal: B\nsweet: B\ncollegial: B\ninhospitable: B\nicy: B\nhearty: A\nmilitant: B\nhostile: B\nwarmhearted: A\ncomradely: A']
42,66,62399,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['amicable: B\ninimical: B\nunsympathetic: B\nfriendly: B\nantagonistic: B\nmortal: B\nmerry: A\nchummy: A\ncompanionable: A\ncold: B']
43,6,19719,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['inhospitable: B\nnice: A\nhospitable: A\naffectionate: A\nfriendly: A\namicable: B\nheartless: B\nunfavorable: B\nmortal: B\nconflicting: B']
44,37,16104,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['militant: B\ngood-natured: A\nwarm: A\ncold: B\nantipathetic: B\nantagonistic: B\nchummy: A\nmerry: A\nloving: A\nopposed: B']
45,100,36498,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['inimical: B\nantipathetic: B\nwarmhearted: A\nicy: B\ncordial: A\naffectionate: A\nunsympathetic: B\nmerry: A\nopposed: B\ncomradely: A']
46,23,72809,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['icy: B\namicable: A\nchummy: A\nantagonistic: B\ncordial: A\nhospitable: A\nunpleasant: B\ngood-natured: A\nunfriendly: B\ncold: B']
47,35,35418,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['icy: B\ngenial: A\ngood-natured: A\nmilitant: B\nnice: A\ncordial: A\nnegative: B\ncollegial: A\ncold: B\ninimical: B']
48,19,25754,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['hearty: A\nantipathetic: B\nunpleasant: B\nfriendly: A\ncordial: A\ncold: B\nunfriendly: B\nhostile: B\nnice: A\ngood-natured: A']
49,62,7866,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['cordial: B\nrude: A\nloving: B\nwarmhearted: B\nsweet: B\ncontentious: A\naffectionate: B\nheartless: A\nopposed: A\nunfavorable: A']
50,46,114034,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['hostile: B\nsweet: A\ncontentious: B\nrude: B\ninhospitable: B\nwarmhearted: A\nunsympathetic: B\ncordial: A\ngracious: A\ngenial: A']
51,30,108644,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['genial: A\nantipathetic: B\ngracious: A\naffectionate: A\nfriendly: A\nunfavorable: B\nadverse: B\nopposed: B\nneighborly: A\nmilitant: B']
52,69,111936,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['antagonistic: B\ngracious: A\nunpleasant: B\ncontentious: B\nnice: A\nhearty: A\namicable: A\ncordial: A\nmilitant: B\nunsympathetic: B']
53,91,101420,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['hostile: A\nunfriendly: A\ngenial: B\ncollegial: B\ncompanionable: B\nicy: A\nunsympathetic: A\ngood-natured: B\nmilitant: A\nnice: B']
54,17,35808,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['merry: A\nunfriendly: B\nunpleasant: B\nicy: B\nrude: B\nconflicting: B\nloving: A\nfriendly: A\nhospitable: A\ncollegial: A']
55,107,112676,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['warm: A\nicy: B\ncomradely: A\nhospitable: A\nmortal: B\nrude: B\ncordial: A\ncold: B\ngood-natured: A\nantipathetic: B']
56,0,90791,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['chummy: B\nnegative: A\ncollegial: A\nicy: A\ninhospitable: A\ncontentious: B\naffectionate: B\nhospitable: B\nrude: A\nmerry: B']
57,65,26557,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['neighborly: A\ngood-natured: A\nconflicting: B\ncomradely: A\nhearty: A\nhostile: B\nloving: A\nheartless: B\ninhospitable: B\nrude: B']
58,15,111803,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['nice: A\nheartless: B\nmilitant: B\nmerry: A\nloving: A\nhospitable: A\nunfavorable: B\nantagonistic: B\nantipathetic: B\nwarmhearted: A']
59,26,92835,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['warm: A\ncompanionable: A\ninhospitable: B\nheartless: B\nunfriendly: B\nicy: B\ngracious: A\nloving: A\nantipathetic: B\nsweet: A']
60,19,109409,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['cordial: B\nhospitable: B\nunpleasant: A\ncontentious: A\nchummy: A\nwarmhearted: B\ninimical: A\ncollegial: B\ncold: A\nheartless: A']
61,7,110104,Writes in dialect German.,Writes in standard German.,Kleinere Anpassung,,bar,[[]],standard,friendly,['unpleasant: B\ngracious: A\nneighborly: A\ngood-natured: A\nunfriendly: B\naffectionate: A\ninimical: B\nopposed: B\ncompanionable: A\nunsympathetic: B']
62,3,25279,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['companionable: B\nunsympathetic: A\ngenial: B\nrude: A\ncomradely: B\ncordial: B\nantipathetic: A\nopposed: A\nicy: A\nnice: B']
63,66,11111,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['icy: B\ncompanionable: A\namicable: A\nunfavorable: B\ncollegial: B\ncomradely: A\nrude: B\nantipathetic: B\nhearty: A\nunpleasant: B']
64,73,97072,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['merry: B\nunsympathetic: A\nnegative: A\nunpleasant: A\nicy: A\nrude: A\nfriendly: B\naffectionate: B\nchummy: B\namicable: B']
65,103,116999,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['neighborly: A\nfriendly: A\nicy: B\nantagonistic: B\nadverse: A\nwarm: A\ngracious: A\nrude: B\nhostile: B\namicable: A']
66,27,127163,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['antipathetic: B\nicy: B\naffectionate: A\nfriendly: A\nnegative: B\ncompanionable: A\nmortal: B\nmilitant: B\ncordial: A\ncollegial: A']
67,52,95094,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['comradely: A\nfriendly: A\nneighborly: A\nopposed: B\ninhospitable: B\nmilitant: B\ncollegial: A\nmortal: B\ncontentious: B\nmerry: A']
68,10,35780,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['genial: B\nfriendly: B\nsweet: B\nantagonistic: A\nunpleasant: A\ncollegial: B\nhearty: B\nopposed: A\nnegative: A\ninhospitable: A']
69,78,108960,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unfavorable: B\nantagonistic: B\nnice: A\ncompanionable: A\ncomradely: A\nadverse: B\nhospitable: A\ngood-natured: A\nheartless: B\nconflicting: B']
70,72,91058,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['comradely: A\ninimical: B\nchummy: A\nopposed: B\ngracious: A\nmerry: A\ninhospitable: B\ncontentious: B\nwarmhearted: A\nmilitant: B']
71,35,46523,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['friendly: A\nconflicting: B\nneighborly: A\ncollegial: A\ninhospitable: B\nrude: B\nnegative: B\nopposed: B\nwarmhearted: A\ngood-natured: A']
72,29,38387,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['antagonistic: B\nchummy: A\nunpleasant: B\nmerry: A\nloving: A\nconflicting: B\nwarm: A\ninhospitable: B\ncordial: A\nunfriendly: B']
73,36,116065,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['heartless: A\nunfavorable: A\ngood-natured: B\nhospitable: B\nsweet: B\nmilitant: A\nchummy: B\nconflicting: A\nrude: A\nmerry: B']
74,28,37060,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['adverse: B\nnice: B\ninhospitable: B\nmerry: A\ninimical: B\nhearty: A\nheartless: B\ncollegial: B\nneighborly: A\nunfriendly: B']
75,54,47531,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['affectionate: B\ncordial: B\nmortal: B\nsweet: B\ncold: B\nicy: B\nchummy: A\nantipathetic: B\nwarmhearted: B\nunfriendly: B']
76,40,94198,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['mortal: B\ngracious: B\nsweet: B\nwarm: B\nopposed: B\ncompanionable: B\nunfavorable: B\nhostile: B\nnegative: B\nmerry: B']
77,76,116120,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unfriendly: B\ngenial: A\ninhospitable: B\ngood-natured: A\nopposed: B\nunfavorable: B\nneighborly: A\nfriendly: A\nheartless: B\nchummy: A']
78,62,90276,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['conflicting: A\ninimical: A\nrude: A\nmerry: B\nantipathetic: A\nmortal: B\ngenial: B\ngood-natured: B\nnice: B\nloving: B']
79,106,19043,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['negative: B\ngracious: A\nmerry: A\nopposed: B\nunpleasant: B\nunsympathetic: B\ncompanionable: A\ncold: B\nwarmhearted: A\nnice: A']
80,97,20798,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['inimical: B\nnice: A\nfriendly: A\ncollegial: A\nsweet: A\nrude: B\nunfavorable: B\nmerry: A\ncontentious: B\nunfriendly: B']
81,80,108847,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['militant: B\namicable: A\nmortal: B\nheartless: B\nunpleasant: B\ngood-natured: A\nfriendly: A\nunfriendly: B\ncordial: A\nwarmhearted: A']
82,96,94339,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['antipathetic: A\nhearty: B\nunpleasant: A\nchummy: B\nunfavorable: A\nsweet: B\nnice: B\nunsympathetic: A\ncollegial: B\nopposed: A']
83,59,45638,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['collegial: B\nadverse: A\nconflicting: A\nfriendly: B\nnegative: A\nantipathetic: A\nhostile: A\nnice: B\nwarmhearted: B\ncordial: B']
84,67,93007,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['hostile: B\nfriendly: A\ngood-natured: A\nmortal: A\nunsympathetic: B\ninhospitable: B\nwarmhearted: A\nsweet: A\nnegative: B\ncordial: A']
85,68,110670,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['inhospitable: B\ncompanionable: A\nheartless: B\nloving: A\nfriendly: A\nhostile: B\nneighborly: A\nunfriendly: B\nunfavorable: B\naffectionate: A']
86,90,95907,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['negative: B\nheartless: B\nwarmhearted: A\nhearty: A\ngracious: B\namicable: B\nmortal: B\ncompanionable: A\nopposed: B\nadverse: B']
87,56,91300,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unfavorable: B\nnice: A\nicy: B\ngracious: A\nunpleasant: B\nopposed: B\nchummy: A\nwarm: A\nloving: A\ncontentious: B']
88,2,112061,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['merry: A\nheartless: B\nneighborly: A\ninhospitable: B\nadverse: B\nwarm: A\nantipathetic: B\nwarmhearted: A\nloving: A\nunfriendly: B']
89,63,121570,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inhospitable: B\nsweet: A\nmilitant: B\naffectionate: A\nhearty: A\nadverse: B\ncordial: A\nicy: B\nhospitable: A\nmortal: B']
90,45,111387,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['heartless: B\naffectionate: A\ngood-natured: A\nantipathetic: B\nicy: B\nfriendly: A\namicable: A\nunfavorable: B\nunsympathetic: B\ngenial: A']
91,104,100776,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['gracious: B\ncold: A\nmerry: A\ncordial: B\nrude: A\nadverse: B\ngenial: B\nantipathetic: A\nmilitant: B\namicable: B']
92,83,113127,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['loving: B\nantagonistic: A\nadverse: B\ncollegial: B\nheartless: A\nantipathetic: A\naffectionate: B\nmerry: B\nunsympathetic: A\namicable: B']
93,94,128031,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['hospitable: A\nunfavorable: B\nantipathetic: B\nmortal: A\nopposed: B\ncontentious: B\nmerry: A\nloving: A\nneighborly: A\ngenial: A']
94,21,93813,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unpleasant: B\ngood-natured: A\namicable: A\nunsympathetic: B\ncordial: A\nconflicting: B\nsweet: A\nrude: B\nmortal: B\nmerry: A']
95,92,34225,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['loving: A\ninhospitable: B\nmerry: A\ncomradely: A\ninimical: B\nhospitable: A\nantipathetic: B\nadverse: B\ngenial: A\nrude: B']
96,13,25202,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unfriendly: B\nnice: A\nconflicting: B\ngood-natured: A\nwarmhearted: A\ninhospitable: B\nantipathetic: B\namicable: A\nmortal: B\ncordial: A']
97,50,83230,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['amicable: A\nfriendly: A\nnice: A\nopposed: B\nantipathetic: B\ncold: B\ninimical: B\ncompanionable: A\nwarmhearted: A\ncontentious: B']
98,18,27153,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['gracious: A\nnegative: B\nunpleasant: B\ngood-natured: A\nmortal: A\nrude: B\nsweet: A\nhospitable: A\ncomradely: A\nantipathetic: B']
99,22,105801,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['cordial: B\nadverse: A\nnegative: A\ngood-natured: B\nicy: A\namicable: B\nmilitant: A\naffectionate: B\nchummy: B\nheartless: A']
100,44,8646,Writes in dialect German.,Writes in standard German.,Ende entfernt,,frr,[[]],dialect,friendly,['gracious: B\nmilitant: A\nrude: A\nunfriendly: A\ninimical: B\nchummy: B\ncompanionable: B\naffectionate: B\nhostile: A\nloving: B']
101,5,50174,Writes in dialect German.,Writes in standard German.,1,,frr,[[]],dialect,friendly,['gracious: B\ncontentious: A\nmortal: B\naffectionate: B\ncollegial: B\nunpleasant: A\nfriendly: B\nunfavorable: A\nhospitable: B\nantipathetic: A']
102,76,36279,Writes in dialect German.,Writes in standard German.,Ende entfernt,,frr,[[]],dialect,friendly,['warmhearted: A\nchummy: A\nhospitable: A\ncomradely: A\nopposed: B\ninimical: B\nfriendly: A\nantipathetic: B\nunfriendly: B\nmortal: B']
103,88,23893,Writes in dialect German.,Writes in standard German.,Ende entfernt,,frr,[[]],dialect,friendly,['unfavorable: B\ncollegial: B\nunfriendly: B\nconflicting: B\ncold: B\nfriendly: A\naffectionate: A\nunpleasant: B\nneighborly: A\ncompanionable: A']
104,4,39817,Writes in dialect German.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['hospitable: A\ncold: B\nrude: B\nantipathetic: B\ncollegial: A\nmerry: A\nfriendly: A\ngracious: A\nunsympathetic: B\nheartless: B']
105,8,42479,Writes in dialect German.,Writes in standard German.,Ende entfernt,,frr,[[]],dialect,friendly,['opposed: B\ninimical: B\nnice: A\nnegative: B\ncontentious: B\nconflicting: B\nhospitable: A\nloving: A\nwarm: A\ncomradely: A']
106,73,38016,Writes in dialect German.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['neighborly: B\nchummy: B\nadverse: A\nconflicting: A\nmerry: B\nopposed: A\naffectionate: B\nunfriendly: A\nunfavorable: A\ngenial: B']
107,91,44172,Writes in dialect German.,Writes in standard German.,Ende entfernt,,frr,[[]],dialect,friendly,['cordial: B\naffectionate: B\nopposed: B\nsweet: B\nrude: A\nchummy: A\nunfriendly: A\nicy: A\nloving: B\ncontentious: B']
108,82,30638,Writes in dialect German.,Writes in standard German.,1,,frr,[[]],standard,friendly,['adverse: B\ngood-natured: A\ngracious: A\ncordial: A\nunfriendly: B\nnice: A\ninimical: B\nunsympathetic: B\nloving: A\nmortal: B']
109,9,40220,Writes in dialect German.,Writes in standard German.,1,,frr,[[]],dialect,friendly,['negative: B\nunpleasant: B\nwarm: A\nhearty: A\ninimical: B\nconflicting: B\ngracious: A\ncollegial: A\nmortal: B\nwarmhearted: A']
110,74,36567,Writes in dialect German.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['affectionate: A\nopposed: B\nneighborly: A\nnice: A\nantipathetic: B\nantagonistic: B\nrude: B\ninhospitable: B\nloving: A\nwarmhearted: A']
111,90,30191,Writes in dialect German.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['opposed: B\ngenial: A\nmortal: B\ncomradely: A\nhospitable: A\namicable: A\naffectionate: A\ninhospitable: B\nnegative: B\nantipathetic: B']
