Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,concepts,writer_a,task,answer
17,32,62518,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['merry:A\ncold:B\nnegative:B\nopposed:B\naffectionate:A\ngood-natured:A\ncomradely:A\nunfavorable:B\nhearty:A\nmilitant:B']
18,7,45200,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['warm: A\nnice: A\nhospitable: A\nantipathetic: B\ncold: B\nunpleasant: B\nloving: A\nadverse: B\nicy: B\ngracious: A']
19,84,59721,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['nice:A: \nloving:A: \nunsympathetic:B: \ncomradely:A: \nantagonistic:B: \ncompanionable:A: \nhospitable:A: \nicy:B: \nadverse:B:']
20,72,64381,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['militant:A: \nnice:B: \nunpleasant:A: \nsweet:B: \nhostile:A: \nchummy:B: \nfriendly:B: \ninimical:A: \ncollegial:B: \nicy:B:']
21,51,52989,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['unfavorable:B: \nnegative:B: \nsweet:A: \nunsympathetic:B: \nheartless:B: \nhearty:A: \nhospitable:A: \nrude:B: \ncomradely:A: \ncordial:A:']
22,85,52554,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['icy: B\nmortal: A\nunpleasant: B\ninimical: B\nneighborly: A\nmilitant: A\naffectionate: A\nloving: A\nnice: A\ncomradely: A']
23,49,40324,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['heartily:A\nhostile:B\naffectionate:A\nloving:B\ninimical:A\nhospitable:B\nmilitant:A\nantipathetic:B\ncollegial:B']
24,76,72839,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['inhospitable:B \nwarm:A \nhostile:B \ngracious:A \nantipathetic:B \nadverse:B \ngenial:A \nneighborly:A \ncomradely:A']
25,31,92307,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['genial:A: \nhospitable:B: \nhearty:B: \ncompanionable:A: \nopposed:B: \nnegative:B: \nconflicting:B: \nheartless:B: \nadverse:B: \ngracious:A:']
26,42,35430,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['neighborly:A: \nhearty:B: \nunsympathetic:A: \ncompanionable:B: \nheartless:A: \nnice:B: \nadverse:A: \ngracious:B: \nantagonistic:A: \nicy:B:']
27,0,36489,Writes in Alemannic German dialect.,Writes in standard German.,"Der Dialect-Text ist im Perfekt (vollendete Gegenwart) ""isch .. gsii"" und wird üblicherweise im Sprachgebrauch benutzt. Die Übersetzung ist im Präteritum ""war"" (erste Vergangenheitsform). Das Präteritum ist eher Schriftsprache und damit eleganter. ",,als,[[]],standard,friendly,['amicable:A:\nhostile:B:\ncontentious:B:\nwarmhearted:A:\nopposed:B:\nantagonistic:B:\nunfriendly:B:\nhearty:A:\nneighborly:A:\ncollegial:A:']
28,56,92412,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['antagonistic:B: \nwarm:A: \ngracious:A: \nwarmhearted:A: \nfriendly:A: \ninimical:B: \nhostile:B: \ninhospitable:B: \naffectionate:A: \nrude:B:']
29,15,89207,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['hospitable:B: \nneighborly:A: \nantagonistic:B: \nmilitant:B: \ncompanionable:A: \ngracious:B: \ninhospitable:A: \nopposed:B: \ngenial:B: \ncold:A:']
30,75,10184,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving:B: \ncomradely:A: \ngood-natured:B: \nnegative:B: \nopposed:A: \nunsympathetic:A: \ncompanionable:B: \nunpleasant:A: \nhostile:A: \ngracious:B:']
31,46,68845,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['sweet: A\nantipathetic: B\ninimical: B\nloving: A\ncold: B\ngracious: A\nwarmhearted: A\nhospitable: A\nopposed: B\nunpleasant: B']
32,29,60418,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['negative: B\nmilitant: B\ngenial: A\nunsympathetic: B\nrude: B\nhospitable: A\ninimical: B\nfriendly: A\nhearty: A\nsweet: A']
33,53,2542,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['cold: A\nunfavorable: A\ngenial: B\nantipathetic: A\ncomradely: B\nopposed: A\namicable: B\ngracious: B\nhearty: B\ninhospitable: A']
34,5,57648,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfavorable:A\nunfriendly:A\nopposed:A\nchummy:B\ncordial:B\nloving:B\nicy:A\ngracious:B\nnegative:A\nsweet:B']
35,50,32088,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['warm: A\ngenial: A\ncollegial: A\nopposed: B\nhearty: B\nunfriendly: B\nwarmhearted: A\ninimical: B\ncold: B\nunfavorable: B']
36,13,24884,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['genial:B: \ncontentious:A: \nicy:B: \ngood-natured:B: \nsweet:B: \nmilitant:A: \nadverse:A: \nunfriendly:A: \ncordial:B: \nfriendly:B:']
37,14,30042,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unpleasant:A: \ngenial:B: \nmortal:A: \namicable:B: \nconflicting:A: \ncollegial:B: \nunfavorable:A: \ncomradely:B: \nfriendly:B: \ncontentious:A:']
38,95,61605,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving:B: \nmortal:B: \namicable:B: \ncontentious:A: \nnegative:A: \ngracious:B: \nconflicting:A: \ncordial:B: \nfriendly:B: \nantipathetic:A:']
39,60,2091,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable:A\nsweet:B\ngenial:A\ninimical:B\nantagonistic:B\nfriendly:A\nicy:B\nhostile:B\nadverse:B\nloving:B']
40,91,36504,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable:A\ngenial:A\nwarmhearted:A\nantagonistic:B\ngracious:A\nnegative:B\nhearty:B\nopposed:B\ncontentious:B\nconflicting:B']
41,71,11797,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['hostile:B\nmilitant:B\ncold:B\ncontentious:B\ncollegial:A\nsweet:A\ncomradely:A\nfriendly:A\nantagonistic:B\nhearty:A']
42,66,62399,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['controversial:A  \nmilitant:B  \nrude:B  \namicable:A  \nsweet:A  \nmerry:A  \nchummy:B  \ninimical:A  \nopposed:B  \nloving:A']
43,6,19719,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['neighborly:A: \nhostile:B: \nnice:A: \ncomradely:A: \ncold:B: \nhospitable:A: \nmilitant:B: \ninimical:B: \naffectionate:A: \nopposed:B:']
44,37,16104,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['cold: A\nsweet: B\ninimical: A\ngenial: B\nantipathetic: A\nnice: B\nwarm: A\ncontentious: A\namicable: B\nunsympathetic: A']
45,100,36498,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['heartless:A: \nantagonistic:A: \ngood-natured:B: \nhostile:A: \nwarm:B: \ncordial:B: \namicable:B: \nmilitant:A: \ncold:A: \nfriendly:B:']
46,23,72809,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfriendly:A\ninhospitable:A\nunfavorable:A\nhearty:B\nheartless:B\nadverse:A\naffectionate:B\nsweet:B\ncomradely:B']
47,35,35418,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['genial:A: \nmortal:A: \ninhospitable:B: \ncompanionable:A: \nunfavorable:B: \nmilitant:B: \nmerry:A: \nneighborly:A: \namicable:A: \nunpleasant:B:']
48,19,25754,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['warm: B\nwarmhearted: B\nunfavorable: B\nunfriendly: B\ncollegial: B\ncompanionable: B\ngracious: B\nmortal: B\ninimical: B\nheartless: A']
49,62,7866,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['gracious:B\ncold:A\nantagonistic:A\namicable:B\nunpleasant:A\nsweet:B\nopposed:A\nmilitant:A\nhearty:B\nwarmhearted:B']
50,46,114034,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['affectionate:B  \ninhospitable:A  \nunfavorable:A  \nsweet:B  \nfriendly:B  \ncompanionable:B  \ncold:A  \nadverse:A  \nwarm:B  \nantagonistic:A']
51,30,108644,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['hearty:A: \nconflicting:A: \nsweet:B: \nneighborly:A: \nrude:A: \ncollegial:B: \nunsympathetic:A: \ncomradely:B: \nadverse:A: \ninimical:A:']
52,69,111936,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['nice: B\nloving: B\namicable: B\ninimical: A\nmortal: A\nrude: A\ngood-natured: B\ngenial: B\nunfriendly: A\ninhospitable: A']
53,91,101420,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['hostile:B\nantagonistic:B\nadverse:B\ngracious:A\nhearty:B\nmerry:B\nrude:B\ngood-natured:A\namicable:A\nmilitant:B']
54,17,35808,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['cold: A\nmortal: A\nhospitable: A\nheartless: A\nunpleasant: A\nloving: B\namicable: B\ngood-natured: B\ninimical: A\nfriendly: B']
55,107,112676,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['loving:A: \ncordial:B: \nantipathetic:A: \ninimical:B: \nhostile:A: \nantagonistic:B: \nwarm:B: \nrude:A: \nhearty:B: \ncompanionable:A:']
56,0,90791,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['companionable:A: \nmortal:A: \nmerry:A: \nicy:B: \nunsympathetic:B: \naffectionate:A: \nhearty:A: \nadverse:B: \nfriendly:A: \ninhospitable:B:']
57,65,26557,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['conflicting:B: \nunfriendly:B: \ncomradely:A: \nicy:A: \ninhospitable:B: \nloving:A: \naffectionate:A: \nwarmhearted:A: \ncompanionable:A: \ncontentious:B:']
58,15,111803,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['merry:A: \ncomradely:A: \nadverse:B: \nunfriendly:B: \ninimical:B: \nconflicting:B: \namicable:B: \nnice:B: \ngenial:B: \nunpleasant:B:']
59,26,92835,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['icy: B\ncomradely: A\nunfavorable: B\nopposed: A\nloving: B\nnice: B\ngenial: A\nunsympathetic: B\nantagonistic: A\nhearty: A']
60,19,109409,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['heartless:B\nchummy:B\nunfriendly:A\nopposed:A\nwarmhearted:B\namicable:B\ninimical:A\nmilitant:A\nnice:B\nfriendly:B']
61,7,110104,Writes in Bavarian German dialect.,Writes in standard German.,Kleinere Anpassung,,bar,[[]],standard,friendly,['friendly: B\ncold: A\ncomradely: B\nheartless: A\nsweet: B\ncollegial: B\ninimical: A\nloving: B\ncontentious: A\nantipathetic: A']
62,3,25279,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['collegial:A\nsweet:B\nconflicting:A\nneighborly:B\nicy:B\ngenial:A\ncold:B\nunpleasant:A\ngracious:B\nheartless:A']
63,66,11111,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['warm: A\ngood-natured: A\nopposed: B\nunfavorable: B\nmortal: A\nchummy: B\ngracious: A\naffectionate: A\nnegative: B\nunpleasant: B']
64,73,97072,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unfavorable:B  \ncollegial:A  \namicable:A  \ncontentious:B  \nrude:B  \ngracious:A  \ncordial:A  \nconflicting:B  \nantagonistic:B  \nsweet:A']
65,103,116999,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['rude:A: \nantipathetic:A: \ninimical:A: \nchummy:B: \nmortal:B: \nconflicting:A: \nwarm:B: \ncordial:B: \nmerry:B: \ncollegial:B:']
66,27,127163,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unsympathetic:A: \nunpleasant:A: \ncold:A: \ngenial:B: \nicy:B: \namicable:B: \nwarmhearted:B: \nfriendly:B: \nneighborly:B: \nheartless:A:']
67,52,95094,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['good-natured: A\ncold: B\ngenial: A\nchummy: B\nicy: B\nwarm: A\nmerry: A\nadverse: A\nopposed: A\nheartless: B']
68,10,35780,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unfavorable:B  \nchummy:A  \nneighborly:A  \nopposed:B  \nhospitable:A  \nrude:B  \nsweet:A  \ncontentious:B  \nheartless:B  \ngenial:A']
69,78,108960,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['loving:A: \nheartless:B: \ngenial:A: \ngracious:A: \nnegative:B: \nchummy:B: \ninhospitable:B: \ncomradely:A: \ninimical:B: \nunpleasant:B:']
70,72,91058,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['nice:A: \nopposed:B: \nmilitant:B: \naffectionate:A: \ninimical:B: \ncompanionable:A: \nnegative:B: \ncold:B: \ngood-natured:A: \nchummy:A:']
71,35,46523,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['good-natured: A\ncollegial: A\nunsympathetic: B\nmilitant: B\nhospitable: A\nantipathetic: B\ncontentious: B\nantagonistic: B\ncomradely: A\nsweet: A']
72,29,38387,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['warm: A  \ncompanionable: A  \nchummy: A  \namicable: B  \nunpleasant: B  \nnice: B  \nconflicting: B  \ncontentious: B  \ninhospitable: B  \nnegative: B']
73,36,116065,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['companionable: A\ngood-natured: A\nhearty: B\namicable: A\nnegative: A\nmortal: A\nconflicting: A\nopposed: A\ninhospitable: B\ncomradely: B']
74,28,37060,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['collegial: A\nwarm: A\nopposed: B\nsweet: A\ninhospitable: B\nmerry: A\nmortal: A\ngenial: A\nconflicting: B\nhostile: B']
75,54,47531,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['cold:A\nopposed:B\nneighborly:B\ncomradely:B\nunfriendly:A\nwarmhearted:B\nunfavorable:B\nwarm:B\nsweet:B\nheartless:A']
76,40,94198,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['chummy:B  \nhearty:B  \nopposed:A  \nicy:A  \nadverse:A  \nheartless:A  \naffectionate:B  \nsweet:B  \nwarmhearted:B  \nunsympathetic:A']
77,76,116120,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['comradely: A\nhostile: B\nchummy: A\ngracious: B\nnice: B\nicy: B\nunfriendly: B\nfriendly: A\nunsympathetic: B\nantipathetic: B']
78,62,90276,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['warm: A\nunfriendly: B\ngenial: A\nunpleasant: B\ncold: A\nfriendly: A\nloving: A\nantipathetic: B\ncontentious: B\naffectionate: A']
79,106,19043,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['contentious:A: \nfriendly:B: \nunsympathetic:A: \nchummy:B: \nmerry:B: \nmilitant:A: \ninimical:A: \nunfavorable:A: \ncordial:B: \nneighborly:B:']
80,97,20798,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['amicable:A\nwarm:B\nheartless:A\ninhospitable:B\ngood-natured:B\nopposed:A\nrude:B\ncomradely:B\nadverse:A\ngenial:B']
81,80,108847,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['mortal:A: \nchummy:B: \nconflicting:A: \nwarm:B: \nunpleasant:A: \ngood-natured:B: \nantagonistic:A: \nopposed:B: \ngenial:B: \nhearty:A:']
82,96,94339,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['mortal:A\ncollegial:B\ninimical:A\ninhospitable:B\nmerry:B\ncomradely:B\nhearty:B\nopposed:A\nwarmhearted:B\nhostile:A']
83,59,45638,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['hearty:A\ngenial:B\nhostile:A\nunfriendly:A\nfriendly:B\nrude:A\nwarm:B\ncold:A\ncordial:B\nantagonistic:A']
84,67,93007,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['adverse:A: \nneighborly:B: \naffectionate:A: \nsweet:B: \nicy:B: \ncontentious:A: \nrude:B: \nunsympathetic:A: \nhospitable:B: \nwarm:B:']
85,68,110670,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['companionable:A\nmilitant:B\ngenial:A\nmerry:B\ncollegial:A\nsweet:A\nmortal:A\nunfriendly:B\nunpleasant:B\ncontentious:B']
86,90,95907,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inimical: A\nrude: A\nchummy: A\nicy: B\ngenial: B\ncomradely: A\ncompanionable: A\nantipathetic: A\nmilitant: B\ncollegial: B']
87,56,91300,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inhospitable:A\nopposed:A\ngracious:B\nrude:A\nconflicting:A\nmerry:B\nunfavorable:A\nhearty:B\ncollegial:B\nchummy:B']
88,2,112061,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unfriendly:B  \ngenial:A  \ncordial:B  \nneighborly:A  \nmilitant:B  \nhearty:A  \nantagonistic:B  \nheartless:B  \ncompanionable:A  \nconflicting:B']
89,63,121570,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unpleasant:B \ngood-natured:A \nloving:B \ncold:A \nconflicting:B \nnice:A \nwarm:B \nunfavorable:B \ncontentious:B \ncompanionable:A']
90,45,111387,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['hostile:A: \nunsympathetic:A: \nantipathetic:A: \ncordial:B: \nfriendly:B: \nneighborly:B: \ncompanionable:B: \nmerry:B: \nunpleasant:A: \ncold:A:']
91,104,100776,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['inhospitable:B \ncordial:A \nopposed:B \nantipathetic:B \nnice:A \nunfriendly:B \nhearty:A \nmortal:A \nneighborly:A \nwarmhearted:A']
92,83,113127,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['mortal:A\ngood-natured:B\nunpleasant:A\nhostile:A\nicy:A\nneighborly:B\nsweet:B\ncordial:B\nchummy:B\nrude:B']
93,94,128031,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['contentious:A: \nmilitant:A: \ngenial:B: \ncollegial:B: \nopposed:A: \nunfriendly:A: \nunfavorable:A: \nwarm:B: \nsweet:B: \nwarmhearted:B:']
94,21,93813,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['conflicting:A\ncollegial:B\nrude:A\nmilitant:A\nsweet:B\nunfavorable:A\nnice:B\ncompanionable:B\nhostile:A\ngood-natured:B']
95,92,34225,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['loving:A: \nneighborly:A: \ncollegial:B: \naffectionate:A: \nconflicting:B: \nicy:B: \ncontentious:B: \nhostile:B: \nnice:A: \nunfavorable:B:']
96,13,25202,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unpleasant:A: \ncompanionable:B: \namicable:B: \ngracious:B: \nunfavorable:A: \ngood-natured:B: \nneighborly:B: \nheartless:A: \nnegative:A: \nconflicting:A:']
97,50,83230,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['antipathetic:A \ninimical:B \nconflicting:A \nicy:B \nhospitable:B \nhearty:A \nneighborly:B \nhostile:A \nloving:B \ngood-natured:B']
98,18,27153,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['adverse:A\ncordial:B\nmerry:A\nantipathetic:A\nloving:B\ninimical:A\ngood-natured:B\nantagonistic:A\nconflicting:A\naffectionate:B']
99,22,105801,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['cordial:A: \nunpleasant:B: \nrude:B: \nunfriendly:B: \nadverse:B: \ngenial:A: \nwarm:A: \nchummy:B: \nloving:A: \nopposed:B:']
100,44,8646,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['icy: B\ngood-natured: A\nunfriendly: B\nhospitable: A\nwarm: A\nmortal: A\ncordial: A\nrude: B\ncold: B\nsweet: A']
101,5,50174,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,[[]],dialect,friendly,['negative: B\nheartless: B\ngracious: B\ncold: A\ncontentious: A\nunfavorable: B\nwarm: B\nmerry: B\ngood-natured: B\ncomradely: B']
102,76,36279,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['loving:A: \nadverse:B: \ngenial:A: \ncold:B: \nrude:B: \nhearty:A: \nwarmhearted:A: \nicy:B: \nhospitable:A: \nheartless:B:']
103,88,23893,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['icy: A\ngenial: A\nchummy: B\nmerry: A\ninhospitable: B\ncontentious: B\nhostile: B\nnegative: B\ncordial: A\ngood-natured: A']
104,4,39817,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],dialect,friendly,['companionable:B\nneighborly:B\nrude:A\nicy:A\nheartless:A\naffectionate:B\nmerry:B\namicable:B\ninhospitable:A\nunfavorable:A']
