Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,concepts,writer_a,task,answer
11,36,43385,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['neighborly: Writer A\namicable: Writer B\nwarmhearted: Writer A\nunpleasant: Writer B\nmerry: Writer A\nicy: Writer B\nantagonistic: Writer B\nconflicting: Writer B\ncompanionable: Writer A\nantipathetic: Writer B']
12,101,32377,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['sweet: Writer A\nunpleasant: Writer B\nwarm: Writer A\nconflicting: Writer A\nnegative: Writer B\nicy: Writer B\ncompanionable: Writer A\nheartless: Writer B\ngenial: Writer A\ngood-natured: Writer A']
13,39,36434,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['militant: A\nhospitable: A\ninhospitable: B\nicy: A\nnegative: A\nnice: B\nunpleasant: A\nwarmhearted: A\ngood-natured: B\nloving: B']
14,98,62467,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['hearty: Writer A\nmerry: Writer A\nadverse: Writer B\nwarmhearted: Writer A\nopposed: Writer B\nunfavorable: Writer B\nheartless: Writer A\ngenial: Writer B\nwarm: Writer A\nmilitant: Writer B']
15,65,84470,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['amicable: Writer A\ncomradely: Writer A\nnegative: Writer A\nicy: Writer B\nantipathetic: Writer A\nsweet: Writer A\nantagonistic: Writer B\nnice: Writer A\naffectionate: Writer A\ninimical: Writer B']
16,77,13325,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['genial: Writer B\nunfriendly: Writer A\nhostile: Writer A\ncold: Writer B\namicable: Writer B\nneighborly: Writer B\nheartless: Writer A\nantipathetic: Writer A\nchummy: Writer A\ncollegial: Writer B']
17,32,62518,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['merry: Writer A\ncold: Writer A\nnegative: Writer A\nopposed: Writer A\naffectionate: Writer B\ngood-natured: Writer A\ncomradely: Writer B\nunfavorable: Writer A\nhearty: Writer B\nmilitant: Writer B']
18,7,45200,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['warm: Writer A\nnice: Writer B\nhospitable: Writer A\nantipathetic: Writer B\ncold: Writer A\nunpleasant: Writer B\nloving: Writer A\nadverse: Writer B\nicy: Writer A\ngracious: Writer B']
19,84,59721,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['nice: Writer A\nloving: Writer B\nunsympathetic: Writer A\ncomradely: Writer B\nantagonistic: Writer A\ncompanionable: Writer B\nhospitable: Writer A\nicy: Writer A\nadverse: Writer A']
20,72,64381,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['militant: A\nnice: B\nunpleasant: A\nsweet: B\nhostile: A\nchummy: B\nfriendly: B\ninimical: A\ncollegial: B\nicy: A']
21,51,52989,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['unfavorable: Writer A\nnegative: Writer A\nsweet: Writer B\nunsympathetic: Writer A\nheartless: Writer A\nhearty: Writer B\nhospitable: Writer B\nrude: Writer A\ncomradely: Writer B\ncordial: Writer B']
22,85,52554,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['icy: Writer B\nmortal: Writer A\nunpleasant: Writer A\ninimical: Writer A\nneighborly: Writer B\nmilitant: Writer A\naffectionate: Writer A\nloving: Writer A\nnice: Writer A\ncomradely: Writer B']
23,49,40324,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['hearty: A\nopposed: B\nhostile: A\naffectionate: B\nloving: B\ninimical: A\nhospitable: B\nmilitant: A\nantipathetic: A\ncollegial: B']
24,76,72839,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['inhospitable: Writer A\nwarm: Writer B\nhostile: Writer A\ngracious: Writer A\nantipathetic: Writer A\nadverse: Writer A\ngenial: Writer B\nneighborly: Writer B\ncomradely: Writer B\nunpleasant: Writer A']
25,31,92307,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['genial: Writer A\nhospitable: Writer A\nhearty: Writer A\ncompanionable: Writer A\nopposed: Writer B\nnegative: Writer A\nconflicting: Writer A\nheartless: Writer A\nadverse: Writer A\ngracious: Writer A']
26,42,35430,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['neighborly: Writer A\nhearty: Writer A\nunsympathetic: Writer B\ncompanionable: Writer A\nheartless: Writer B\nnice: Writer A\nadverse: Writer B\ngracious: Writer A\nantagonistic: Writer B\nicy: Writer B']
27,0,36489,Writes in Alemannic German dialect.,Writes in standard German.,"Der Dialect-Text ist im Perfekt (vollendete Gegenwart) ""isch .. gsii"" und wird üblicherweise im Sprachgebrauch benutzt. Die Übersetzung ist im Präteritum ""war"" (erste Vergangenheitsform). Das Präteritum ist eher Schriftsprache und damit eleganter. ",,als,[[]],standard,friendly,['amicable: Writer A\nhostile: Writer B\ncontentious: Writer A\nwarmhearted: Writer A\nopposed: Writer A\nantagonistic: Writer B\nunfriendly: Writer B\nhearty: Writer A\nneighborly: Writer A\ncollegial: Writer A']
28,56,92412,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['antagonistic: Writer A\nwarm: Writer B\ngracious: Writer A\nwarmhearted: Writer B\nfriendly: Writer B\ninimical: Writer A\nhostile: Writer A\ninhospitable: Writer A\naffectionate: Writer B\nrude: Writer A']
29,15,89207,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['hospitable: Writer B\nneighborly: Writer A\nantagonistic: Writer B\nmilitant: Writer B\ncompanionable: Writer A\ngracious: Writer B\ninhospitable: Writer A\nopposed: Writer B\ngenial: Writer A\ncold: Writer B']
30,75,10184,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving: Writer B\ncomradely: Writer A\ngood-natured: Writer B\nnegative: Writer B\nopposed: Writer B\nunsympathetic: Writer B\ncompanionable: Writer A\nunpleasant: Writer B\nhostile: Writer B\ngracious: Writer B']
31,46,68845,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['sweet: Writer A\nantipathetic: Writer B\ninimical: Writer B\nloving: Writer A\ncold: Writer A\ngracious: Writer A\nwarmhearted: Writer A\nhospitable: Writer B\nopposed: Writer B\nunpleasant: Writer B']
32,29,60418,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['Standard: negative\nAlemannic: militänt\n\nStandard: militant\nAlemannic: negativ\n\nStandard: genial\nAlemannic: gsundig\n\nStandard: unsympathetic\nAlemannic: unsympatisch\n\nStandard: rude\nAlemannic: rood\n\nStandard: hospitable\nAlemannic: gastfreindlich\n\nStandard: inimical\nAlemannic: feindselig\n\nStandard: friendly\nAlemannic: freindlich\n\nStandard: hearty\nAlemannic: herzlich\n\nStandard: sweet\nAlemannic: süütsch']
33,53,2542,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['cold: Writer A\nunfavorable: Writer B\ngenial: Writer A\nantipathetic: Writer B\ncomradely: Writer A\nopposed: Writer B\namicable: Writer A\ngracious: Writer B\nhearty: Writer A\ninhospitable: Writer B']
34,5,57648,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfavorable: Writer A\nunfriendly: Writer B\nopposed: Writer A\nchummy: Writer B\ncordial: Writer B\nloving: Writer B\nicy: Writer A\ngracious: Writer B\nnegative: Writer A\nsweet: Writer B']
35,50,32088,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['warm: Writer A\ngenial: Writer A\ncollegial: Writer A\nopposed: Writer A\nhearty: Writer B\nunfriendly: Writer B\nwarmhearted: Writer B\ninimical: Writer B\ncold: Writer A\nunfavorable: Writer A']
36,13,24884,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['genial: Writer A\ncontentious: Writer B\nicy: Writer A\ngood-natured: Writer A\nsweet: Writer A\nmilitant: Writer B\nadverse: Writer B\nunfriendly: Writer A\ncordial: Writer B\nfriendly: Writer A']
37,14,30042,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unpleasant: Writer A\ngenial: Writer B\nmortal: Writer B\namicable: Writer A\nconflicting: Writer A\ncollegial: Writer B\nunfavorable: Writer A\ncomradely: Writer A\nfriendly: Writer B\ncontentious: Writer A']
38,95,61605,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving: Writer A\nmortal: Writer B\namicable: Writer A\ncontentious: Writer B\nnegative: Writer A\ngracious: Writer B\nconflicting: Writer A\ncordial: Writer B\nfriendly: Writer A\nantipathetic: Writer B']
39,60,2091,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable: A\nsweet: A\ngenial: A\ninimical: B\nantagonistic: B\nfriendly: A\nicy: B\nhostile: B\nadverse: B\nloving: A']
40,91,36504,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable: Writer A\ngenial: Writer A\nwarmhearted: Writer A\nantagonistic: Writer B\ngracious: Writer A\nnegative: Writer B\nhearty: Writer A\nopposed: Writer B\ncontentious: Writer B\nconflicting: Writer B']
41,71,11797,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['hostile: A\nmilitant: A\ncold: A\ncontentious: A\ncollegial: B\nsweet: B\ncomradely: B\nfriendly: B\nantagonistic: A\nhearty: B']
42,66,62399,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['Contentious: Writer A\nMilitant: Writer B\nRude: Writer B\nAmicable: Writer A\nSweet: Writer A\nMerry: Writer A\nChummy: Writer B\nInimical: Writer B\nOpposed: Writer B\nLoving: Writer A']
43,6,19719,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['neighborly: Writer A\nhostile: Writer B\nnice: Writer A\ncomradely: Writer B\ncold: Writer A\nhospitable: Writer A\nmilitant: Writer B\ninimical: Writer B\naffectionate: Writer A\nopposed: Writer B']
44,37,16104,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['cold: Writer A\nsweet: Writer B\ninimical: Writer A\ngenial: Writer B\nantipathetic: Writer A\nnice: Writer B\nwarm: Writer A\ncontentious: Writer A\namicable: Writer B\nunsympathetic: Writer A']
45,100,36498,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['heartless: Writer B\nantagonistic: Writer B\ngood-natured: Writer B\nhostile: Writer A\nwarm: Writer B\ncordial: Writer B\namicable: Writer B\nmilitant: Writer A\ncold: Writer A\nfriendly: Writer B']
46,23,72809,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfriendly: Writer A\ninhospitable: Writer A\nunfavorable: Writer B\nhearty: Writer A\nheartless: Writer A\nadverse: Writer B\naffectionate: Writer A\nsweet: Writer A\ncomradely: Writer A\ngracious: Writer B']
47,35,35418,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['genial: Writer A\nmortal: Writer A\ninhospitable: Writer B\ncompanionable: Writer A\nunfavorable: Writer A\nmilitant: Writer B\nmerry: Writer A\nneighborly: Writer A\namicable: Writer A\nunpleasant: Writer B']
48,19,25754,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['warm: Writer A\nwarmhearted: Writer B\nunfavorable: Writer B\nunfriendly: Writer A\ncollegial: Writer B\ncompanionable: Writer B\ngracious: Writer A\nmortal: Writer A\ninimical: Writer A\nheartless: Writer A']
49,62,7866,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['gracious: Writer A\ncold: Writer B\nantagonistic: Writer A\namicable: Writer B\nunpleasant: Writer A\nsweet: Writer B\nopposed: Writer A\nmilitant: Writer B\nhearty: Writer A\nwarmhearted: Writer B']
50,46,114034,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['affectionate: Writer B\ninhospitable: Writer A\nunfavorable: Writer B\nsweet: Writer A\nfriendly: Writer B\ncompanionable: Writer B\ncold: Writer A\nadverse: Writer B\nwarm: Writer A\nantagonistic: Writer A']
51,30,108644,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['hearty: Writer A\nconflicting: Writer B\nsweet: Writer A\nneighborly: Writer A\nrude: Writer B\ncollegial: Writer B\nunsympathetic: Writer B\ncomradely: Writer A\nadverse: Writer B\ninimical: Writer B']
52,69,111936,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['nice: Writer B\nloving: Writer A\namicable: Writer B\ninimical: Writer B\nmortal: Writer B\nrude: Writer A\ngood-natured: Writer A\ngenial: Writer A\nunfriendly: Writer B\ninhospitable: Writer B']
53,91,101420,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['Hostile: Writer A\nAntagonistic: Writer A\nAdverse: Writer A\nGracious: Writer B\nHearty: Writer B\nMerry: Writer B\nRude: Writer A\nGood-natured: Writer B\nAmicable: Writer B\nMilitant: Writer A']
54,17,35808,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['cold: Writer A\nmortal: Writer B\nhospitable: Writer A\nheartless: Writer B\nunpleasant: Writer A\nloving: Writer B\namicable: Writer A\ngood-natured: Writer B\ninimical: Writer A\nfriendly: Writer B']
55,107,112676,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['Loving: Writer A\nCordial: Writer A\nAntipathetic: Writer B\nInimical: Writer A\nHostile: Writer B\nAntagonistic: Writer A\nWarm: Writer A\nRude: Writer B\nHearty: Writer A\nCompanionable: Writer A']
56,0,90791,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['Companionable: A\nMortal: A\nMerry: B\nIcy: A\nUnsympathetic: A\nAffectionate: B\nHearty: B\nAdverse: A\nFriendly: B\nInhospitable: B']
57,65,26557,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['Conflicting: Writer A\nUnfriendly: Writer B\nComradely: Writer A\nIcy: Writer B\nInhospitable: Writer B\nLoving: Writer A\nAffectionate: Writer A\nWarmhearted: Writer A\nCompanionable: Writer A\nContentious: Writer B']
58,15,111803,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['merry: A\ncomradely: A\nadverse: B\nunfriendly: B\ninimical: B\nconflicting: B\namicable: B\nnice: B\ngenial: B\nunpleasant: B']
59,26,92835,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['icy: Writer A\ncomradely: Writer A\nunfavorable: Writer B\nopposed: Writer B\nloving: Writer A\nnice: Writer A\ngenial: Writer B\nunsympathetic: Writer B\nantagonistic: Writer B\nhearty: Writer A']
60,19,109409,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['heartless: Writer A\nchummy: Writer B\nunfriendly: Writer A\nopposed: Writer A\nwarmhearted: Writer B\namicable: Writer B\ninimical: Writer A\nmilitant: Writer A\nnice: Writer B\nfriendly: Writer B']
61,7,110104,Writes in Bavarian German dialect.,Writes in standard German.,Kleinere Anpassung,,bar,[[]],standard,friendly,['friendly: Writer B\ncold: Writer A\ncomradely: Writer A\nheartless: Writer A\nsweet: Writer B\ncollegial: Writer A\ninimical: Writer A\nloving: Writer B\ncontentious: Writer B\nantipathetic: Writer A']
62,3,25279,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['collegial: Writer B\nsweet: Writer B\nconflicting: Writer B\nneighborly: Writer B\nicy: Writer A\ngenial: Writer A\ncold: Writer A\nunpleasant: Writer A\ngracious: Writer A\nheartless: Writer A']
63,66,11111,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['warm: A\ngood-natured: B\nopposed: A\nunfavorable: A\nmortal: A\nchummy: B\ngracious: A\naffectionate: B\nnegative: A\nunpleasant: A']
64,73,97072,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unfavorable: Writer A\ncollegial: Writer A\namicable: Writer A\ncontentious: Writer B\nrude: Writer B\ngracious: Writer A\ncordial: Writer A\nconflicting: Writer A\nantagonistic: Writer B\nsweet: Writer A']
65,103,116999,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['rude: Writer A\nantipathetic: Writer A\ninimical: Writer A\nchummy: Writer B\nmortal: Writer B\nconflicting: Writer B\nwarm: Writer B\ncordial: Writer B\nmerry: Writer B\ncollegial: Writer B']
66,27,127163,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unsympathetic: Writer B\nunpleasant: Writer B\ncold: Writer A\ngenial: Writer B\nicy: Writer A\namicable: Writer B\nwarmhearted: Writer A\nfriendly: Writer B\nneighborly: Writer A\nheartless: Writer A']
67,52,95094,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['good-natured: Writer A\ncold: Writer A\ngenial: Writer A\nchummy: Writer B\nicy: Writer A\nwarm: Writer B\nmerry: Writer B\nadverse: Writer A\nopposed: Writer A\nheartless: Writer B']
68,10,35780,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unfavorable: Writer A\nchummy: Writer B\nneighborly: Writer A\nopposed: Writer A\nhospitable: Writer B\nrude: Writer A\nsweet: Writer B\ncontentious: Writer A\nheartless: Writer A\ngenial: Writer B']
69,78,108960,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['loving: Writer A\nheartless: Writer B\ngenial: Writer A\ngracious: Writer A\nnegative: Writer B\nchummy: Writer B\ninhospitable: Writer B\ncomradely: Writer B\ninimical: Writer B\nunpleasant: Writer B']
70,72,91058,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['nice: Writer B\nopposed: Writer B\nmilitant: Writer A\naffectionate: Writer A\ninimical: Writer B\ncompanionable: Writer A\nnegative: Writer B\ncold: Writer A\ngood-natured: Writer A\nchummy: Writer A']
71,35,46523,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['good-natured: Writer A\ncollegial: Writer A\nunsympathetic: Writer B\nmilitant: Writer B\nhospitable: Writer A\nantipathetic: Writer B\ncontentious: Writer B\nantagonistic: Writer B\ncomradely: Writer A\nsweet: Writer A']
72,29,38387,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['warm: Writer A\ncompanionable: Writer B\nchummy: Writer A\namicable: Writer B\nunpleasant: Writer A\nnice: Writer B\nconflicting: Writer B\ncontentious: Writer B\ninhospitable: Writer A\nnegative: Writer B']
73,36,116065,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['companionable: A\ngood-natured: A\nhearty: A\namicable: A\nnegative: B\nmortal: B\nconflicting: A\nopposed: A\ninhospitable: B\ncomradely: A']
74,28,37060,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['collegial: A\nwarm: B\nopposed: A\nsweet: B\ninhospitable: A\nmerry: B\nmortal: A\ngenial: B\nconflicting: A\nhostile: A']
75,54,47531,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['cold: Writer A\nopposed: Writer B\nneighborly: Writer A\ncomradely: Writer A\nunfriendly: Writer B\nwarmhearted: Writer A\nunfavorable: Writer B\nwarm: Writer A\nsweet: Writer A\nheartless: Writer B']
76,40,94198,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['chummy: Writer A\nhearty: Writer B\nopposed: Writer A\nicy: Writer A\nadverse: Writer A\nheartless: Writer A\naffectionate: Writer B\nsweet: Writer B\nwarmhearted: Writer B\nunsympathetic: Writer A']
77,76,116120,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['comradely: Writer A\nhostile: Writer B\nchummy: Writer A\ngracious: Writer B\nnice: Writer B\nicy: Writer A\nunfriendly: Writer B\nfriendly: Writer B\nunsympathetic: Writer B\nantipathetic: Writer A']
78,62,90276,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['warm: Writer A\nunfriendly: Writer B\ngenial: Writer A\nunpleasant: Writer B\ncold: Writer A\nfriendly: Writer B\nloving: Writer A\nantipathetic: Writer B\ncontentious: Writer A\naffectionate: Writer B']
79,106,19043,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['contentious: Writer A\nfriendly: Writer B\nunsympathetic: Writer A\nchummy: Writer A\nmerry: Writer B\nmilitant: Writer A\ninimical: Writer A\nunfavorable: Writer B\ncordial: Writer B\nneighborly: Writer B']
80,97,20798,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['amicable: A\nwarm: A\nheartless: B\ninhospitable: B\ngood-natured: A\nopposed: B\nrude: B\ncomradely: A\nadverse: B\ngenial: A']
81,80,108847,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['mortal: A\nchummy: B\nconflicting: A\nwarm: B\nunpleasant: A\ngood-natured: B\nantagonistic: A\nopposed: A\ngenial: B\nhearty: B']
82,96,94339,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['mortal: Writer A\ncollegial: Writer A\ninimical: Writer A\ninhospitable: Writer B\nmerry: Writer B\ncomradely: Writer B\nhearty: Writer B\nopposed: Writer A\nwarmhearted: Writer B\nhostile: Writer A']
83,59,45638,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['hearty: Writer A\ngenial: Writer B\nhostile: Writer A\nunfriendly: Writer B\nfriendly: Writer B\nrude: Writer A\nwarm: Writer B\ncold: Writer A\ncordial: Writer B\nantagonistic: Writer A']
84,67,93007,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['adverse: A\nneighborly: B\naffectionate: A\nsweet: A\nicy: A\ncontentious: B\nrude: B\nunsympathetic: A\nhospitable: B\nwarm: B']
85,68,110670,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['companionable: Writer A\nmilitant: Writer A\ngenial: Writer A\nmerry: Writer A\ncollegial: Writer A\nsweet: Writer B\nmortal: Writer B\nunfriendly: Writer B\nunpleasant: Writer B\ncontentious: Writer B']
86,90,95907,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inimical: B\nrude: A\nchummy: A\nicy: A\ngenial: B\ncomradely: A\ncompanionable: B\nantipathetic: B\nmilitant: A\ncollegial: B']
87,56,91300,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inhospitable: Writer A\nopposed: Writer B\ngracious: Writer B\nrude: Writer A\nconflicting: Writer B\nmerry: Writer A\nunfavorable: Writer B\nhearty: Writer A\ncollegial: Writer B\nchummy: Writer A']
88,2,112061,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unfriendly: Writer A\ngenial: Writer A\ncordial: Writer A\nneighborly: Writer A\nmilitant: Writer B\nhearty: Writer B\nantagonistic: Writer A\nheartless: Writer A\ncompanionable: Writer A\nconflicting: Writer A']
89,63,121570,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unpleasant: Writer A\ngood-natured: Writer B\nloving: Writer B\ncold: Writer A\nconflicting: Writer A\nnice: Writer B\nwarm: Writer B\nunfavorable: Writer A\ncontentious: Writer A\ncompanionable: Writer B']
