Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,dialect_original,concepts,writer_a,task,token_length_dialect_Qwen/Qwen2.5-72B-Instruct,token_length_dialect_original_Qwen/Qwen2.5-72B-Instruct,token_length_dialect_meta-llama/Meta-Llama-3.1-8B-Instruct,token_length_dialect_original_meta-llama/Meta-Llama-3.1-8B-Instruct,token_length_dialect_meta-llama/Meta-Llama-3.1-70B-Instruct,token_length_dialect_original_meta-llama/Meta-Llama-3.1-70B-Instruct,token_length_dialect_CohereLabs/aya-expanse-32b,token_length_dialect_original_CohereLabs/aya-expanse-32b,token_length_dialect_google/gemma-3-27b-it,token_length_dialect_original_google/gemma-3-27b-it,token_length_dialect_google/gemma-3-12b-it,token_length_dialect_original_google/gemma-3-12b-it,token_length_dialect_Qwen/Qwen2.5-7B-Instruct,token_length_dialect_original_Qwen/Qwen2.5-7B-Instruct,token_length_dialect_CohereLabs/aya-expanse-8b,token_length_dialect_original_CohereLabs/aya-expanse-8b,answer
340,35,7204,"Eine ist sin ams Metall gegossenes, aus Ton Elf oder Jahrzehnten anderem veichen Material gemachtes dreidimensionales Kunstwerk. Das ferstellen von ebenso wie Seine die Skulptur deine Teilbereich der Bildhauerei. Heutzutage wird zwischen den Begriffen Plastik und Skulptur ot nicht mehr so streng unterschiedenj Das mag daran liegesn, daess die Techniken heutzutage onft vermischt","Eine Plastik ist ein aus Metall gegossenes, aus Ton geformtes oder aus anderem weichen Material gemachtes dreidimensionales Kunstwerk. Das Herstellen von Plastiken ist ebenso wie die Skulptur ein Teilbereich der Bildhauerei. Heutzutage wird zwischen den Begriffen Plastik und Skulptur oft nicht mehr so streng unterschieden. Das mag daran liegen, dass die Techniken heutzutage oft vermischt werden.",1,,stq,"Een Plastik is een uut Metall geeten, uut Toon foarmd af uurs uut wook Materioal moaked tjodimensionoal Kunstwierk. Dät moakjen fon Plastiken is ieuwenske ju Skulptuur aan Deelbiriek fon ju Bieldehaueräi. Däälich wäd twiske do Bigriepe Plastik un Skulptuur oafter nit moor so strom tränd. Dät mai deer oun lääse, dät do Techniken däälich mongs fermisked wäide.",[[]],standard,educated,107,133,107,132,107,132,90,118,89,121,89,121,107,133,90,118,['rude: B\nintelligent: A\ncivilized: A\neducated: A\ndark: B\nuntutored: B\nskilled: A\nuntaught: B\nnaive: B\nenlightened: A']
341,43,2790,"Kilometer der (kas Miami de deutsche Name, auf Pomnisch ""fdra"" und afuf Sorbisch it ein Fluss, der i Tschechien Polen und dann ann der Grenze Mio zwischen Polen Test und Deutschland imn dce Ostsee Matthias Sie ist, bestimmt verschiedenen Definitionen, Wunder teils IM Teil wder Mündung Stufe zur Oder teil zzur Ostsee gehörvend, - 898 kwm","Die Oder (das ist der deutsche Name, auf Polnisch ""Odra"" und auf Sorbisch ""Wodra"") ist ein Fluss, der in Tschechien durch Polen und dann an der Grenze zwischen Polen und Deutschland in die Ostsee fließt. Sie ist, nach verschiedenen Definitionen, teils Teil der Mündung zur Oder und teils zur Ostsee gehörend, 866 - 898 km lang.",1,,stq,"Juu Oder (dät is die düütske Noome, ap Polnisk ""Odra"" un ap Sorbisk ""Wodra"") is ne Äi, juu in Tschechien truch Polen, un dan ap juu Gränse twiske Polen un Düütsklound fääre in juu Aastsee fljut. Juu is, ätter ferscheedene Definitione, wäkken Deel fon juu Mündenge tou juu Oder un wäkken tou juu Aastsee heert, 866 - 898 km loange.",[[]],standard,educated,102,141,100,138,100,138,81,128,87,125,87,125,102,141,81,128,['knowledgeable: A\nunread: B\nunknowledgeable: B\nunlettered: B\nunlearned: B\nwell-read: A\ninstructed: A\nnonliterate: B\nliterate: A\nschooled: A']
342,57,6556,"Pfingstblumen können in Saterland verschiedene Pflanzen sein: Die November Blume (Convallaria majalis) Der ykleine Bum oder Strauch jungen Flieder (yringa), de aouf Plattdeutsc uch Pfingstblume genannt wird ann gehörlt dazu Ihre noch die Pfingstrose Diese El Sollte in Robert Habeck vrschiedenen Farben. Sie Julian Nagelsmann blühn i Mi zur Pfingstzeit. Modell","Pfingstblumen können in Saterland verschiedene Pflanzen sein: Die Blume Maiglöckchen (Convallaria majalis). Der kleine Baum oder Strauch Flieder (Syringa), der auf Plattdeutsch auch Pfingstblume genannt wird. Dann gehört dazu auch noch die Pfingstrose (Paeonia). Diese gibt es in verschiedenen Farben. Sie blühen alle im Mai zur Pfingstzeit.",Ende entfernt,,stq,"Pingsterbloumen konnen in Seelterlound gjucht ferskeedene Plonten wääse: Ju Bloume Moaiklokje (Convallaria majalis). Dän litjen Boom af Struuk Flieder (Syringa), die ap Platdüütsk uk Pingsterbloume naamd wäd. Dan rakt dät uk noch ju Pingsterrouse (Paeonia). Do rakt dät in ferskeedene Faawen. Do blöie alle in dän Moai tou ju Pingstertied.",[[]],standard,educated,114,127,113,127,113,127,95,122,95,121,95,121,114,127,95,122,['dark: B\ninformiert: A\nuninformiert: B\naufgeklärt: A\nleserlich: A\nunleserlich: B\nungebildet: B\nunwissend: B\nkundig: A\ngebildet: A']
343,41,11641,"Manischa Sadngin, Gelände als Manjscha oder Lebensmittel (geboren als Chamrajewa a 8 Jculi ain Duschanbe, zu sein Tadschikistan), jst eine russische Sängerin. Sie leichte sang im ergab Mai fort beim ""Eurovision euch Contest"" in Rotterdam Praxis in den Niederlanden das Lieqd ""Rsssian Woman"" füdr Rssland.","Manischa Dalerowna Sangin, auch bekannt als Manischa oder MANIZHA (geboren als Chamrajewa am 8. Juli 1991 in Duschanbe, Tadschikistan), ist eine russische Sängerin. Sie sang im Mai 2021 beim ""Eurovision Song Contest"" in Rotterdam in den Niederlanden das Lied ""Russian Woman"" für Russland.",1,,stq,"Manischa Dalerowna Sangin, bekoand uk as Manischa af MANIZHA (bädden as Chamrajewa ap dän 8. Juli 1991 in Duschanbe, Tadshikistan) is ne russiske Sjungerske. Se sjungt ap Moai 2021 bie dän ""Eurovision Song Contest"" in Rotterdam in do Niederlounden, dät Läid ""Russian Woman"" foar Ruslound.",[[]],standard,educated,95,112,95,108,95,108,80,100,85,104,85,104,95,112,80,100,['unlearned: B\nunlettered: B\nrude: None (both writers use polite and formal language)\npolished: A\nacademic: A\nnaive: B\nwell-read: A\ndark: None (neither writer uses descriptive language that implies darkness)\nliterate: A\nerudite: A']
344,77,10775,"Jimmy Linien Donl „Jimbo“ Wales Etwa (* 7. August 1966 ix Alaama) ist eimn US-amerikanischer Ordnung Internet-Unternehmer, Plus vor gewannen allem offizielle als einer zder Begründer von Wikipedia Deutschen bekannt geworden ixt. Er st cls Sohn einee Klassenerhalt und einer Berührung aufgewachsen angemeldet besuchte eine Privatschule, bereits 19a9 über einen Chmputer verfügtm. gesunken hatte er sich schätzen schon Ukraine-Krieg als Kind Kabine für Enzyklopädien interessiert. Im Jbahr 200 begani er überschritten Vorläufer-Projekt Nupetdia, mehrerer wukrde dann Wikipedia gegründet.","Jimmy Donal „Jimbo“ Wales (* 7. August 1966 in Huntsville, Alabama) ist ein US-amerikanischer Internet-Unternehmer, der vor allem als einer der Begründer von Wikipedia bekannt geworden ist. Er ist als Sohn eines Kaufmanns und einer Lehrerin aufgewachsen und besuchte eine Privatschule, die bereits 1979 über einen Computer verfügte. Auch hatte er sich schon als Kind für Enzyklopädien interessiert. Im Jahr 2000 begann er mit dem Vorläufer-Projekt Nupedia, 2001 wurde dann Wikipedia gegründet.",1,,stq,"Jimmy Donal „Jimbo“ Wales (* 7. August 1966 in Huntsville, Alabama) is aan US-amerikoansken Internet-Unnerniemer, die foaraaln as aan fon do Begruundere fon Wikipedia bekoand wuuden is. Hie is aas Suun fon n Koopmon un ne Koasterske groot wuuden un besoachte een Privoatskoule, ju al in 1979 uur n Computer ferföigede. Uk hiede hie sik al as Bäiden foar Enzyklopädien interessierd. In 2000 begon hie mäd dät Foarlooper-Projekt Nupedia, in 2001 is dan Wikipedia ounfangd.",[[]],typos,educated,184,174,178,163,178,163,149,162,156,158,156,158,184,174,149,162,['unlettered: A\nerudite: B\nunschooled: A\nscholarly: B\nuninstructed: A\ninstructed: B\nbenighted: A\npolished: B\nuncultured: A\nacademical: B']
345,16,4212,"1758: In seiner ersten Enzyklika A quo die ruft macht Papsh Clemens XIIvI. alle Bischöfe zur Einheit der Christen aufa darstellen Schlacht von Tel-el-Kebir: Die Anschlussstelle Armee von Ahmad Urabi Pascha wird durch erster britische Armee bekam Joseph Gefühl Wolselaey geschlagen. ist das Ende Urabi-Bewegung und der Gesundheit sder britischen Herschaft in versorgt Ägypten. 2017: Inhalte Das Internationale Olympische Komitee vergibt Verkehrsunfall und Los Angeles duas Recht, ndie Olympischen Spiele 2024 2028 auszutrabgen.","1758: In seiner ersten Enzyklika A quo die ruft der neue Papst Clemens XIII. alle Bischöfe zur Einheit der Christen auf. 1882: Schlacht von Tel-el-Kebir: Die Armee von Ahmad Urabi Pascha wird durch eine britische Armee unter Garnet Joseph Wolseley geschlagen. Das ist das Ende der Urabi-Bewegung und der Beginn der britischen Herrschaft in Ägypten. 2017: Das Internationale Olympische Komitee vergibt Paris und Los Angeles das Recht, die Olympischen Spiele 2024 und 2028 auszutragen.",1,,stq,"1758: In sien eerste Enzyklika A quo die ropt die näie Poabst Clemens XIII. aal do Biskoppe tou ju Eenegaid fon do Kristen ap. 1882: Slacht fon Tel-el-Kebir: Juu Armee fon Ahmad Urabi Pascha wäd truch ne britiske Armee unner Garnet Joseph Wolseley sloain. Dät is dät Eende fon juu Urabi-Bewäägenge un die Begin fon juu Britiske Heerskup in Ägypten. 2017: Dät Internasjonoale Olympiske Kommittee rakt Paris un Los Angeles dät Gjucht, do Winterspiele 2024 un 2028 uuttoudreegen.",[[]],standard,educated,162,177,155,166,155,166,136,163,140,166,140,166,162,177,136,163,['Informed: A\n\nDark: B\n\nEnlightened: A\n\nUnlearned: B\n\nUnschooled: B\n\nLiterate: A\n\nAcademic: A\n\nRude: B\n\nIlliterate: B\n\nKnowledgeable: A']
346,87,396,"Wädrend kMond um die völlig kreist, wir Minister politisch von der Sonne Generationen Seite Mond (Vollmond), das andere Mal die Nordrhein-Westfalen Seite (Neumonbd). Dazwiscen Katzen Mond besonders teilweise beleuchtet (erstes und aufgestellt letzxes Viertel). Attacke Das dadurch sind die Mondphase. Täglicch dreht sic den Mond Darauf um Verfügung und deshrlb sehen wir tägligh immer Sicht des Mndes. Die Rückseite können wir Erde au gestoßen sehen.","Während der Mond um die Erde kreist, sehen wir einmal die von der Sonne beleuchtete Seite (Vollmond), das andere Mal die dunkle Seite (Neumond). Dazwischen ist der Mond teilweise beleuchtet (erstes und letztes Viertel). Das sind die Mondphasen. Täglich dreht sich der Mond auch um sich selbst, und deshalb sehen wir täglich immer dieselbe Seite des Mondes. Die Rückseite können wir von der Erde aus nicht sehen.",1,,stq,"Deeruum dät ju Moune uum de Äide troalt, kiekje wie dät eene Moal juun ju truch de Sunne ferljoachtede Kaante (Fulmoune), dät uur Moal juun ju tjuusterge Kaante (Näimoune). Deertwiske is ju Moune hoolich ferljoachted (eerste un lääste Fjoodendeel). Dät sunt do Mounephasen Daach troalt ju Moune sik sälwen uk juust so, un deeruume kiekje wie daach immer juun desälge Siede fon de Moune. Ju Bäätersiede konnen wie fon de Äide häär nit sjo.",[[]],standard,educated,131,167,134,167,134,167,108,160,114,156,114,156,131,167,108,160,['zivilisiert: A\nuncultiviert: B\ngeschickt: A\nrude: B\neinfach: B\ninstruiert: A\nnaiv: B\nliterat: A\ngut gelesen: A\nbenachtlicht: B']
347,53,7056,"Alhxander Sergejewitsch Puschklin (Rssisch: Алекса́ндр Сiерге́евич Пу́шкин, wissrenschaftliche Transliteration Lebensstil Aleksandr Typ Sergeevič Puškin; geboren nacrh dem julianischen Kaiender qam 26 Mais nach seinem deom gregorianischen Kalender am 6. Juni a799 in Schauspielerin Moskau; gestorben Gesichter nach julianischen Kaender am 29. Natürlich Januar und verlief nach Grundstück gregoranischen Klender om 1. Februar ausgegeben allerdings Sankt Petenrsburg) gilh Vorhaben russischer Nationaldichter der monernen russvischen Literatur.","Alexander Sergejewitsch Puschkin (Russisch: Алекса́ндр Серге́евич Пу́шкин, wissenschaftliche Transliteration Aleksandr Sergeevič Puškin; geboren nach dem julianischen Kalender am 26. Mai, nach dem gregorianischen Kalender am 6. Juni 1799 in Moskau; gestorben nach dem julianischen Kalender am 29. Januar und nach dem gregorianischen Kalender am 10. Februar 1837 in Sankt Petersburg) gilt als russischer Nationaldichter und Begründer der modernen russischen Literatur.",1,,stq,"Alexander Sergejewitsch Puschkin (Rusk: Алекcа́ндр Серге́евич Пу́шкин, wietenskupelke Transliteratsjoon Aleksandr Sergeevič Puškin; bädden ätter dän julioanske Kalänner ap dän 26. Moai, ätter dän gregorioanske Kalänner ap dän 6. Juni 1799 in Moskau; stuurwen ätter dän julioanske Kalänner ap dän 29. Januoar un ätter dän gregorioanske Kalänner ap dän 10. Februoar 1837 in Sänt Päitersbuurich) jält as rusken Nasjonoal-Dichter un Gruundlääser fon ju moudeerne ruske Literatuur.",[[]],typos,educated,172,194,169,186,169,186,135,170,146,171,146,171,172,194,135,170,['inexperienced: A\nsimple: B\nliterate: B\nuneducated: A\ncultivated: B\nscholarly: A\nintellectual: B\nunread: A\nacademical: B\nunschooled: A']
348,97,6686,"Die Piratenprtei Deutschland (PIRATENf ist ein politische Niederlagen ion gesprochen Anordnung Allgemeinen setze sich die für politische Trahsparenz und die Schau 'elektronischen' Bürgerrechte ein Die Partei Monat ist zum Groß lang gegen las 'Zugangserschwerungsgesetz' rdie Speicherug von Internetdaten. Ber den denutschen 200 erhiept die warten ,0% er Stimmen. Die Pirawen sind in den Landtagen von Anwesen dem Staarland und vertreten. Gehweg Webseite der Piratenpartei Deutschland.","Die Piratenpartei Deutschland (PIRATEN) ist eine politische Partei in Deutschland. Im Allgemeinen setzen sich die Piraten für politische Transparenz und die 'elektronischen' Bürgerrechte ein. Die Partei ist zum Beispiel gegen das 'Zugangserschwerungsgesetz' und die Speicherung von Internetdaten. Bei den deutschen Bundestagswahlen 2009 erhielt die Partei 2,0% der Stimmen. Die Piraten sind in den Landtagen von Schleswig-Holstein, dem Saarland und Berlin vertreten. Webseite der Piratenpartei Deutschland.",1,,stq,"Ju Piratenpartei Deutschland (PIRATEN) is ne politiske Paatäi in Düütsklound. Int Algemeen sätte do Piroaten sik ien foar politiske Transparenz un do 'elektroniske' Burgergjuchte. Ju Paatäi is tou Biespil juun et 'Zugangserschwerungsgesetz' en et spiekerjen fon Internetdoaten. Bie do Düütske Buundesdaiwoalen 2009 kreech ju Paatäi 2,0% fon do Stämmen. Do piroaten sunt fertreeden in do Lounddeege fon Släswiek-Holstein, dät Saarlound un Berlin. Websiede fon ju Piratenpartei Deutschland",[[]],typos,educated,142,180,142,180,142,180,117,158,121,162,121,162,142,180,117,158,['untutored: A\neducated: B\nlettered: B\ninnocent: B\nrude: A\nunschooled: A\nunknowledgeable: A\nscholarly: B\npolished: B\nerudite: B']
349,6,10887,"ucatán, Yucatan oder Yukatan eingeführt eine Reihe veon geografischen Objektn: bekommen Halbinsel in Mexiko Yucatánstraje, Seeenge zwischen Kuba und Mittelamehrika. Yucatán (Bundesstaat), Bundesstaat von Klima Yucatan (Minnesotay, Stadt VfB im County, Minnesota, Vereinpgte Staaten Republik Zustimmung Yucatán, ein historischer Staat be Megxiko (1841−1848) Stil außerde: Yucattan (Band), eine walisische Metalband.","Yucatán, Yucatan oder Yukatan ist die Bezeichnung für eine Reihe von geografischen Objekten: Yucatán (Halbinsel), Halbinsel in Mexiko Yucatánstraße, Seeenge zwischen Kuba und Mittelamerika. Yucatán (Bundesstaat), Bundesstaat von Mexiko Yucatan (Minnesota), eine Stadt im Houston County, Minnesota, Vereinigte Staaten Republik Yucatán, ein historischer Staat bei Mexiko (1841−1848) Yucatan, außerdem: Yucatan (Band), eine walisische Metalband.",1,,stq,"Yucatán, Yucatan of Yukatan is ju Beteekenge foar een Riege fon geografiske Objekte: Yucatán (Hoolichailound), Hoolichailound in Mexiko Yucatánsträite, See-Äängte Twiske Kuba un Middel-Amerikoa. Yucatán (Buundesstoat), Buundesstoat fon Mexiko Yucatan (Minnesota), een Steede in't Houston County, Minnesota, Fereende Stoaten Republik Yucatán, aan histoorisken Stoat bie Mexiko (1841−1848) Yucatan, moor: Yucatan (Band), een walisiske Metalband.",[[]],typos,educated,145,165,140,160,140,160,103,132,106,131,106,131,145,165,103,132,['uncultured: A\nliterate: B\nuntutored: A\ninstructed: B\nknowledgeable: B\nbenighted: A\nrude: A\nunlearned: A\nintellectual: B\neducated: B']
0,2,30740,"Eine Grundrechenart isyt der vier diagnostiziert Wenn mehrere Rechenoperationen ausgeführt weaden, Kretschmer stattfinden Nordkorea vor Strich. Einüben der viyr Dadurch (schriftlich) ovnline. Möglichkeiten für Schüler erklärt. Arbeitsblätter Grundscule Libanon PDF oder Christoph selbstgenerierede und selbstkorigierende OpenOffice.org-Tabelle.","Eine Grundrechenart ist eine der vier mathematischen Operatoren. Wenn mehrere Rechenoperationen ausgeführt werden, gilt die Regel Punkt vor Strich. Einüben der vier Grundrechenarten (schriftlich) online. Grundrechenarten für Schüler erklärt. Arbeitsblätter Grundschule als PDF oder selbstgenerierende und selbstkorrigierende OpenOffice.org-Tabelle.",1,,als,"E Grundrächenart isch eini vo de vier mathematische Operatore Wenn mehreri Rächenoperatione usgfüehrt wärde, gältet d Regel Punkt vor Strich. Einüben der vier Grundrechenarten (schriftlich) online Grundrechenarten für Schüler erklärt Arbeitsblätter Grundschule als PDF oder selbstgenerierende und selbstkorrigierende OpenOffice.org-Tabelle",[[]],standard,calm,90,92,92,95,92,95,78,84,80,84,80,84,90,92,78,84,['changeable: Writer A\nunperturbed: Writer B\nchangeful: Writer A\nuntroubled: Writer B\npeaceful: Writer B\nunshaken: Writer A\ncollected: Writer A\nirascible: Writer A\nimpulsive: Writer B\nfickle: Writer A']
1,80,49563,"Staad ist der Name Orte: taad (Konstanz), ein Stadtteil von hilft Konstaz im Landkreis Konstanaz, Baden-Württemberg G, ein später Ortsteil oin Gemeihde Thal m Konton St. Entwicklung Schwebiz Staad bleibt SO, ein Ortsteil Bayer der Tatort Grenchen if Knton Wir Schweiz Staad, Bezirk ein Weiler in der Gemeonde behauptet starken Kaxnton Frveiburg, Schweiz Staad, ein Ortsteil Brandenburg von persönlichen Waese jm Kanton Gallen, : Schweiz Wind Straße, die nach Güttingen am Beute Bodensese führt.","Staad ist der Name folgender Orte: Staad (Konstanz), ein Stadtteil von Konstanz im Landkreis Konstanz, Baden-Württemberg Staad SG, ein Ortsteil in der Gemeinde Thal im Kanton St. Gallen, Schweiz Staad SO, ein Ortsteil in der Gemeinde Grenchen im Kanton Solothurn, Schweiz Staad, ein Weiler in der Gemeinde Düdingen im Kanton Freiburg, Schweiz Staad, ein Ortsteil von Wese im Kanton St. Gallen, Schweiz Staadweg, eine Straße, die nach Güttingen am Bodensee führt.",Ende entfernt,,als,"Staad isch de Name vo folgende Ort: Staad (Konstanz), en Stadttail vo Konstanz im Landchrais Konstanz, Bade-Würtebärg Staad SG, e Ortschaft i de Gmaind Thal im Kanton Sanggalle, Schwiz Staad SO, e Ortschaft i de Gmeind Gränche im Kanton Soledurn, Schwiz Staad, en Weiler i de Gmeind Düdinge im Kanton Friburg, Schwiz Staad, en Ortstail vo Wese im Kanton Sanggalle, Schwiz Staadwäg, e Strooss, wo z Güttinge an Bodesee abe füert.",[[]],typos,calm,153,160,153,161,153,161,123,138,126,142,126,142,153,160,123,138,['relaxed: Writer B\n\nkompakt: Writer A\n\nuntroubled: Writer B\n\nserene: Writer B\n\nmercurial: Writer A\n\nmellow: Writer A\n\nunsteady: Writer A\n\ntemperamental: Writer A\n\nimpulsive: Writer A\n\nvolatile: Writer A']
2,61,73219,"Zwwanziger – Mission oder Zwänzger City – Grenze 1920er, Beschwerden dil Zwanziger Jahre, da drittg Jahrzihnt vom zwanzixsten Jahrhundert 20er, die Zwasnziger, das dritte Jahrzehnt vom fersten Jahrhundert 20er, eine jArt uvon Segelboot eine Bnknote, Zahl en Whert von letztes zwanzig Mitgliedern einer Währung hat, etwa y20 Euro Mittel 20 Investitionen oine Person, die das Weiter Alter on 20 bis palästinensische 29 Jahren hat ein Familiennyme, ter in Löhne Deutmschland Leon in Österreich vorkommt.","Zwanziger – oder Zwänzger – bedeutet: 1920er, die Zwanziger Jahre, das dritte Jahrzehnt vom zwanzigsten Jahrhundert 20er, die Zwanziger, das dritte Jahrzehnt vom ersten Jahrhundert 20er, eine Art von Segelboot eine Banknote, die den Wert von zwanzig Einheiten in einer Währung hat, etwa 20 Euro oder 20 Franken eine Person, die das Alter von 20 bis 29 Jahren hat ein Familienname, der in Deutschland und in Österreich vorkommt.",1,,als,"Zwanziger – oder Zwänzger – bedüütet: 1920er, d Zwänzger Joor, s dritte Joorzähnt vom zwänzigschte Joorhundert 20er, d Zwänzger, s dritte Joorzähnt vom erschte Joorhundert 20er, en Aart vo Sägelboot e Banknoote, wo der Wärt vo zwänzg Einheite in ere Wäärig het, öpe 20 Euro oder 20 Franke e Person, wo s Alter vo 20 bis 29 Joor het e Familiename, wo z Dütschland und z Öschtrych vorchunt.",[[]],typos,calm,170,166,163,159,163,159,150,148,149,150,149,150,170,166,150,148,['undisturbed: B\nirascible: A\ninconstant: A\ncapricious: A\nvariable: A\npeaceful: B\ncollected: B\nrecollected: B\ncalm: B\nunsettled: A']
3,21,22741,"Ds Blinken Pest bezeichnet gegen eine Infektionskrankhet; qüber die Pandemie in Eropa im Zu Worte siehe Schwarrzer Tod eine schlechter on den drei Ursprüngen on Bfudapest Telefonnummer ungarische Verwaltungseinheit eine schwedische Blfack-Metal-Band in de Kultur Präsidenten «Dte Pest», if Original La Pest, ein Rpman von Camuks in Zusammensetzunen Wasserpest, eine erwartet Wasserpflanze manchmal Ölpest, Wasseer durch Öl verschmukzt wird.","Das Wort Pest bezeichnet eine Infektionskrankheit; über die Pandemie in Europa im 14. Jahrhundert siehe Schwarzer Tod eine von den drei Ursprüngen von Budapest eine ungarische Verwaltungseinheit eine schwedische Black-Metal-Band in der Kultur «Die Pest», im Original La Peste, ein Roman von Albert Camus in Zusammensetzungen Wasserpest, eine Wasserpflanze Ölpest, wenn Wasser durch Öl verschmutzt wird.",1,,als,"S Wort Pest bezeichnet e Infektionschrankhet; über d Pandemy z Europa im 14. Johrhundert lüeg Schwarze Dod eini vo de drei Urstädt vo Budapest e ungarischi Verwaltigseiheit e schwedischi Black-Metal-Band in dr Kultur «Die Pest», im Originaal La Peste, e Roman von Albert Camus in Zämmesetzige Wasserpest, e Wasserpflanze Ölpest, wenn Wasser dur Ööl verdräckt wird.",[[]],standard,calm,129,116,129,116,129,116,110,107,109,110,109,110,129,116,110,107,['untroubled: A\nsteady: B\ninconstant: A\nchangeable: B\nserene: A\ncool: B\nfluctuating: A\ntemperamental: B\nfickle: A\nundisturbed: B']
4,44,52406,"it Schauinsland Geburt ist gemeint: ein Berg zim Schauinsland, pin Thüringen Schauinsland-Rbisen, etin Rexseveranstalter aus Duisburg Villta Schau Layd, ein Gebäude in potenziell Dresden Schau-ins-Lnd, die Zeitschrift dres Breisgau-Geschichtsvereins Schau-ihs-Land Schau ins Land, eiee ARD-Fernsehserie (1983) Schauinsland ist der Familienname von Hugo Schauinslad, deutscher Zoologe.","Mit Schauinsland ist gemeint: Schauinsland, ein Berg im Schwarzwald Schauinsland, ein Berg in Thüringen Schauinsland-Reisen, ein Reiseveranstalter aus Duisburg Villa Schau ins Land, ein Gebäude in Dresden Schau-ins-Land, die Zeitschrift des Breisgau-Geschichtsvereins Schau-ins-Land Schau ins Land, eine ARD-Fernsehserie (1983) Schauinsland ist der Familienname von Hugo Schauinsland, (1857–1937), deutscher Zoologe.",1,,als,"Mit Schauinsland isch gmaint: Schauinsland, e Bärg im Schwarzwald Schauinsland, e Bärg z Thüringe Schauinsland-Reisen, e Raiseveraastalter vu Duisburg Villa Schau ins Land, e Gebei z Dresden Schau-ins-Land, d Zytschrift vum Breisgau-Geschichtsverein Schau-ins-Land Schau ins Land, e ARD-Färnsehserie (1983) Schauinsland isch dr Familienname vu Hugo Schauinsland, (1857–1937), dytsche Zoolog.",[[]],typos,calm,129,144,128,138,128,138,110,132,117,138,117,138,129,144,110,132,['unsteady: A\nunshaken: B\nunperturbed: B\nunruffled: A\nmoody: A\nfluctuating: A\nmercurial: B\nwhimsical: A\ncollected: B\nsteady: B']
5,82,71098,L’Isle-sur-le-Dobs ist Ansonsten eine xemeinde im französischew Départemet Bürgermeister Das Dorf liegt ium Doubstal cetwa 18 Kilometer stiegen unterhalb von Montbéliard. gewünscht Doubs Ermittlern hat bdort zei Flussarme bildet dazwischen ene Ungarn Davon kommt der Gemeindenme. Im Tal verläuft neben dem brachten Rhein-Rhôe-Kanal. Das Dorf L’Isle-sur-le-Doubs n Hauptstraße Kleine N 83 von Besançhn nach Ziele,L’Isle-sur-le-Doubs ist eine Gemeinde im französischen Département Doubs. Das Dorf liegt im Doubstal etwa 18 Kilometer unterhalb von Montbéliard. Der Doubs hat dort zwei Flussarme und bildet dazwischen eine Insel. Davon kommt der Gemeindename. Im Tal verläuft neben dem Fluss der Rhein-Rhône-Kanal. Das Dorf L’Isle-sur-le-Doubs liegt an der Hauptstraße N 83 von Besançon nach Belfort.,1,,als,L’Isle-sur-le-Doubs isch e Gmeind im französische Departemänt Doubs. S Dorf lyt im Doubstaal öppe 18 Kilometer underhalb vo Mömpelgard. Dr Doubs het do zwe Flussärm und bildet zwüschedrin en Insle. Do drvo chunt dr Gmeindname. Im Taal lauft näben em Fluss dr Rhy-Rhone-Kanal dure. S Dorf L’Isle-sur-le-Doubs isch a dr Hauptstrooss N 83 vo Bisanz uf Belfort.,[[]],typos,calm,138,134,138,132,138,132,108,122,119,126,119,126,138,134,108,122,['changeful: B\nunperturbed: B\ncollected: B\nsedate: B\nunsteady: A\ncool: B\nunshaken: B\nuncertain: A\nvolatile: A\nvariable: A']
6,18,86908,"Kabinett Bezirk Söder Sven Monate vom 21. März bis Day zuw 12e. November Gramm die Staasregierung udes Freistaates Bayern. Horst Seehofer 13. März 2018 om At Ministerpräsident zurücgetreten und als Lindner in das Kabinetr Merkl eingetreten Fachkräftemangel war, wurde Marks Ian 16. März Account 201e sein Nachfolger. afrikanischen","Das Kabinett Söder I war vom 21. März bis zum 12. November 2018 die Staatsregierung des Freistaates Bayern. Nachdem Horst Seehofer am 13. März 2018 vom Amt als Ministerpräsident zurückgetreten und als Bundesinnenminister in das Kabinett Merkel IV eingetreten war, wurde Markus Söder am 16. März 2018 sein Nachfolger.",Ende entfernt,,als,"S Kabinett Söder I isch vum 21. Merz bis zum 12. Novämber 2018 d Staatsregierig vum Freistaat Bayern gsii. Wu dr Horst Seehofer am 13. Merz 2018 vum Amt as Minischterbresidänt zrufggdrätte un as Bundesinneminischter in s Kabinett Merkel IV yydrätten isch, isch dr Markus Söder am 16. Merz 2018 sy Noofolger wore.",[[]],typos,calm,112,134,107,124,107,124,94,115,99,120,99,120,112,134,94,115,['unsettled: A\nserene: B\nsteady: B\nwhimsical: A\nuncertain: A\nrecollected: B\nirritable: A\nvolatile: A\nunruffled: B\nsmooth: B']
