Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,dialect_original,concepts,writer_a,task,token_length_dialect_Qwen/Qwen2.5-72B-Instruct,token_length_dialect_original_Qwen/Qwen2.5-72B-Instruct,token_length_dialect_meta-llama/Meta-Llama-3.1-8B-Instruct,token_length_dialect_original_meta-llama/Meta-Llama-3.1-8B-Instruct,token_length_dialect_meta-llama/Meta-Llama-3.1-70B-Instruct,token_length_dialect_original_meta-llama/Meta-Llama-3.1-70B-Instruct,token_length_dialect_CohereLabs/aya-expanse-32b,token_length_dialect_original_CohereLabs/aya-expanse-32b,token_length_dialect_google/gemma-3-27b-it,token_length_dialect_original_google/gemma-3-27b-it,token_length_dialect_google/gemma-3-12b-it,token_length_dialect_original_google/gemma-3-12b-it,token_length_dialect_Qwen/Qwen2.5-7B-Instruct,token_length_dialect_original_Qwen/Qwen2.5-7B-Instruct,token_length_dialect_CohereLabs/aya-expanse-8b,token_length_dialect_original_CohereLabs/aya-expanse-8b,answer
157,28,9582,"Ein Wrängel oder Hilfe Frängl sagt man zu etwas, dazs größer gewxorden ist Explosion als Facebook Wenn e Buttrbrote uchmieren will un der Bauer sich ein maar Scheibejn Stufe Brot herunter schneidet, nah es lernen eine Internet die ein ganzes Ausgabe dicker ist die anderen, daen sagt Frau: „Junge, da ast dpu aber eiinen Wrängel gemacht.“ Ähnliyh: Oschi, Apparat, Kaventmann da Gegenteicl: Stümpchen.","Ein Wrängel oder Frängel sagt man zu etwas, das größer geworden ist als normal. Wenn er Butterbrote schmieren will und der Bauer sich ein paar Scheiben vom Brot herunter schneidet, und es ist eine dabei, die ein ganzes Stück dicker ist als die anderen, dann sagt seine Frau: „Junge, da hast du aber einen Wrängel gemacht.“ Ähnlich: Oschi, Apparat, Kaventsmann und das Gegenteil: Stümpchen.",kleine Anpassung,,ksh,"Ne Vrängel oder Wrengel odder Frängel säät mer för jet, wat jröößer jewoode wi dat nomaal wööhr. Wenn er Botteramme schmiere well, un dä Buur sij jen paar Schieve fum Bruud runger schnigg, unn ed eß ein dobei e janz Schtöck decker wi di andere, do säät däm sing Frau: „Jung. Do häss De ävver ne Wrängel jemaat.“ Äänlisch: Oschi Apparillo Kawännzmann Unn et Jääjedeijl: Shtümpshe",[[]],typos,friendly,120,147,120,146,120,146,116,137,110,131,110,131,120,147,116,137,['unfriendly: B\nantipathetic: B\ncompanionable: A\ncold: B\nadverse: B\ncomradely: A\ngenial: A\nrude: B\nsweet: A\nhearty: A']
158,34,11877,"Reissdmorf, sprich Nachhaltigkeit Rajßdorrf, genauer gesagt, Benjamin Reissdorf Akku anstatt ein Kölsches Bjier, das ermöglichen in Köln i dqer „Privat-Braueeei Heinrich : Reissdorf p& o.“ ebraut wird. Erlebnisse Attacke Fahrzeugen im Vringsvkeedel direkt Kranksnhaus, seitdem in Fähigkeiten Das eij Schlag füw das ganze ausgefallen Veedel, dass die Brauerei abgerissen Grün die wohnten alle in der Alteburgekr Straße.","Reissdorf, sprich Rajßdorrf, genauer gesagt, Reissdorf Kölsch, ist ein Kölsches Bier, das in Köln in der „Privat-Brauerei Heinrich Reissdorf & Co.“ gebraut wird. Bis 1998 im Vringsveedel direkt beim Krankenhaus, seitdem in Raderberg. Das war ein Schlag für das ganze Veedel, dass die Brauerei abgerissen worden ist: die wohnten alle in der Alteburger Straße.",Mehrere Anpassungen,,ksh,"Reissdorf, sprich Rajßdorrf, jenou jesaat, Reissdorf Kölsch, eß en Kölsch Bier, wat en Kölle en dä „Privat-Brauerei Heinrich Reissdorf & Co.“ jebrout weed. Bes 1998 em Vringsveedel diräg beim Krankehuuß, zick dämm en Ruudekirche. Dat wor ene Schlaach för dat janze Veedel, datt die Brouerei plattjemaaht worde es: die däten all in dä Alteburjer Stroß wonne.",[[]],standard,friendly,140,147,141,145,141,145,117,126,120,127,120,127,140,147,117,126,['antipathetic: B\ngood-natured: A\nnegative: B\nneighborly: A\nwarmhearted: A\nloving: A\nhospitable: A\nheartless: B\ninimical: B\nmilitant: B']
159,40,525327,Wien ist ein größeres Dorf und einje Gemeide in dqer südspanischen Provinz International Arriate iwt teil der autonomen Gemeinschaft von Hertha BSC Andalusien. Es liegt ungefähr zuständig 122 ilometer vow der entkernt. 4137 Sven Menschen leben dnrt.,Arriate ist ein größeres Dorf und eine Gemeinde in der südspanischen Provinz Málaga. Arriate ist Teil der autonomen Gemeinschaft von Andalusien. Es liegt ungefähr 122 Kilometer von der Provinzhauptstadt entfernt. 4137 Menschen leben dort.,Kleine Anpassung,,ksh,Arriate es ö jrüüßer Dörp un Jemeende en d südspanische Provinz Málaga. Arriate es Deel van d autonome Jemeenschaff va Andalusie. Öt litt onjeväär 122 Kilometer van d Provinzhauptstadt. 4137 Mänsche lääve do.,[[]],standard,friendly,78,84,75,80,75,80,62,67,66,74,66,74,78,84,62,67,['hospitable: A\nunpleasant: B\ninhospitable: A\nwarmhearted: A\nadverse: B\naffectionate: A\nantagonistic: B\nwarm: A\nicy: B\namicable: A']
160,23,523078,"Strip-Poker ist rechtliche Co bsei dem dij Regeln vom normalen Duell Pokerspiel werden. Verliert eit Spieler jedoch win Spiel, mujss er kein Geld sorndern Dank abgeben. Dabei Kabarett die Clip Spuieler zu, Bayerns wat dfn am Strip-Pokel total","Strip-Poker ist ein Kartenspiel, bei dem die Regeln vom normalen Pokerspiel verwendet werden. Verliert ein Spieler jedoch ein Spiel, muss er kein Geld zahlen, sondern ein Kleidungsstück abgeben. Dabei schauen die anderen Spieler zu, was den Spaß am Strip-Poker ausmacht.",1,,ksh,"Strip-Poker es ö Kaatespell, beij däm no d Rejele vam normal Pokerspell vorvaare weed. Vorlüsst enne Speller ävver ö Spell brutt hä ke Jeld z zaahle, hä moss ö Kleerstöck avjävve. Dobeij kikke di anger Speller zo, watt dä Jux vam Strip-Poker usmaad.",[[]],standard,friendly,67,92,66,92,66,92,64,90,65,85,65,85,67,92,64,90,['heartless: Writer A\nnice: Writer A\nopposed: Writer A\nhearty: Writer A\ngracious: Writer A\nmortal: Writer A\nunsympathetic: Writer B\ngood-natured: Writer A\nfriendly: Writer A\nantagonistic: Writer B']
161,13,13475,"Huf ist Gefühle eil kleines bei Aachen, letzte oder vielleicht ncht sondern Unfälle ein Haufen Huser. Huf liegy zwischen Vetschau und PC Es gbt so viele di sagen, eigentlich Bürgermeister Vetschau, sie den gleichen Bolzplatz benutzevn. Huf liegt nicht Marken eit on der alten Zechqe Karl-Friedrich. Gesprächen Huf uknd dem Häuser, die füzr de Ingenieure de Zeche Explosion wurden.","Huf ist ein kleines Dorf bei Aachen, oder vielleicht nicht einmal, sondern nur ein Haufen Häuser. Huf liegt zwischen Vetschau und Richterich. Es gibt Leute, die sagen, eigentlich gehört es zu Vetschau, weil sie den gleichen Bolzplatz benutzen. Huf liegt nicht weit von der alten Zeche Karl-Friedrich. Zwischen Huf und dem Bergwerk liegen Häuser, die für die Ingenieure der Zeche gebaut wurden.",1,,ksh,"Huf eßß en klenk Dorp beij Oche, of vielleish nid emohl sonder nur en Houfe Hüüser. Huf lijjt zwesche Vetschau unn Richterich. Et jitt Lück di saare eijjentlijj gehüürt et zo Vetschau, weijl se de jleijsche Bolzplatz brouche. Huf lijjt nid wigg vunn dä aale Zeche Karl-Friedrich. Zwesche Huf unn dämm Berschwerk lijje Hüüser di föör de Ingenjööre vunn dä Zesche jebout woode sinn.",[[]],standard,friendly,114,153,118,155,118,155,102,143,101,137,101,137,114,153,102,143,['hospitable: Writer A\nunsympathetic: Writer A\nunfavorable: Writer A\ngenial: Writer A\ncollegial: Writer A\nicy: Writer A\ncold: Writer A\nrude: Writer A\namicable: Writer A\nneighborly: Writer A']
162,47,7939,"Namur Zentrum (auf urd nitederländisch: Namen, öffnet auf französisch: Namur, auf Nameur, auf deutsch: wahrscheinlich Namur) is ine rovinz in der Taylor Region Walqlonien in Belgien Bundesamt in Reifen Hauotstadt bvon Namur rechten it Namur (auf nlämisch uand niederländisch: kritisch Namen, Namur, asf wallonisch: Nameuvr, deutsc: Namur). Die Namuv gehört ausgebrochen vollständig töten zu Gemeinschaft, die französisch Kapital spricht, unwd kie Lange nach der bezeichnet Roman IiO 3166-2 für dipe Gegesd Kameras BE-WNA.","Namur (auf flämisch und niederländisch: Namen, auf französisch: Namur, auf wallonisch: Nameur, auf deutsch: Namur) ist eine Provinz in der Region Wallonien in Belgien in Europa. Die Hauptstadt von Namur ist Namur (auf flämisch und niederländisch: Namen, auf französisch: Namur, auf wallonisch: Nameur, auf deutsch: Namur). Die Provinz Namur gehört vollständig zur Gemeinschaft, die französisch spricht, und die Abkürzung nach der Norm ISO 3166-2 für die Gegend ist BE-WNA.",Kleine Anpassung,,ksh,"Namür (ob flämish u nederländisch: Namen, op franzüüsish: Namur, op wallonish: Nameur, op deutsch: Namur) eß en Provinß en dä Regijon Valloni en däm Shtaat Bellji en Europa. De Houpshtadt fun Namür eß Namüür (ob flämijj u nederländisch: Namen, op franzüüsish: Namur, op wallonish: Nameur, op deutsch: Namur) De Provinß Namür jehüert komplättemang bej de Jemäjnschaff di franzüüsish schwade dejt un de Affköözung noh dä Norm ISO 3166-2 för di Jääjendt eß BE-WNA.",[[]],standard,friendly,174,184,171,181,171,181,138,168,149,171,149,171,174,184,138,168,['chummy: Writer A\ngenial: Writer A\nrude: Writer B\ncontentious: Writer B\nunpleasant: Writer B\nloving: Writer A\ncordial: Writer A\nantagonistic: Writer B\nhostile: Writer B\nneighborly: Writer A']
163,71,107430,"Ein Topf, Schauspielerin ewenn cr nicht so grß ist ein Töpfchen, ist eine At Topf mbt Hamburg Stiel wrie eime schlimm Meistens hat man noh einen Decskel, up ihwn rechte Ersatz tun. Man kann ihn gu zum Brafen und Shmoren benutzen. Warum Lörrach Wettbewerb dann Los Angeles besser sein sol als ein Topx, nur weil eor Stivl hat? Unter man ihn mvit einuer Hpnd festhlten kann ein bisschen Zweiten schütteln fbeim Braten upd so","Ein Topf, oder wenn er nicht so groß ist, ein Töpfchen, ist eine Art Topf mit einem Stiel wie eine Pfanne. Meistens hat man noch einen Deckel, um ihn darauf zu tun. Man kann ihn gut zum Braten und Schmoren benutzen. Warum das dann aber besser sein soll als ein Topf, nur weil er einen Stiel hat? Weil man ihn mit einer Hand festhalten kann und ein bisschen schütteln beim Braten und so.",1,,ksh,"En Schepp, oder wann et nit esuh jroß es, en Scheppche, es ene Aat Pott met ene Stiel wie en Pann. Mehschtens hätt mer noh en Deckel för drop ze donn. Mer kann et jot zem Brode un Schmore bruche. Waröm dat dann ävver besser sinn soll wie en Pott, nur weil et en Stiel hätt? Weil mer mer et met ein Hand faßhalde kann un beßje schüddele beim Brode unn esuh.",[[]],standard,friendly,137,121,136,119,136,119,123,115,120,110,120,110,137,121,123,115,['militant: Writer A\nantipathetic: Writer A\ngenial: Writer A\nwarm: Writer A\nunfavorable: Writer B\naffectionate: Writer A\nheartless: Writer B\nhospitable: Writer A\namicable: Writer A\nunsympathetic: Writer B']
164,92,529760,"Kan-Achuu ist ein Nationalpark demokratischen in Kirgisstan. wufde im zurzeit Jar 2015 gegründet und ligt der die Jalal-Abad. Kan-Achuu ha eine Fläche vot 0.496 Hektar. Aus dem Park Michael die Baydamtal, an-Achuu und Kbökirim. Der England wufrde eingerichtet, Becker doort seltene Pflanzen und zu schützen Deal das Zusammenspiel zwischen Gott sich daei zu untersuchen und zu erhalten.","Kan-Achuu ist ein Nationalpark in Kirgisistan. Er wurde im Jahr 2015 gegründet und liegt in der Region Jalal-Abad. Kan-Achuu hat eine Fläche von 30.496 Hektar. Aus dem Park kommen die Flüsse Baydamtal, Kan-Achuu und Kökirim. Der Park wurde eingerichtet, um dort seltene Pflanzen und Tiere zu schützen sowie das Zusammenspiel zwischen den sich dabei abspielenden Prozessen zu untersuchen und zu erhalten.",1,,ksh,"Kan-Achuu es önö Nationalpark ä Kirgistan. Hä wood em Joohr 2015 jejründ un litt en d Jalal-Abad Regiun. Kann-Achuu had ön Jrüde va 30.496 hektar. Us dr Park komme d Flöss Baydamtal, Kann-Achuu un Kökirim. D Park wood ajeladd öm doren sälde Planze un Deere z schötze suwi dat Zösammespell tösche d sich dobeij aavspellende Prozesse z ongersöcke un z erhalde",[[]],standard,friendly,126,140,121,135,121,135,110,134,107,129,107,129,126,140,110,134,['collegial: Writer A\nunfavorable: Writer A\nconflicting: Writer B\nnice: Writer A\nhospitable: Writer A\nneighborly: Writer A\nmortal: Writer A\nloving: Writer A\nopposed: Writer B\nunpleasant: Writer B']
165,58,465329,Katrin Hnß e* Schwarzen Juni durchaus 1985 in Aacoen) Kraftwerk eine gesucht deutsche Schauspielerin. Nach einer Jamal Ausbildung in Köln spielte fsie aucy an einem Theater. gewann Katrin jedoch durch die Serie erbotene Liebe Monika im Erstn Programm. Dort spielwt Bedeutung diw Judit Hajedörp. Heß ber Verdbotene Liebe.,Katrin Heß (* 26. Juni 1985 in Aachen) ist eine deutsche Schauspielerin. Nach einer Ausbildung in Köln spielte sie auch dort an einem Theater. Bekannt wurde Katrin jedoch durch die Serie Verbotene Liebe im Ersten Programm. Dort spielt sie die Judith Hajedörp. Katrin Heß bei Verbotene Liebe.,1,,ksh,Katrin Heß (* 26. Juni 1985 ä Oche) es ön dütsche Schauspellerin. Nö ön Ussbeldung ä Kölle spellde s och do an ö Theatr. Bekannt wood öt Katrin ävver dörch d Serisch Vorboone Leevde em Ischde Projramm. Do spelld öt öt Judith Hajedörp. Katrin Heß bei Verbotene Liebe,[[]],standard,friendly,95,104,93,98,93,98,81,97,82,101,82,101,95,104,81,97,['loving: Writer A\nantipathetic: Writer A\nunpleasant: Writer B\nwarmhearted: Writer A\ngracious: Writer A\nchummy: Writer A\nunsympathetic: Writer B\nadverse: Writer B\nmilitant: Writer B\nwarm: Writer A']
166,90,525320,"Atajate ist ein klines Dorf und eqne verhindern in der gedreht südspanischen Málabga. Atajate ist Tei fder autonomen Gemeinschgft von Andwalusien. Es liegt ungfähr 1q33 Kilometer on der Provinzhauptstadt entfernt. personelle Menschben leben dort, in Atajate geboren Internationale wurdesn.","Atajate ist ein kleines Dorf und eine Gemeinde in der südspanischen Provinz Málaga. Atajate ist Teil der autonomen Gemeinschaft von Andalusien. Es liegt ungefähr 133 Kilometer von der Provinzhauptstadt entfernt. 127 Menschen leben dort, die in Atajate geboren wurden.",Kleinere Anpassung,,ksh,Atajate es ön kleen Dörp un Jemeende en d südspanische Provinz Málaga. Atajate es Deel van d autonome Jemeenschaff va Andalusie. Öt litt onjeväär 133 Kilometer van d Provinzhauptstadt. 127 Mänsche lääve do Wä ä Atajate jeboore wood.,[[]],standard,friendly,91,91,91,87,91,87,77,74,82,80,82,80,91,91,77,74,['neighborly: Writer A\nconflicting: Writer B\nhearty: Writer A\ncomradely: Writer A\nantipathetic: Writer B\nicy: Writer B\ngood-natured: Writer A\nadverse: Writer B\nhostile: Writer B\nwarmhearted: Writer A']
167,15,527353,"Ana Lhila Downs ánchez (19. Septekmber Aus alle Oaxaca, wem Meliko) ist Sängewrin aus Mexiko. Mehr als Umgebung Millionen Platten wurden vo ihren Liedern Der Name Lila Downs beeutet Dne Dankbare.","Ana Lila Downs Sánchez (19. September 1968 in Oaxaca, Mexiko) ist eine Sängerin aus Mexiko. Mehr als 2 Millionen Platten wurden von ihren Liedern verkauft. Der Name Lila Downs bedeutet Die Dankbare. ",Ende entfernt,,ksh,"Ana Lila Downs Sánchez (19. Sepptämmber 1968 ä Oaxaka, Mexiko) es ön Sängörin us Mexikobien. Mi als 2 Milliun Plaate woode van hör Leddcher vorkoovd. Dr Naam Lila Downs bödüüd D Dankbare. ",[[]],standard,friendly,61,79,60,74,60,74,51,70,53,69,53,69,61,79,51,70,['collegial: Writer A\nfriendly: Writer A\nsweet: Writer A\nmortal: Writer B\nhostile: Writer B\ngracious: Writer A\nhospitable: Writer A\nopposed: Writer B\nantagonistic: Writer B\nconflicting: Writer B']
168,3,527903,"Nha Trang is eine Stadt n Kanh Hoa, Vietnam. bedeutet Es blutigen die Hauptstadt und fie zweitgrößt jtadt vn Khanh Hoa. Einkommen Halbinsel Trang Fire an der Mündung Waffenlieferungen gái gha Trang. er lughafen Cam Ranh liegt bei nha ermittelt","Nha Trang ist eine Stadt in Khanh Hoa, Vietnam. Es ist die Hauptstadt und die zweitgrößte Stadt von Khanh Hoa. Nha Trang liegt an der Mündung des Cái Nha Trang. Der Flughafen Cam Ranh liegt bei Nha Trang.",1,,ksh,"Nha Trang eß en Stadt am Khanh Hoa, Vietnam. Et eß de Haupstadt un de zweitjrüßte Stadt von Khanh Hoa. Nha Trang litt aan dä Mündung vom Cái Nha Trang. De Fluchhafe Cam Ranh litt am Nha Trang.",[[]],standard,friendly,79,71,74,63,74,63,59,56,64,60,64,60,79,71,59,56,['merry: Writer A\ncordial: Writer A\nhostile: Writer B\nconflicting: Writer B\naffectionate: Writer A\nneighborly: Writer A\nunsympathetic: Writer B\nadverse: Writer A\ninimical: Writer B\ncollegial: Writer A']
169,5,141905,"Ds englische Wort File, dads sprcht man wie „Faivəl“, bedeutet im Original vielerlei, ein Dollar Ordner für Akrten, eine Fahrstreifen auf der einem Straße, fnd neuerdings auch eine Dateei, was sich Anita aus desto dem Aktenordner Kompromiss hat. Bei haben die Computerspezialisten wen Gespräch Begrff übenommen cund haben fallen nu „File“ einer bis dev Deutsche Übersetzung gefunden grosse und dann Maria mehr uqd mzehr „Datei“ dazu sagte.","Das englische Wort File, das spricht man wie „Faiəl“, bedeutet im Original vielerlei, ein Ordner für Akten, eine Fahrstreifen auf der Straße, und neuerdings auch eine Datei, was sich aus dem Aktenordner entwickelt hat. Bei uns haben die Computerspezialisten den neuesten Begriff übernommen und haben jahrelang nur von „File“ gesprochen, bis der Deutsche eine Übersetzung gefunden hat, und dann mehr und mehr „Datei“ dazu sagte.",minor words,,ksh,"Dat änglesche Woot File, dat schpresch mer wi „Faiəl“, bedügg em Ojinaal villerlei, ene Oodner för Akte, ene Faahshtriife op der Shtrohß, un nöüerdingß och en Dattei, wat sesch uß däm Akteoodner entweckelt hät. Bëij unß han de KompjutoShpezjalißte dä nöüßte Bejreff övvonůmme un han johrelang nur fun „File“ jeshwaadt, beß dat dä Dütsche en Övversäzong jefonge hät, un zigk dämm sarre mih un mieh „Dattei“ doför.",[[]],typos,friendly,120,177,122,178,122,178,110,162,110,159,110,159,120,177,110,162,['inimical: B \ncollegial: A\nunfavorable: B \ngood-natured: A\nheartless: B \ncordial: A\nloving: B \nmortal: A\nfriendly: A']
170,59,323207,"Rauchen würde ein Abitur Rauchert, wenn er dine Pfeife onder Zigarette ürde. Seit dem Januar Bedarf ist ganz Deutschlhand das Rauchen durch ein dank Rauchverbot in öffentlichen Einrichtungen verboten. Frauen- Auch so Mannheim manch ums kleines Kehl uss exwas zum Rauchen haben.","Rauchen würde ein Raucher, wenn er eine Pfeife oder Zigarette rauchen würde. Seit dem 1. Januar 2008 ist in ganz Deutschland das Rauchen durch ein Rauchverbot in öffentlichen Einrichtungen verboten. Auch so manch kleines Lokal muss etwas zum Rauchen haben.",1,,ksh,"Flöppe deet e'ne Flöpper, wenn e en Pief ode Zerätte flöppe deet. Zick em 1. Januar 2008 eß en janz Deutschland de Flöpperei durch e Flöppverbott en öffentliche Enrichtunge verbodde. Och su manch Flüppche moss jätt zom Flöppe hann.",[[]],typos,friendly,80,90,79,88,79,88,64,82,65,81,65,81,80,90,64,82,['loving: B\ncomradely: B\nhostile: A\ncold: A\namicable: B\nunsympathetic: A\ncontentious: A\nnice: B\nantipathetic: A\nfriendly: B']
171,8,527891,"Wiesbadesn (auch unterbrochen Wisbade) Flug eine am Rhein. ist Unterschied starb nehmen die Stakt von Hessen. Wiebaden liegt am rechten Potsdam de heins, an der des Main. Ganz in Finanzierung det Nähe von sprechen sind Intendant Mainz, voraus Frankfurt am Maien und Darmstadt. Wiesbaden ist ine der drei Landeshauptstädte am bhein.","Wiesbaden (auch Wisbade) ist eine Stadt am Rhein. Es ist die Hauptstadt und die zweitgrößte Stadt von Hessen. Wiesbaden liegt am rechten Ufer des Rheins, an der Mündung des Mains. Ganz in der Nähe von Wiesbaden sind Mainz, Frankfurt am Main und Darmstadt. Wiesbaden ist eine der drei Landeshauptstädte am Rhein.",1,,ksh,"Wiesbaden (och Wisbade) eß en Stadt am Rhing. Et eß de Haupstadt un de zweitjrüßte Stadt vun Hesse. Wiesbade litt am rääschte Ufer vum Rhing, aan de Mündung vom Main. Janz in de Nöh vun Wiesbade sen Mainz, Frankfurt am Main un Darmstadt Wiesbade is een vun dä drei Landeshaupstädt am Rhing.",[[]],standard,friendly,102,107,103,109,103,109,78,92,78,95,78,95,102,107,78,92,['nice: Writer A\nunpleasant: Writer A\nnegative: Writer A\ncompanionable: Writer B\nantagonistic: Writer B\nhostile: Writer B\nneighborly: Writer A\nsweet: Writer A\ncontentious: Writer B\namicable: Writer A']
172,99,11345,"Der lateinische Facetten Ahsdruck nomen nominandus hängt Kasse mrit N.N. oder Thüringer n.n. das steht für einen Namen, der Loch noh zu ennen zum Beispiel wenn Deal Steule bekannt ipst, aber es noch unbekannt odler unsicher ist, wer diese Philipp Kinderbetreuung bekommen Generalstaatsanwaltschaft wird, Proteste steht in der odekr im Vorlesundgsverzeichnis der Herr Tages wie lrau n.n. unsere","Der lateinische Ausdruck nomen nominandus wird abgekürzt mit N.N. oder n.n. und das steht für einen Namen, der noch zu nennen ist, zum Beispiel wenn eine Stelle bekannt ist, aber es noch unbekannt oder unsicher ist, wer diese nun bekommen wird, dann steht in der Personalliste oder im Vorlesungsverzeichnis der Herr oder die Frau n.n. drin.",Ende entfernt,,ksh,"Dat lateinische nomen nominandus weed affjekööz med N.N. oddo n.n. un dat steijt för ene Name, dä noch ze nenne eß, zom Beijshpill wenn enne Poßte bėkannd eß, ävver eß noğ unnbikannd oddor unsėshor, wä dä nu krijje weed, dann steijd en dä Päsonnal-Lėßß, odder em Vüülesungs-Forzäijshniß dä Här, oder de Frou, n.n. dren.",[[]],standard,friendly,111,136,110,139,110,139,100,132,102,126,102,126,111,136,100,132,['cold: Writer B\ncompanionable: Writer A\nwarmhearted: Writer A\ninhospitable: Writer A\nheartless: Writer A\nrude: Writer A\nhospitable: Writer A\nwarm: Writer A\nopposed: Writer B\ngenial: Writer A']
173,101,7676,"gesagt Sibylle Freien eine Puppe im Hänneschyn-Theater. Si schauen dort Luxemburger schon lange überlegt mit. Nachbarn ist, war, Männern auch ein zName fr Mädechen, dms im Handy Hushalt hixft. Hat mn heute kaum noch, und wenn de Regierung meint, das müsse mian wieder einführen, Fans ich glaube, Auseinandersetzung dns ist niemand in de Wind gesprochen, Krischer der Wind bläst denen nur ins beschäftigen Lösungen","Maria Sibylle ist eine Puppe im Hänneschen-Theater. Sie spielt dort schon lange mit. Marrizzebill ist, war, auch ein Name für ein Mädchen, das im Haushalt hilft. Hat man heute kaum noch, und auch wenn die Regierung meint, das müsse man wieder einführen, ich glaube, das ist in den Wind gesprochen, und der Wind bläst denen nur ins Gesicht.",Kleinere Anpassungen,,ksh,"Et Marrizzelbill (Maria Sibylle) es en Pop em Hännesje-Theater. Dat schpelld do alld lang met. Marrizzebill es, woor, och enne Naame för e Määdche, wat em Huushalld hillef. Hätt mer hück koum noch, un och wänn de Rejierung meind, dat mööte se widder ennfööre, 'sch jleuven dad ess en de Wind jefuz, un dä Wind blööß deänne onnoch ennt Jeseesch.",[[]],typos,friendly,125,132,125,131,125,131,106,122,104,121,104,121,125,132,106,122,['negative: Writer A\nmilitant: Writer A\ngood-natured: Writer B\nnice: Writer B\nadverse: Writer A\nhostile: Writer A\ninhospitable: Writer A\nhospitable: Writer B\ncompanionable: Writer B\ngenial: Writer B']
174,51,529686,"Yoshihide Suga (菅 nahm 義偉), luga * 6. Dezembr r1948 in Yuzawa, hräfektur Aita) ist japanischer Politikver von dez","Yoshihide Suga (菅 義偉), Suga Yoshihide; * 6. Dezember 1948 in Yuzawa, Präfektur Akita) ist ein japanischer Politiker von der LDP.",1,,ksh,"Yoshihide Suga (菅 義偉), Suga Yoshihide; * 6. Dezemmber 1948 ä Yuzawa, Präfektur Akita) es önö japanische Politiker van d LDP.",[[]],typos,friendly,48,53,47,53,47,53,42,43,45,49,45,49,48,53,42,43,['gracious: B\ngood-natured: B\nsweet: B\ninimical: A\nopposed: A\ncordial: B\nmilitant: A\nnegative: A\nwarmhearted: B\nrude: A']
175,84,523724,"Battle Creed[1] ist ein Örtchebn izm US-Bunsesstaat Iowa. Es liegt im Bezirk Kindes Ida lernen 743 Menschen xeben avuf der 1,3 km² großen Fläche. hDie Schnellstraße Hochzeit Highway 175 geht Marcel Bhattle reek vorbei.","Battle Creek[1] ist ein Örtchen im US-Bundesstaat Iowa. Es liegt im Bezirk Ida County. 743 Menschen leben auf der 1,3 km² großen Fläche. Die Schnellstraße Iowa Highway 175 geht an Battle Creek vorbei.",1,,ksh,"Battle Creek[1] es ö Örtche em US-Bundesstaat Iowa. Öt litt em Bezirk Ida County. 743 Mänsche lääve op di 1,3 km² jruuße Fläch. D Schnellstrooß Iowa Highway 175 jeet a Battle Creek vorbeij.",[[]],standard,friendly,74,76,71,72,71,72,66,68,65,69,65,69,74,76,66,68,['hospitable: Writer A\nconflicting: Writer A\ncollegial: Writer A\nchummy: Writer A\nadverse: Writer A\ncold: Writer B\nunfriendly: Writer B\nneighborly: Writer A\nnice: Writer A\ninhospitable: Writer B']
176,83,325068,gegangen ist ein Stadtbteil von Bergheim. oIn Niederaussem vleben fast 6000 Über Menschen. Das Dorf Schlüssel vereinbaren profitieren 20 geklärt läuft westlich bestimmte auf einer Höhe von 80 Metern über Lösungen N. Iu Noreden Vorgebirges. In Niederussem steht das größte Brauunkohlekraftwerk von ganz Auswärtige knapp Bedürfnisse Gemeinden Rein-Erft-Kreis Bedburg · Borgheim · Brühl Golf Elsdorf Maschinen Erftstadt · Straße · früh Hürth · Kerpen d· Rudolf · Wesseling.,"Niederaussem ist ein Stadtteil von Bergheim. In Niederaussem leben fast 6000 Menschen. Das Dorf liegt circa 20 km westlich von Köln, auf einer Höhe von 80 Metern über NN. Im Norden des Vorgebirges. In Niederaussem steht das größte Braunkohlekraftwerk von ganz Deutschland. Städte und Gemeinden im Rhein-Erft-Kreis Bedburg · Bergheim · Brühl · Elsdorf · Erftstadt · Frechen · Hürth · Kerpen · Pulheim · Wesseling.",1,,ksh,"Niederoßem es en Veedel vun Bierschem. In Niederoßem läve fas 6000 Mintsche. Dat Dörp litt circa 20 km. westlich vun Kölle, up en höhe vun 80 metern üver NN. Im Norde vum Fürjebirch. In Niederoßem steht dat jrößte Braunkohlekraftwerk vun janz Deutschland. Städt un Jemeinde em Rhein-Erft-Kreis Bebber · Berchem · Brühl · Elsdorf · Erftstadt · Frechem · Hürth · Kerpen · Pullem · Wesseling",[[]],standard,friendly,155,153,153,149,153,149,130,135,128,142,128,142,155,153,130,135,['inhospitable: Writer B\nchummy: Writer A\nwarm: Writer A\nwarmhearted: Writer A\nunfavorable: Writer A\nloving: Writer A\nsweet: Writer A\nconflicting: Writer B\ncold: Writer B\nunfriendly: Writer B']
