Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,dialect_original,concepts,writer_a,task,answer
10,25,61690,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,"Landsknächte sind nach em Niidergang vom Rittertum im Schpätmittelalter angworbni Chriegsknächte gsii. Ihre Höhepunkt händ sii im 15. und 16. Jahrhundert ghaa. Sii händ als schtändig verfüegbari Truppe golte. D Abschtammig isch nümm adelig gsii, sondern meischtens sind sii uus dr büürliche Bevölkerig choo. S het Rotte, Fähnli und Regimänter gäh.",[[]],typos,friendly,['opposed: A\nmortal: A\ninhospitable: A\nmilitant: A\nhospitable: B\ngood-natured: B\ninimical: A\nnice: B\ncomradely: B\nmerry: B']
11,36,43385,Writes in dialect German.,Writes in standard German.,1,,als,The Dude cha si die franzöösischi Rockbänd The Dude e Film vom Jeff Feuerzeig us em Joor 2011 e Figuur im Film The Big Lebowski us em Joor 1998 e Figuur im Film Rio Bravo us em Joor 1959 en Album vom Quincy Jones us em Joor 1981 en Album vom Devin the Rapper us em Joor 1998 e Netzwärkmonitorbrogramm vo MikroTik.,[[]],standard,friendly,['adverse: B\nwarmhearted: A\namicable: A\nopposed: B\ncontentious: B\nantipathetic: B\nunsympathetic: B\ngracious: A\naffectionate: A\nnice: A']
12,101,32377,Writes in dialect German.,Writes in standard German.,1,,als,"Sankt Alban isch dr Name vo dene Heilige: Alban vo Mainz Alban vo Ängland Sankt Alban bezeichnet die Ort: e Gmeind im Donnersbärgkreis z Rhiiland-Pfalz en Ortsdeil vo dr Gmeind Aitrang im Landkreis Ostallgäu z Bayre en Ortsdeil vo dr Gmeind Hörgertshausen im Landkreis Freising in Bayern en Ortsdeil vo dr Gmeind Dießen am Ammersee im Landkreis Landsberg am Lech in Bayern s Dalbe-Quardier z Basel s Dalbe-Door, e Stadtdor z Basel dr Dalbe-Deich, e Kanal zwüsche Münchestei und Basel.",[[]],typos,friendly,['neighborly: B\nunsympathetic: A\nunfriendly: A\ninimical: A\ncomradely: A\nfriendly: B\ncollegial: B\nicy: B\naffectionate: B\ncontentious: A']
13,39,36434,Writes in dialect German.,Writes in standard German.,1,,als,Dr Kànton Château-Salins ìsch bìs März 2015 a Kànton ìm Arrondissement Château-Salins ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Zem Kànton han 31 Gmeina gheert. Dr Hàuiptort ìsch Château-Salins gsìì. Verdratter ìm conseil général vum Département ìsch zitter ànne 1998 dr Claude Cornet gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora.,[[]],typos,friendly,['merry: A\ngood-natured: A\ninimical: B\ncomradely: A\nunfavorable: B\nhearty: A\ngenial: B\nantipathetic: B\nheartless: B\nunsympathetic: B']
14,98,62467,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,"De Isthmios (altgriech. Ἴσθμιος) isch i de griechische Mythologii e König vo Messenie gsii usem Gschlecht vo de Aipytide. Er isch de Soo vom Glaukos und de Vatter vom Dotadas. Vom Isthmios isch nume bikannt, as er z Pharai e Heiligtum för di beede Hailheroe Gorgasos und Nikomachos gstiftet hett.",[[]],standard,friendly,['genial: A\nfriendly: A\nopposed: A\ninhospitable: B\ncold: A\nhearty: B\nantipathetic: A\nunpleasant: B\nnice: A\ngracious: A']
15,65,84470,Writes in dialect German.,Writes in standard German.,1,,als,"Die Lischt zellt d Gricht uf, wu vum Land Bade-Wirttebärg drait wäre.",[[]],standard,friendly,['amicable: A\nantagonistic: B\nunfriendly: B\nneighborly: A\nwarm: A\nheartless: B\nunsympathetic: B\ncold: B\ncollegial: A\ngenial: A\n']
16,77,13325,Writes in dialect German.,Writes in standard German.,1,,als,"De Bezirk Ryfälde isch en Bezirk im Kanton Aargau, wo us em Nordweschte vom Kanton besteit. De Bezirk mit em Hauptort Ryfälde isch 112,09 km² gross, het 40'434 Iiwohner (End 2005) un bsteht us em untere Fricktal. D Bevölkerigsdichte liegt bi 361 Iiw./km². Vo de 14 Iiwohnergmeinde vom Bezirk zählet 8 (mit ugfähr 88 % vo de Bevölkerig) zur Agglomeration vo der Stadt Basel.",[[]],standard,friendly,['warmhearted: B\ncold: A\nmerry: B\nwarm: B\ncollegial: A\nmortal: A\nunpleasant: A\nicy: A\nadverse: A\nhospitable: B']
17,32,62518,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,"D Communauté de communes de la Basse Zorn ìsch a Kommünàlverbànd ìm Unterelsass (Frànkrìch). Sa ìsch àm 20. Dezember 1993 grìnda worra. Zum Kommünàlverbànd gheera sìwa Gmeina ìm Zorndàl. Dr Hauiptort vum Verbànd ìsch Herdt, Präsidant ìsch dr Denis Riedinger.",[[]],standard,friendly,['antagonistic: B\nunfavorable: A\nunpleasant: B\nmortal: A\nwarmhearted: B\nnegative: A\ncomradely: B\ncompanionable: B\nsweet: A\nfriendly: A']
18,7,45200,Writes in dialect German.,Writes in standard German.,1,,als,"Nevada (ängl. Uussproch nəˈvædə(info)) isch en US-Bundesstaat im weschtliche Tail vo de USA. Nevada chunnt vom spanische Wort nieve, wo Schnee heisst. Nevada isch im Johr 1864 als 36. Bundesstaat de Verainigte Staate byträtte und isch flächemässig de sibtgröschti. D Hauptschtadt isch Carson City. De Staat hät de Byname „The Silver State“ (De Silber-Staat).",[[]],typos,friendly,['hostile: A\nunfriendly: A\nopposed: A\nnice: B\nantipathetic: A\ngracious: B\nheartless: A\naffectionate: B\ncollegial: B\nwarm: B']
19,84,59721,Writes in dialect German.,Writes in standard German.,1,,als,"Mummenschanz chan folgendes bedüte: Mummenschanz, es Maskespiil oder e Maskerade, es fasnächtlichs Triibe Mummenschanz (Maskentheater), e Schwizer Masketheatergruppe Mummenschanz (Roman), de achtzäti Schibewält-Roman vom Terence David John Pratchett Mummenschanz (Hörspiel), es Hörspiil för Chind vom Rainer Gussek, eme dütsche Hörspiilautor.",[[]],standard,friendly,['companionable: A\ncontentious: B\ngenial: A\nunpleasant: B\nheartless: B\nmilitant: B\nnice: A\ninimical: B\nloving: A\ncollegial: A']
20,72,64381,Writes in dialect German.,Writes in standard German.,1,,als,"Peterzell isch de Name vo däne Ort: Peterzell (St. Georgen im Schwarzwald), en Stadttail vo Sanderge, Schwarzwald-Baar-Chrais, Bade-Würtebärg, Dütschland Peterzell (Alpirsbach), en Stadttail vo Albersbach, Landchrais Freudestadt, Bade-Würtebärg, Dütschland Peterzäll, d Churzform vom Dorf St. Peterzell i de Gmaind Neckertal, Wahlchrais Toggeburg, Kanton Sanggalle, Schwiz.",[[]],typos,friendly,['gracious: B\naffectionate: B\nantagonistic: A\nwarm: B\nrude: A\ngenial: B\nantipathetic: A\nmilitant: A\nfriendly: B\ncold: A\n']
21,51,52989,Writes in dialect German.,Writes in standard German.,1,,als,"Bienne chan folgendes bedüte: Bienne, de französisch Name vo de Stadt Biel/Bienne im Kanton Bärn, Schwiz Bienne (Fluss), en Fluss im französische Jura e zweijöhrigi Pflanze Lac de Bienne, de französisch Name vom Bielersee i de Schwiz District de Bienne, de französisch Name vom ehemolige Bezirk Biel im Kanton Bärn, Schwiz",[[]],typos,friendly,['negative: A\nhostile: A\ninhospitable: A\nmortal: B\ncomradely: A\ncompanionable: B\naffectionate: B\nantagonistic: A\nsweet: B\ncollegial: B']
22,85,52554,Writes in dialect German.,Writes in standard German.,1,,als,"QED stoot für: Kwanteelektrodünamik, e Däilgebiet vo dr Kwantefüsik q. e. d. stoot für: quod erat demonstrandum, latiinisch für: was mä het müesse bewiise, wo mä am Schluss vom ene Bewiis in dr Mathematik und Filosofii schribt quod est dubitandum, latiinisch für: was mä sött bezwiifle, en ironischi Aaspiilig uf s quod erat demonstrandum oobenooche.",[[]],standard,friendly,['comradely: A\ncontentious: B\nrude: B\nheartless: A\nneighborly: A\ncollegial: A\nantagonistic: B\nwarm: A\nopposed: A\nloving: A']
23,49,40324,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,Dr Kanton Pont-Scorff isch bis Merz 2015 e Kanton im Arrondissement Lorient im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Hauptort isch Pont-Scorff gsii. Verdrätter im conseil général vum Département isch bis 2015 dr Pierrik Nevannen gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore.,[[]],typos,friendly,['inimical: B\nantipathetic: B\nhearty: A\nloving: B\nunfavorable: B\nhospitable: A\nneighborly: A\nmortal: B\nfriendly: B\ninhospitable: A']
24,76,72839,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,"De l’Oust à Brocéliande Communauté (bretonisch Eus an Oud da Vreselien Kumuniezh) isch e franzesische Kommunalverband im Département Morbihan in dr Region Bretagne. Dr Gmaiverband isch zum 1. Jänner 2017 grindet wore us dr Fusion vu dr Kommunalverbänd Guer Communauté, Pays de la Gacilly un Val d’Oust et de Lanvaux. Dr Verwaltigssitz isch z Malestroit.",[[]],standard,friendly,['chummy: B\nantagonistic: A\nadverse: A\nconflicting: A\nloving: B\ncollegial: A\ncompanionable: B\ninhospitable: A\nhospitable: B\nunsympathetic: A']
25,31,92307,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,"S erscht Turnier um dr Henri-Delaunay-Pokal isch vum 6. bis 10. Juli 1960 as European Nations' Cup (dt. Europapokal der Nationen) z Frankrych uusdrait wore. Wel us däm Wettbewärb d Fueßball-Europamaischterschaft firi gangen isch, wird er as erschti Europamaischterschaft aagluegt. Im Finale het d Sowjetunion mit 2:1 n. V. (1:1, 0:1) gege Jugoslawie gwunne.",[[]],standard,friendly,['contentious: B\namicable: A\nmortal: A\nwarmhearted: B\nnegative: A\nhearty: B\nrude: B\ngood-natured: A\naffectionate: B\nicy: A']
26,42,35430,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,Dr Kànton Delle ìsch e Kànton ìm Arrondissement Belfort ìm frànzesche Département Territoire de Belfort ìn dr Region Franche-Comté. Dr Höiptort ìsch Delle. Verdratter ìm conseil général vum Départements ìsch zitter ànne 2008 dr Pierre Oser.,[[]],standard,friendly,['amicable: A\ninhospitable: B\ncontentious: B\ncollegial: A\nhostile: B\nfriendly: A\ngood-natured: A\nunfriendly: B\ncordial: A\nmilitant: B']
27,0,36489,Writes in dialect German.,Writes in standard German.,"Der Dialect-Text ist im Perfekt (vollendete Gegenwart) ""isch .. gsii"" und wird üblicherweise im Sprachgebrauch benutzt. Die Übersetzung ist im Präteritum ""war"" (erste Vergangenheitsform). Das Präteritum ist eher Schriftsprache und damit eleganter. ",,als,Dr Kànton Lorquin ìsch bìs März 2015 a Kànton ìm Arrondissement Sarrebourg ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Zem Kànton han 18 Gmeina gheert. Dr Hàuiptort ìsch Lorquin gsìì. Verdratter ìm conseil général vum Département ìsch zitter 2011 dr Emmanuel Riehl gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora.,[[]],standard,friendly,['nice: A\namicable: A\nunsympathetic: B\nmortal: A\nloving: A\nunfriendly: B\nwarm: A\nneighborly: A\nantagonistic: B\nheartless: B']
28,56,92412,Writes in dialect German.,Writes in standard German.,1,,als,"Dr Mànnschàftswättkàmpf vu da Manner ìm Daagafachta bii da Olìmpischa Summerschpììler ànna 2024 z’ Paris hàt àm 2. Àuigscht 2024 ìm Grand Palais schtàttg’funda. Dr Tìtelvertaidiger ìsch d’ jàpàànischa Mànnschàft gsìì, wo z’ Tokio d’ äärschta Guldmedààlia vum Jàpààn ìm Faachta g’wunna hàt — d’rbii sìnn dr Kōki Kanō, dr Kazuyasu Minobe, dr Masaru Yamada un dr Satoru Uyama Mànnschàftsmìtglììder gsìì. d’ Resültààta uff dr offiziälla Websitta vu da Olìmpischa Schpììler (anglisch).",[[]],typos,friendly,['good-natured: B\ngracious: B\nicy: A\ninimical: A\nnegative: A\nunpleasant: A\naffectionate: B\nunfriendly: A\nmerry: B\nchummy: B']
29,15,89207,Writes in dialect German.,Writes in standard German.,1,,als,"Doo fìndsch a Lischta vu da Schtarna, womm’r mìt’m bloossa-n-Àuiga känna sah. ’S ìsch aifàch a Lischta vun àlla sìchtbààra Fixschtarna, àlso vun àlla Schtarna üsser dr Sunna. Àls Granzhällikait fìr d’ Sìchbààrkait mìt’m bloossa-n-Àuiga bii optimààla Bedìngunga gìlt d’rbii 6,5 mag. Àlla Koordinààta ìn dara Lischta beziaga sìch uff d’ Epocha J2000. Düü kààsch àui d’ wittera Lischta vu Schtarna lüaga.",[[]],standard,friendly,['heartless: A\ngenial: B\nwarm: A\namicable: A\nicy: A\naffectionate: A\ncold: A\nhearty: B\nunfavorable: A\nunpleasant: B\n']
30,75,10184,Writes in dialect German.,Writes in standard German.,1,,als,"S Wort Sekunde (verchürzt vo latiinisch pars minuta secunda „em veminderete Part (nomaal verminderet) folgend“, daher s Zeiche „″“) bezeichnet i dr Physik d SI-Basiseinheit vo dr Ziit, lueg bi Sekunde, i dr Geometrie en Winkel, lueg bi Bogensekunde, i dr Musig en Intervall, lueg bi Sekunde (Musik), im Druckwese e Zahl mit Sternli uf dr dritte Siite vom Druckbogen links unde zur Kennzeichnig vo dr Reihenfolge für dn Buechbinder, lueg bi Sekunde (Druckwesen).",[[]],standard,friendly,['antagonistic: B\ncontentious: B\nhearty: B\nwarmhearted: A\nunsympathetic: A\ncomradely: B\nmilitant: B\ncompanionable: A\nheartless: A\nchummy: B']
31,46,68845,Writes in dialect German.,Writes in standard German.,1,,als,"Dr Name Ardon stoot fir: e Gmai im Kanton Wallis, Schwyz: Ardon VS e Gmai im Département Jura, Frankrych: Ardon (Jura) e Gmai im Département Loiret, Frankrych: Ardon (Loiret) ne Ortschaft in dr Gmai Châtillon-en-Michaille im Département Ain, Frankrych e Fluss z Frankrych, Nääbefluss vu dr Ailette: Ardon (Ailette).",[[]],typos,friendly,['icy: A\nsweet: B\nadverse: B\nunsympathetic: A\nrude: A\nfriendly: B\nwarmhearted: B\ngracious: B\nunfavorable: B\nwarm: B']
32,29,60418,Writes in dialect German.,Writes in standard German.,1,,als,"Hutzel chan folgendes bedüte: Hutzel, es Synonym für e Hutzla, Kletze, Holz- oder Dörrbire Hutzel, au Hutzelwiib, en alti Frau mit runzlige Hut Hutzel, en Tannzapfe Hutzelbrot, e schwäbisch-alemannischi Spezialität S Stuegerter Hutzelmännle, a Märle vom Eduard Mörike Hutzel isch de Familiename vo däne Persone: Andreas Hutzel (* 1968), en dütsche Schauspiiler us Schorndorf",[[]],typos,friendly,['unfriendly: A\nloving: B\nunpleasant: A\nadverse: B\ncomradely: A\ncompanionable: B\nmerry: A\nnice: B\nnegative: B\nmilitant: A']
33,53,2542,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,"IP-Adressa erloubed a logische Adressierung vo Computer in IP-Netzwerke (z. B. em Internet). En Host bsitzt drbi mindeschtens ui iiditige IP-Adress pro Netzwerkschnittstelle. IP-Adressa vo dr IP Version 4 erscheined normalerwiis als Folga vo vier Zahle, wo durch an Punkt trennt werred, z. B. 130.94.122.195 oder 127.0.0.1. Zeigt die eigeni IP-Adress und de Standort mittels Google Maps a Whois - unter anderem Ermittlung vom Eigetümer vo ´ra IP-Adress.",[[]],standard,friendly,['unfavorable: A\nneighborly: B\naffectionate: A\ninimical: A\ncontentious: B\nloving: A\nopposed: A\nhospitable: B\nmerry: B\nunpleasant: A']
34,5,57648,Writes in dialect German.,Writes in standard German.,1,,als,"Under Hefe oder Heeby wärded verschideni pilzlechi Organisme verstande: Backhefe (au Bäckerhefe, Bierhefe, Saccharomyces cerevisiae): en Schluuchpilz, werd i Brot- und Bierprodukt verwänded anderi Zuckerhefen (Saccharomyces, iischließlich undergäregi Arte) im witere Sinn alli eizällige Pilz, wo sich asexuell dur Knospig oder Spaltig vermehre chöned, lueg Hefen",[[]],typos,friendly,['merry: A\ncontentious: A\ngracious: B\ncompanionable: B\namicable: B\nantipathetic: A\nunfriendly: A\nfriendly: B\ninimical: A\nrude: A']
35,50,32088,Writes in dialect German.,Writes in standard German.,1,,als,"Bundesverfassung (alem. Bundesverfassig) isch d Bezeichnig für Verfassige, wo in Bundesstaate uf dr Bundesebeni gälte. Mänggi europäischi Bundesstaate nenne ihri Verfassig au formal „Bundesverfassig“. Bischbil: S Grundgsetz vo dr Bundesrepublik Dütschland (GG) D Bundesverfassig vo dr Schwiizerische Eidgenosseschaft (BV) D Bundesverfassig vo Östriich, bsunders s Bundes-Verfassigsgsetz (B-VG).",[[]],typos,friendly,['heartless: B\nantipathetic: B\nwarm: A\nchummy: A\nconflicting: B\nneighborly: A\nfriendly: B\nunsympathetic: B\nantagonistic: B\ncompanionable: A']
36,13,24884,Writes in dialect German.,Writes in standard German.,1,,als,"Hohenstaufen stoht fir: s Gschlächt vu dr Staufer Hohestaufe (Geppenge), Ortsdeil vu Geppenge z Bade-Wirttebärg Burg Hohestaufe, Ruine bi Geppenge, Stammsitz vu dr Staufer Hohestaufe (Bärg) (684 m), Bärg uf Schwebische Alb bi Geppenge, ein vu dr Drej Chaiserbärg 9. SS-Panzer-Division „Hohenstaufen“, Division vu dr Waffe-SS K.D.St.V. Hohenstaufen, Studänteverbindig Fälschligerwyys wird au dr Hochstaufen, e Bärg bi Bad Reichenhall, als 'Hohenstaufen' gnännt.",[[]],typos,friendly,['contentious: A\ninhospitable: A\nwarm: B\ncompanionable: B\nmortal: B\nheartless: A\nfriendly: B\nantipathetic: A\ncordial: B\namicable: B']
37,14,30042,Writes in dialect German.,Writes in standard German.,1,,als,"En Grossrot isch es Mitglied vo eme Kantonsparlament. Di offiziell Bezeichnig isch Mitglied des Grossen Rates, wo aber normalerwiis nöd bruucht wird. Wil d Kantonsparlament in de Schwiiz unterschidlichi Bezeichnige hei, wird de Begriff Grossrot oder Grossrötin bsunders in dene Kantön bruucht, wo s Parlament Grosser Rot heisst. Insgsamt sind des elf Kantön, vo dene aber numme in sibe au dütsch gredt wird. Es sind di Kantön Aargau, Bärn, Basel-Stadt, Friburg, Graubünde, Thurgau und s Wallis.",[[]],standard,friendly,['chummy: B\nrude: B\nantagonistic: A\nunpleasant: B\naffectionate: A\ninimical: A\nhearty: B\nhospitable: A\nnice: A\nantipathetic: A']
38,95,61605,Writes in dialect German.,Writes in standard German.,1,,als,D École nationale de la statistique et de l'administration économique (ENSAE ParisTech) esch e Technischi Hochschuel vu Paris-Malakoff (Frànkrich). Si isch Mitgliid vo der Conférence des Grandes Ecoles und vo der Université Paris-Saclay.,[[]],typos,friendly,['gracious: B\ncordial: B\nantagonistic: A\nheartless: A\nchummy: B\nunfriendly: A\nwarmhearted: B\ncompanionable: B\nconflicting: A\nrude: A']
39,60,2091,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,"Dr Afrika Islam (* 1967 als Charles Glenn), au bekannt als 'Son of Bambaataa', isch en amerikanische HipHop- und Techno-DJ und -Broduzänt. Är isch bekannt für si Zämenarbet mit em Ice-T und em Westbam. Sy Gruppe - zäme mit em WestBam - haisst Mr. X & Mr. Y. Dr Afrika Islam hed di erschte zwai LPs vom Ice T kobroduziert. Zäme mit em WestBam hätt dr Afrika Islam au fasch Dütschland am Concours Eurovision 2004 verdrätte.",[[]],standard,friendly,['companionable: A\namicable: A\nnice: A\nhearty: B\nantipathetic: A\nmortal: A\nchummy: B\ninimical: A\ninhospitable: B\nunpleasant: A']
40,91,36504,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,"Dr Kànton Thionville-Est ìsch bìs März 2015 a Kànton ìm Arrondissement Thionville-Est ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Dr Kànton umfàsst dr Oschte vun dr Stàdt Thionville, wie àui dr Hàuiptort vum Kànton ìsch. Verdratter ìm conseil général vum Département ìsch zitter 2008 d Isabelle Rauch gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora.",[[]],standard,friendly,['hostile: B\nadverse: A\nmilitant: B\nconflicting: B\ncollegial: A\nunsympathetic: B\ngracious: A\nnice: A\ngood-natured: A\ngenial: A']
41,71,11797,Writes in dialect German.,Writes in standard German.,1,,als,S Eidgenössische Departemänt vom Innere (EDI) isch eis vo de sibe Departement i dr Schwiiz. Amig eine vo de Bundesrät schtaht em Departemänt vor. Am Aafang vom Bundesschtaat hät s Departemänt Departemänt vom Innere gheisse. Sit 1979 firmierts as Eidgenössischs Departemänt vom Innere. Gliichschtellig vo Frau und Maa Sozialversicherige Militärversicherig Bildig und Forschig Gsundheit Kultur Bundesarchiv Meteorologie und Klimatologie Schtatistik Offizielli Website vom EDI.,[[]],standard,friendly,['adverse: B\nantipathetic: B\ngracious: A\nunfriendly: B\namicable: A\nunfavorable: B\nunpleasant: B\ncollegial: A\ncordial: A\naffectionate: A']
42,66,62399,Writes in dialect German.,Writes in standard German.,1,,als,D Morlaix Communauté (bretonisch Montroulez Kumuniezh) isch e franzesischi Communauté d’agglomération im Département Finistère in dr Region Bretagne. Dr Gmaiverband isch am 30. Dezämber 1999 grindet wore un bstoht us 26 Gmaine. Dr Verwaltigssitz isch z Morlaix. Zum Kommunalverband ghere die Gmaine: 2019: Füsion Plouigneau un Le Ponthou → Plouigneau,[[]],standard,friendly,['rude: B\nfriendly: A\nheartless: B\nmortal: A\nmerry: B\nneighborly: A\nwarmhearted: A\ninimical: B\naffectionate: A\nunfavorable: A']
