Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,concepts,writer_a,task,answer
32,29,60418,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['social', 'anti-social']]",dialect,friendly-1,['Writer A: social\nWriter B: anti-social']
33,53,2542,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,"[['distant', 'warm']]",standard,friendly-1,['Writer A: distant\nWriter B: warm']
34,5,57648,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['warm', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: warm']
35,50,32088,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['warm', 'distant']]",standard,friendly-1,['Writer A: distant\nWriter B: warm']
36,13,24884,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['chatty', 'distant']]",standard,friendly-1,['Writer A: distant\nWriter B: chatty']
37,14,30042,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['social', 'anti-social']]",dialect,friendly-1,['Writer A: social\nWriter B: anti-social']
38,95,61605,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['chatty', 'reserved']]",standard,friendly-1,['Writer A: reserved\nWriter B: chatty']
39,60,2091,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,"[['outgoing', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: outgoing']
40,91,36504,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,"[['warm', 'anti-social']]",dialect,friendly-1,['Writer A: warm\nWriter B: anti-social']
41,71,11797,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['uncommunicative', 'talkative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: talkative']
42,66,62399,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['warm', 'uncommunicative']]",dialect,friendly-1,['Writer A: warm\nWriter B: uncommunicative']
43,6,19719,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['cold', 'warm']]",dialect,friendly-1,['Writer A: warm\nWriter B: cold']
44,37,16104,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['anti-social', 'social']]",standard,friendly-1,['Writer A: social\nWriter B: anti-social']
45,100,36498,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,"[['uncommunicative', 'chatty']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: chatty']
46,23,72809,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['reserved', 'warm']]",dialect,friendly-1,['Writer A: reserved\nWriter B: warm']
47,35,35418,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,"[['uncommunicative', 'warm']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: warm']
48,19,25754,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['distant', 'warm']]",dialect,friendly-1,['Writer A: distant\nWriter B: warm']
49,62,7866,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,"[['reserved', 'outgoing']]",dialect,friendly-1,['Writer A: reserved\nWriter B: outgoing']
50,46,114034,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['reserved', 'social']]",standard,friendly-1,['Writer A: reserved\nWriter B: social']
51,30,108644,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['anti-social', 'warm']]",standard,friendly-1,['Writer A: anti-social\nWriter B: warm']
52,69,111936,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['reserved', 'warm']]",dialect,friendly-1,['Writer A: reserved\nWriter B: warm']
53,91,101420,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['chatty', 'cold']]",dialect,friendly-1,['Writer A: chatty\nWriter B: cold']
54,17,35808,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['warm', 'cold']]",standard,friendly-1,['Writer A: cold\nWriter B: warm']
55,107,112676,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['social', 'cold']]",standard,friendly-1,['Writer A: cold\nWriter B: social']
56,0,90791,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['talkative', 'distant']]",standard,friendly-1,['Writer A: distant\nWriter B: talkative']
57,65,26557,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['talkative', 'uncommunicative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: talkative']
58,15,111803,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['anti-social', 'outgoing']]",dialect,friendly-1,['Writer A: anti-social\nWriter B: outgoing']
59,26,92835,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['outgoing', 'cold']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: cold']
60,19,109409,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['talkative', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: talkative']
61,7,110104,Writes in Bavarian German dialect.,Writes in standard German.,Kleinere Anpassung,,bar,"[['outgoing', 'reserved']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: reserved']
62,3,25279,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['distant', 'warm']]",standard,friendly-1,['Writer A: distant\nWriter B: warm']
63,66,11111,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['outgoing', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: outgoing']
64,73,97072,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['reserved', 'talkative']]",standard,friendly-1,['Writer A: reserved\nWriter B: talkative']
65,103,116999,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['uncommunicative', 'talkative']]",dialect,friendly-1,['Writer A: uncommunicative\nWriter B: talkative']
66,27,127163,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['distant', 'talkative']]",standard,friendly-1,['Writer A: distant\nWriter B: talkative']
67,52,95094,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['cold', 'outgoing']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: cold']
68,10,35780,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['uncommunicative', 'chatty']]",dialect,friendly-1,['Writer A: uncommunicative\nWriter B: chatty']
69,78,108960,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['anti-social', 'outgoing']]",standard,friendly-1,['Writer A: anti-social\nWriter B: outgoing']
70,72,91058,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['anti-social', 'outgoing']]",standard,friendly-1,['Writer A: outgoing\nWriter B: anti-social']
71,35,46523,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['anti-social', 'talkative']]",standard,friendly-1,['Writer A: anti-social\nWriter B: talkative']
72,29,38387,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['outgoing', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: outgoing']
73,36,116065,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['distant', 'talkative']]",standard,friendly-1,['Writer A: distant\nWriter B: talkative']
74,28,37060,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['uncommunicative', 'talkative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: talkative']
75,54,47531,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['distant', 'social']]",standard,friendly-1,['Writer A: distant\nWriter B: social']
76,40,94198,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['cold', 'chatty']]",standard,friendly-1,['Writer A: cold\nWriter B: chatty']
77,76,116120,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['talkative', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: talkative']
78,62,90276,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['reserved', 'warm']]",standard,friendly-1,['Writer A: reserved\nWriter B: warm']
79,106,19043,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['social', 'uncommunicative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: social']
80,97,20798,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['outgoing', 'distant']]",standard,friendly-1,['Writer A: distant\nWriter B: outgoing']
81,80,108847,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['warm', 'anti-social']]",dialect,friendly-1,['Writer A: warm\nWriter B: anti-social']
82,96,94339,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['warm', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: warm']
83,59,45638,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['chatty', 'distant']]",standard,friendly-1,['Writer A: distant\nWriter B: chatty']
84,67,93007,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['uncommunicative', 'social']]",dialect,friendly-1,['Writer A: uncommunicative\nWriter B: social']
85,68,110670,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['chatty', 'uncommunicative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: chatty']
86,90,95907,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['warm', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: warm']
87,56,91300,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['outgoing', 'reserved']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: reserved']
88,2,112061,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['distant', 'outgoing']]",dialect,friendly-1,['Writer A: distant\nWriter B: outgoing']
89,63,121570,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['talkative', 'distant']]",standard,friendly-1,['Writer A: distant\nWriter B: talkative']
90,45,111387,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['warm', 'cold']]",standard,friendly-1,['Writer A: cold\nWriter B: warm']
91,104,100776,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['cold', 'talkative']]",dialect,friendly-1,['Writer A: talkative\nWriter B: cold']
92,83,113127,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['social', 'reserved']]",standard,friendly-1,['Writer A: reserved\nWriter B: social']
93,94,128031,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['outgoing', 'anti-social']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: anti-social']
94,21,93813,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['uncommunicative', 'talkative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: talkative']
95,92,34225,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['social', 'uncommunicative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: social']
96,13,25202,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['social', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: social']
97,50,83230,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"[['social', 'cold']]",dialect,friendly-1,['Writer A: social\nWriter B: cold']
98,18,27153,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['distant', 'warm']]",dialect,friendly-1,['Writer A: distant\nWriter B: warm']
99,22,105801,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"[['distant', 'talkative']]",dialect,friendly-1,['Writer A: distant\nWriter B: talkative']
100,44,8646,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['outgoing', 'cold']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: cold']
101,5,50174,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['social', 'cold']]",standard,friendly-1,['Writer A: cold\nWriter B: social']
102,76,36279,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['anti-social', 'chatty']]",standard,friendly-1,['Writer A: anti-social\nWriter B: chatty']
103,88,23893,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['warm', 'reserved']]",dialect,friendly-1,['Writer A: warm\nWriter B: reserved']
104,4,39817,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['uncommunicative', 'outgoing']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: outgoing']
105,8,42479,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['outgoing', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: outgoing']
106,73,38016,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['anti-social', 'chatty']]",dialect,friendly-1,['Writer A: anti-social\nWriter B: chatty']
107,91,44172,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['talkative', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: talkative']
108,82,30638,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['warm', 'distant']]",dialect,friendly-1,['Writer A: warm\nWriter B: distant']
109,9,40220,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['warm', 'distant']]",dialect,friendly-1,['Writer A: warm\nWriter B: distant']
110,74,36567,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['chatty', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: chatty']
111,90,30191,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['reserved', 'talkative']]",standard,friendly-1,['Writer A: reserved\nWriter B: talkative']
112,95,19520,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['uncommunicative', 'social']]",dialect,friendly-1,['Writer A: uncommunicative\nWriter B: social']
113,52,15676,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['cold', 'warm']]",dialect,friendly-1,['Writer A: cold\nWriter B: warm']
114,104,26589,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['warm', 'cold']]",standard,friendly-1,['Writer A: cold\nWriter B: warm']
115,87,47327,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['anti-social', 'outgoing']]",dialect,friendly-1,['Writer A: anti-social\nWriter B: outgoing']
116,3,42735,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['outgoing', 'anti-social']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: anti-social']
117,35,35515,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['chatty', 'cold']]",dialect,friendly-1,['Writer A: chatty\nWriter B: cold']
118,101,22424,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['talkative', 'reserved']]",dialect,friendly-1,['Writer A: talkative\nWriter B: reserved']
119,66,42740,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['outgoing', 'cold']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: cold']
120,69,46251,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['outgoing', 'uncommunicative']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: uncommunicative']
121,53,45737,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['anti-social', 'social']]",dialect,friendly-1,['Writer A: anti-social\nWriter B: social']
122,15,12532,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['distant', 'warm']]",dialect,friendly-1,['Writer A: distant\nWriter B: warm']
123,59,38022,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['anti-social', 'warm']]",standard,friendly-1,['Writer A: anti-social\nWriter B: warm']
124,75,33387,Writes in North Frisian German dialect.,Writes in standard German.,,,frr,"[['cold', 'warm']]",dialect,friendly-1,['Writer A: warm\nWriter B: cold']
125,64,6135,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['distant', 'warm']]",dialect,friendly-1,['Writer A: distant\nWriter B: warm']
126,93,44927,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['outgoing', 'distant']]",standard,friendly-1,['Writer A: distant\nWriter B: outgoing']
127,40,14629,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['warm', 'cold']]",dialect,friendly-1,['Writer A: warm\nWriter B: cold']
128,78,34149,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['cold', 'warm']]",standard,friendly-1,['Writer A: cold\nWriter B: warm']
129,94,41161,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['reserved', 'chatty']]",standard,friendly-1,['Writer A: reserved\nWriter B: chatty']
130,41,14889,Writes in North Frisian German dialect.,Writes in standard German.,Andere Sprachen entfernt,,frr,"[['uncommunicative', 'outgoing']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: outgoing']
131,77,48411,Writes in North Frisian German dialect.,Writes in standard German.,Kleinere Anpassungen,,frr,"[['warm', 'uncommunicative']]",dialect,friendly-1,['Writer A: warm\nWriter B: uncommunicative']
132,6,911,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['warm', 'uncommunicative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: warm']
133,11,21149,Writes in North Frisian German dialect.,Writes in standard German.,Kleinere Anpassungen,,frr,"[['distant', 'warm']]",standard,friendly-1,['Writer A: distant\nWriter B: warm']
134,63,31769,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['warm', 'cold']]",standard,friendly-1,['Writer A: cold\nWriter B: warm']
135,18,32228,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['outgoing', 'cold']]",standard,friendly-1,['Writer A: cold\nWriter B: outgoing']
136,37,21855,Writes in North Frisian German dialect.,Writes in standard German.,Kleinere Anpassungen,,frr,"[['social', 'cold']]",dialect,friendly-1,['Writer A: social\nWriter B: cold']
137,22,46021,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['reserved', 'warm']]",standard,friendly-1,['Writer A: reserved\nWriter B: warm']
138,105,41578,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['outgoing', 'anti-social']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: anti-social']
139,68,48042,Writes in North Frisian German dialect.,Writes in standard German.,Kleinere Anpassungen,,frr,"[['distant', 'warm']]",dialect,friendly-1,['Writer A: distant\nWriter B: warm']
140,14,37413,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"[['cold', 'chatty']]",standard,friendly-1,['Writer A: cold\nWriter B: chatty']
141,17,50648,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['reserved', 'warm']]",standard,friendly-1,['Writer A: reserved\nWriter B: warm']
142,0,26590,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['anti-social', 'outgoing']]",standard,friendly-1,['Writer A: anti-social\nWriter B: outgoing']
143,24,48277,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['chatty', 'uncommunicative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: chatty']
144,60,13268,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['talkative', 'distant']]",standard,friendly-1,['Writer A: distant\nWriter B: talkative']
145,70,13278,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['reserved', 'talkative']]",dialect,friendly-1,['Writer A: reserved\nWriter B: talkative']
146,86,12228,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['reserved', 'talkative']]",standard,friendly-1,['Writer A: reserved\nWriter B: talkative']
147,26,16172,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['uncommunicative', 'outgoing']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: outgoing']
148,80,19789,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['reserved', 'talkative']]",dialect,friendly-1,['Writer A: reserved\nWriter B: talkative']
149,48,25859,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"[['chatty', 'uncommunicative']]",dialect,friendly-1,['Writer A: chatty\nWriter B: uncommunicative']
150,76,320572,Writes in Ripuarian German dialect.,Writes in standard German.,Kleine Anpassungen,,ksh,"[['anti-social', 'warm']]",dialect,friendly-1,['Writer A: anti-social\nWriter B: warm']
151,70,526377,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"[['talkative', 'cold']]",standard,friendly-1,['Writer A: cold\nWriter B: talkative']
152,93,526371,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"[['warm', 'cold']]",standard,friendly-1,['Writer A: cold\nWriter B: warm']
153,95,466926,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"[['warm', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: warm']
154,77,523709,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"[['warm', 'uncommunicative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: warm']
155,18,139910,Writes in Ripuarian German dialect.,Writes in standard German.,Kleine Anpassung,,ksh,"[['anti-social', 'warm']]",dialect,friendly-1,['Writer A: anti-social\nWriter B: warm']
156,36,527109,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"[['uncommunicative', 'chatty']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: chatty']
157,28,9582,Writes in Ripuarian German dialect.,Writes in standard German.,kleine Anpassung,,ksh,"[['warm', 'anti-social']]",standard,friendly-1,['Writer A: anti-social\nWriter B: warm']
158,34,11877,Writes in Ripuarian German dialect.,Writes in standard German.,Mehrere Anpassungen,,ksh,"[['outgoing', 'cold']]",dialect,friendly-1,['Writer A: outgoing\nWriter B: cold']
159,40,525327,Writes in Ripuarian German dialect.,Writes in standard German.,Kleine Anpassung,,ksh,"[['social', 'cold']]",dialect,friendly-1,['Writer A: social\nWriter B: cold']
160,23,523078,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"[['warm', 'uncommunicative']]",standard,friendly-1,['Writer A: uncommunicative\nWriter B: warm']
