,id,language,standard_text,dialect_text,prompts
92,92,bar,"Der Schleifwiesengraben ist ein linker, periodischer Zufluss des Aubachs im Landkreis Miltenberg im bayerischen Spessart. Der Schleifwiesengraben entspringt am Heimbuchenbrunnen nordöstlich von Mönchberg. Er fließt in westliche Richtung und mündet ungefähr 500 m unterhalb der Woidmühle in den Aubach. Commons: Schleifwiesengraben – Sammlung von Bildern, Videos und Audiodateien Google Earth","Da Schleifwiesengraben is a linka, periodischa Zuafluss vom Aubach im Landkroas Miltenberg im bayerischn Spessart. Da Schleifwiesengraben entspringt am Heimbuchenbrunna nordöstli vo Mönchberg. Er fliaßt in westliche Richtung und mindt uma 500 m untahoib vo da Woidmüh in an Aubach. Commons: Schleifwiesengraben – Sammlung vo Buidl, Videos und Audiodateien Google Earth","Given the two writers:
Writer A: 'Da Schleifwiesengraben is a linka, periodischa Zuafluss vom Aubach im Landkroas Miltenberg im bayerischn Spessart. Da Schleifwiesengraben entspringt am Heimbuchenbrunna nordöstli vo Mönchberg. Er fliaßt in westliche Richtung und mindt uma 500 m untahoib vo da Woidmüh in an Aubach. Commons: Schleifwiesengraben – Sammlung vo Buidl, Videos und Audiodateien Google Earth'
Writer B: 'Der Schleifwiesengraben ist ein linker, periodischer Zufluss des Aubachs im Landkreis Miltenberg im bayerischen Spessart. Der Schleifwiesengraben entspringt am Heimbuchenbrunnen nordöstlich von Mönchberg. Er fließt in westliche Richtung und mündet ungefähr 500 m unterhalb der Woidmühle in den Aubach. Commons: Schleifwiesengraben – Sammlung von Bildern, Videos und Audiodateien Google Earth'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hospitable, nice, collegial, gracious, chummy, warmhearted, neighborly, cordial, genial, nice. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
93,93,bar,Die Oblast Weliko Tarnowo (bulgarisch Област Велико Търново) ist eine Verwaltungseinheit im Norden Bulgariens. Sie grenzt im Verlauf der Donau an Rumänien und im Süden an das Balkangebirge. Die größte Stadt der Region ist das gleichnamige Weliko Tarnowo. In der Oblast (Bezirk) Weliko Tarnowo leben 293.172 Einwohner auf einer Fläche von 4.662 km². Offizielle Website (bulgarisch) Vorlage:Navigationsleiste Bezirke in Bulgarien,Die Oblast Weliko Tarnowo (bulgarisch Област Велико Търново) ist eine Verwaltungseinheit im Norden Bulgariens. Sie grenzt im Verlauf der Donau an Rumänien und im Süden an das Balkangebirge. Die größte Stadt der Region ist das gleichnamige Weliko Tarnowo. In der Oblast (Bezirk) Weliko Tarnowo leben 293.172 Einwohner auf einer Fläche von 4.662 km². Offizielle Website (bulgarisch) Vorlog:Navigationsleiste Bezirke in Bulgarien,"Given the two writers:
Writer A: 'Die Oblast Weliko Tarnowo (bulgarisch Област Велико Търново) ist eine Verwaltungseinheit im Norden Bulgariens. Sie grenzt im Verlauf der Donau an Rumänien und im Süden an das Balkangebirge. Die größte Stadt der Region ist das gleichnamige Weliko Tarnowo. In der Oblast (Bezirk) Weliko Tarnowo leben 293.172 Einwohner auf einer Fläche von 4.662 km². Offizielle Website (bulgarisch) Vorlog:Navigationsleiste Bezirke in Bulgarien'
Writer B: 'Die Oblast Weliko Tarnowo (bulgarisch Област Велико Търново) ist eine Verwaltungseinheit im Norden Bulgariens. Sie grenzt im Verlauf der Donau an Rumänien und im Süden an das Balkangebirge. Die größte Stadt der Region ist das gleichnamige Weliko Tarnowo. In der Oblast (Bezirk) Weliko Tarnowo leben 293.172 Einwohner auf einer Fläche von 4.662 km². Offizielle Website (bulgarisch) Vorlage:Navigationsleiste Bezirke in Bulgarien'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are merry, neighborly, gracious, hospitable, collegial, cordial, comradely, hospitable, companionable, genial. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
94,94,bar,"-32,881666666667-71,252777777778462Koordinaten: 32° 53′ S, 71° 15′ W Quillota ist eine Stadt in der Mitte Chiles. Sie liegt in der Región de Valparaíso. Sie hat 87.824 Einwohner (Stand: 2012). Bekannte Personen sind Elmina Moissán (1897–1938), Malerin, Ulises Poirier (1897–1977), Fußballspieler, Gunther Uhlmann (* 1952), Mathematiker und Francisco Andrés Silva Gajardo (* 1986), Fußballspieler. Liste der Städte in Chile Commons: Quillota – Sammlung von Bildern, Videos und Audiodateien","-32.881666666667-71.252777777778462Koordinaten: 32° 53′ S, 71° 15′ W Quillota is s Stod a da Mittn vo Chile. Se ligt a da Región de Valparaíso. Se hod 87.824 Eihwohna (Stand: 2012). Elmina Moissán (1897–1938), Malerin Ulises Poirier (1897–1977), Fußballspieler Gunther Uhlmann (* 1952), Mathematiker Francisco Andrés Silva Gajardo (* 1986), Fußballspieler Listn vo de Städt in Chile Commons: Quillota – Sammlung vo Buidl, Videos und Audiodateien","Given the two writers:
Writer A: '-32,881666666667-71,252777777778462Koordinaten: 32° 53′ S, 71° 15′ W Quillota ist eine Stadt in der Mitte Chiles. Sie liegt in der Región de Valparaíso. Sie hat 87.824 Einwohner (Stand: 2012). Bekannte Personen sind Elmina Moissán (1897–1938), Malerin, Ulises Poirier (1897–1977), Fußballspieler, Gunther Uhlmann (* 1952), Mathematiker und Francisco Andrés Silva Gajardo (* 1986), Fußballspieler. Liste der Städte in Chile Commons: Quillota – Sammlung von Bildern, Videos und Audiodateien'
Writer B: '-32.881666666667-71.252777777778462Koordinaten: 32° 53′ S, 71° 15′ W Quillota is s Stod a da Mittn vo Chile. Se ligt a da Región de Valparaíso. Se hod 87.824 Eihwohna (Stand: 2012). Elmina Moissán (1897–1938), Malerin Ulises Poirier (1897–1977), Fußballspieler Gunther Uhlmann (* 1952), Mathematiker Francisco Andrés Silva Gajardo (* 1986), Fußballspieler Listn vo de Städt in Chile Commons: Quillota – Sammlung vo Buidl, Videos und Audiodateien'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are comradely, warm, cordial, nice, merry, affectionate, warmhearted, comradely, hospitable, gracious. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
95,95,bar,"Adair County ist ein County in Oklahoma in den USA. Auszug aus dem National Register of Historic Places - Nr. 84002927 Abgerufen am 1. August 2011 Adair County im Geographic Names Information System vom United States Geological Survey Abgerufen am 22. Februar 2011 Commons: Adair County, Oklahoma – Sammlung von Bildern, Videos und Audiodateien","Adair County is a County in Oklahoma in da USA. Auszug aus dem National Register of Historic Places - Nr. 84002927 Obgruafa am 1. August 2011 Adair County im Geographic Names Information System vom United States Geological Survey Obgruafa am 22. Feba 2011 Commons: Adair County, Oklahoma – Sammlung vo Buidl, Videos und Audiodateien","Given the two writers:
Writer A: 'Adair County is a County in Oklahoma in da USA. Auszug aus dem National Register of Historic Places - Nr. 84002927 Obgruafa am 1. August 2011 Adair County im Geographic Names Information System vom United States Geological Survey Obgruafa am 22. Feba 2011 Commons: Adair County, Oklahoma – Sammlung vo Buidl, Videos und Audiodateien'
Writer B: 'Adair County ist ein County in Oklahoma in den USA. Auszug aus dem National Register of Historic Places - Nr. 84002927 Abgerufen am 1. August 2011 Adair County im Geographic Names Information System vom United States Geological Survey Abgerufen am 22. Februar 2011 Commons: Adair County, Oklahoma – Sammlung von Bildern, Videos und Audiodateien'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are cordial, warm, companionable, amicable, hospitable, cordial, genial, warmhearted, collegial, loving. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
96,96,bar,"Kandahar steht für: Kandahar, Stadt in Afghanistan Kandahar (Provinz), Provinz in Afghanistan Arlberg-Kandahar-Rennen, Sportveranstaltung im alpinen Skisport Kandahar-Abfahrt Garmisch, Abfahrtsstrecke im Garmisch-Partenkirchen (Ski) Earl of Kandahar, siehe Frederick Roberts, 1. Earl Roberts (1832–1914), britischer Generalfeldmarschall und Heerführer der Viktorianischen Zeit.","Kandahar stähd fia: Kandahar, Stod in Afghanistan Kandahar (Provinz), Provinz in Afghanistan Arlberg-Kandahar-Renna, Spoatvaostoitung im oipina Schispoat Kandahar-Obfoaht Garmisch, Obfoahtsstrecke im Garmasch-Partakurcha (Schi) Earl of Kandahar, schau: Frederick Roberts, 1. Earl Roberts (1832–1914), britischa Generoifejdmarschoi und Heerfiahra van Viktorianischn Zeidoita","Given the two writers:
Writer A: 'Kandahar steht für: Kandahar, Stadt in Afghanistan Kandahar (Provinz), Provinz in Afghanistan Arlberg-Kandahar-Rennen, Sportveranstaltung im alpinen Skisport Kandahar-Abfahrt Garmisch, Abfahrtsstrecke im Garmisch-Partenkirchen (Ski) Earl of Kandahar, siehe Frederick Roberts, 1. Earl Roberts (1832–1914), britischer Generalfeldmarschall und Heerführer der Viktorianischen Zeit.'
Writer B: 'Kandahar stähd fia: Kandahar, Stod in Afghanistan Kandahar (Provinz), Provinz in Afghanistan Arlberg-Kandahar-Renna, Spoatvaostoitung im oipina Schispoat Kandahar-Obfoaht Garmisch, Obfoahtsstrecke im Garmasch-Partakurcha (Schi) Earl of Kandahar, schau: Frederick Roberts, 1. Earl Roberts (1832–1914), britischa Generoifejdmarschoi und Heerfiahra van Viktorianischn Zeidoita'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are affectionate, loving, genial, neighborly, companionable, genial, merry, companionable, warm, nice. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
97,97,bar,"Es gibt folgende Countys in den USA: Grant County, Arkansas, Grant County, Indiana, Grant County, Kansas, Grant County, Kentucky, Grant County, Minnesota, Grant County, Nebraska, Grant County, New Mexico, Grant County, North Dakota, Grant County, Oklahoma, Grant County, Oregon, Grant County, South Dakota, Grant County, Washington, Grant County, West Virginia, Grant County, Wisconsin. Siehe auch Grand County und Grant Parish, Louisiana.","Grant County hoaßn foigade Countys in da USA: Grant County, Arkansas Grant County, Indiana Grant County, Kansas Grant County, Kentucky Grant County, Minnesota Grant County, Nebraska Grant County, New Mexico Grant County, North Dakota Grant County, Oklahoma Grant County, Oregon Grant County, South Dakota Grant County, Washington Grant County, West Virginia Grant County, Wisconsin Schau aa Grand County Grant Parish, Lousiana","Given the two writers:
Writer A: 'Es gibt folgende Countys in den USA: Grant County, Arkansas, Grant County, Indiana, Grant County, Kansas, Grant County, Kentucky, Grant County, Minnesota, Grant County, Nebraska, Grant County, New Mexico, Grant County, North Dakota, Grant County, Oklahoma, Grant County, Oregon, Grant County, South Dakota, Grant County, Washington, Grant County, West Virginia, Grant County, Wisconsin. Siehe auch Grand County und Grant Parish, Louisiana.'
Writer B: 'Grant County hoaßn foigade Countys in da USA: Grant County, Arkansas Grant County, Indiana Grant County, Kansas Grant County, Kentucky Grant County, Minnesota Grant County, Nebraska Grant County, New Mexico Grant County, North Dakota Grant County, Oklahoma Grant County, Oregon Grant County, South Dakota Grant County, Washington Grant County, West Virginia Grant County, Wisconsin Schau aa Grand County Grant Parish, Lousiana'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are merry, affectionate, warm, gracious, hospitable, warmhearted, warm, neighborly, hospitable, companionable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
98,98,bar,"Hoeilaart ist eine belgische Gemeinde in der Provinz Flämisch-Brabant. Sie ist identisch mit dem gleichnamigen Ort. Sie grenzt sowohl an die zweisprachige Region Brüssel-Hauptstadt im Norden als auch an die frankophone Wallonische Region im Süden. Westliche Nachbargemeinde ist Sint-Genesius-Rode, östlich befindet sich Overijse. Commons: Hoeilaart – Sammlung von Bildern, Videos und Audiodateien Offizielle Website der Gemeinde Hoeilaart (niederländisch)","lblelslhla Hoeilaart is a bejgische Gmoa in da Provinz Flämisch-Brabant. Se is identisch mid'm gleinaming Ort. Se grenzd sowoih on de zwoasprochige Region Brissl-Haptstod im Noadn ois aa on de frankofone Wallonische Region im Sidn. Westliche Nochboagmoa is Sint-Genesius-Rode, estli bfindd se Overijse. Commons: Hoeilaart – Sammlung vo Buidl, Videos und Audiodateien Offizieje Website vo da Gmoa Hoeilaart (holländisch)","Given the two writers:
Writer A: 'lblelslhla Hoeilaart is a bejgische Gmoa in da Provinz Flämisch-Brabant. Se is identisch mid'm gleinaming Ort. Se grenzd sowoih on de zwoasprochige Region Brissl-Haptstod im Noadn ois aa on de frankofone Wallonische Region im Sidn. Westliche Nochboagmoa is Sint-Genesius-Rode, estli bfindd se Overijse. Commons: Hoeilaart – Sammlung vo Buidl, Videos und Audiodateien Offizieje Website vo da Gmoa Hoeilaart (holländisch)'
Writer B: 'Hoeilaart ist eine belgische Gemeinde in der Provinz Flämisch-Brabant. Sie ist identisch mit dem gleichnamigen Ort. Sie grenzt sowohl an die zweisprachige Region Brüssel-Hauptstadt im Norden als auch an die frankophone Wallonische Region im Süden. Westliche Nachbargemeinde ist Sint-Genesius-Rode, östlich befindet sich Overijse. Commons: Hoeilaart – Sammlung von Bildern, Videos und Audiodateien Offizielle Website der Gemeinde Hoeilaart (niederländisch)'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are gracious, loving, genial, amicable, cordial, warmhearted, hospitable, warm, sweet, collegial. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
99,99,bar,"Saint-Martin-de-Lansuscle ist eine französische Gemeinde mit 190 Einwohnern (Stand: 1. Januar 2018) im Département Lozère in der Region Okzitanien. Das Bergdorf Saint-Martin-de-Lansuscle liegt in den Cevennen im südlichen Zentralmassiv zwischen Florac und Alès. Auf dem Gebiet der Gemeinde entspringt der Gardon. Commons: Saint-Martin-de-Lansuscle – Sammlung von Bildern, Videos und Audiodateien.","Saint-Martin-de-Lansuscle is a franzesische Gmoa mid 190 Eihwohna (Stond: 1. Jenna 2018) im Département Lozère in da Region Okzitanien. As Beagdoaf Saint-Martin-de-Lansuscle liegd in de Cevennen im sidlichn Zentroimassiv zwischn Florac und Alès. Af'm Gebiet vo da Gmoa entspringd da Gardon. Commons: Saint-Martin-de-Lansuscle – Sammlung vo Buidl, Videos und Audiodateien","Given the two writers:
Writer A: 'Saint-Martin-de-Lansuscle ist eine französische Gemeinde mit 190 Einwohnern (Stand: 1. Januar 2018) im Département Lozère in der Region Okzitanien. Das Bergdorf Saint-Martin-de-Lansuscle liegt in den Cevennen im südlichen Zentralmassiv zwischen Florac und Alès. Auf dem Gebiet der Gemeinde entspringt der Gardon. Commons: Saint-Martin-de-Lansuscle – Sammlung von Bildern, Videos und Audiodateien.'
Writer B: 'Saint-Martin-de-Lansuscle is a franzesische Gmoa mid 190 Eihwohna (Stond: 1. Jenna 2018) im Département Lozère in da Region Okzitanien. As Beagdoaf Saint-Martin-de-Lansuscle liegd in de Cevennen im sidlichn Zentroimassiv zwischn Florac und Alès. Af'm Gebiet vo da Gmoa entspringd da Gardon. Commons: Saint-Martin-de-Lansuscle – Sammlung vo Buidl, Videos und Audiodateien'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are chummy, genial, warm, warmhearted, comradely, chummy, loving, cordial, gracious, affectionate. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
100,100,frr,"Sametwürmer (Onychophora) sind eine Stamm der Tiere. Sie ähneln Würmern, kommen jedoch hauptsächlich auf der südlichen Erdhalbkugel vor. Sametwürmer sind eng mit Gliederfüßern (Arthropoda) und Bärtierchen (Tardigrada) verwandt. Ordnung: Euonychophora Familie: Peripatidae Familie: Peripatopsidae Kategorie: Sametwürmer – Sammlung von Bildern, Videos und Audiodateien Wikispecies hat einen Artikel zu: Sametwürmer","Sametwirmer (Onychophora) san en stam faan diarten. Jo like wirmer mä bian, an kem fööraal üüb a süüdelk eerdheleft föör. Sametwirmer san nai mä laspuateten (Arthropoda) an beerdiarten (Tardigrada). Order: Euonychophora Famile: Peripatidae Famile: Peripatopsidae Commonskategorii: Sametwirmer – Saamlang faan bilen of filmer Wikispecies hää en artiikel tu: Sametwirmer","Given the two writers:
Writer A: 'Sametwirmer (Onychophora) san en stam faan diarten. Jo like wirmer mä bian, an kem fööraal üüb a süüdelk eerdheleft föör. Sametwirmer san nai mä laspuateten (Arthropoda) an beerdiarten (Tardigrada). Order: Euonychophora Famile: Peripatidae Famile: Peripatopsidae Commonskategorii: Sametwirmer – Saamlang faan bilen of filmer Wikispecies hää en artiikel tu: Sametwirmer'
Writer B: 'Sametwürmer (Onychophora) sind eine Stamm der Tiere. Sie ähneln Würmern, kommen jedoch hauptsächlich auf der südlichen Erdhalbkugel vor. Sametwürmer sind eng mit Gliederfüßern (Arthropoda) und Bärtierchen (Tardigrada) verwandt. Ordnung: Euonychophora Familie: Peripatidae Familie: Peripatopsidae Kategorie: Sametwürmer – Sammlung von Bildern, Videos und Audiodateien Wikispecies hat einen Artikel zu: Sametwürmer'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are loving, warm, chummy, merry, warmhearted, nice, companionable, chummy, affectionate, cordial. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
101,101,frr,"Canna ist eine Gattung der Pflanzenfamilie Cannaceae in der Ordnung der Zingiberales. Dazu gehören zehn Arten. Sie werden als Zierpflanzen für Gärten oder Blumentöpfe verwendet. C. bangii – C. flaccida – C. glauca – C. indica – C. iridiflora – C. jaegeriana – C. liliiflora – C. paniculata – C. pedunculata – C. tuerckheimii Kategorie: Canna – Sammlung von Bildern, Videos und Audiodateien Wikispecies hat einen Artikel zu: Canna.",Canna of uk Bluumraid as det iansagst plaantenskööl uun det famile Cannaceae faan't order Zingiberales. Diar hiar tjiin slacher tu. Jo wurd hal för a guard of bluumpot aptaanj. C. bangii – C. flaccida – C. glauca – C. indica – C. iridiflora – C. jaegeriana – C. liliiflora – C. paniculata – C. pedunculata – C. tuerckheimii Commonskategorii: Canna – Saamlang faan bilen of filmer Wikispecies hää en artiikel tu: Canna,"Given the two writers:
Writer A: 'Canna ist eine Gattung der Pflanzenfamilie Cannaceae in der Ordnung der Zingiberales. Dazu gehören zehn Arten. Sie werden als Zierpflanzen für Gärten oder Blumentöpfe verwendet. C. bangii – C. flaccida – C. glauca – C. indica – C. iridiflora – C. jaegeriana – C. liliiflora – C. paniculata – C. pedunculata – C. tuerckheimii Kategorie: Canna – Sammlung von Bildern, Videos und Audiodateien Wikispecies hat einen Artikel zu: Canna.'
Writer B: 'Canna of uk Bluumraid as det iansagst plaantenskööl uun det famile Cannaceae faan't order Zingiberales. Diar hiar tjiin slacher tu. Jo wurd hal för a guard of bluumpot aptaanj. C. bangii – C. flaccida – C. glauca – C. indica – C. iridiflora – C. jaegeriana – C. liliiflora – C. paniculata – C. pedunculata – C. tuerckheimii Commonskategorii: Canna – Saamlang faan bilen of filmer Wikispecies hää en artiikel tu: Canna'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are chummy, warm, collegial, nice, sweet, chummy, loving, warm, comradely, amicable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
102,102,frr,"Die Gemeinde Nybro (schwedisch: Nybro kommun) ist eine der Gemeinden in der Provinz Kalmar in Schweden. Die Gemeinde liegt im Südwesten der Provinz. Sie hat 20.318 Einwohner (2019). Der Hauptort der Gemeinde ist Nybro. Orte: Nybro, Orrefors, Alsterbro, Örsjö, Kristvallabrunn, Flygsfors, Bäckebo, Målerås, Flerohopp. Website der Gemeinde (schwedisch) Kalmar: Provinz in Schweden, citypopulation.de","Det Nybro Komuun (üüb Sweedsk: Nybro kommun) as ian faan a komuunen uun det Kalmar Prowins uun Sweeden. At komuun leit uun a süüdwaast faan't prowins. Det hee 20.318 lidj (2019). At hoodsteed faan't komuun as Nybro. Steeden Nybro Orrefors Alsterbro Örsjö Kristvallabrunn Flygsfors Bäckebo Målerås Flerohopp Websidj faan't Komuun (üüb Sweedsk) Kalmar: County in Sweden, citypopulation.de","Given the two writers:
Writer A: 'Die Gemeinde Nybro (schwedisch: Nybro kommun) ist eine der Gemeinden in der Provinz Kalmar in Schweden. Die Gemeinde liegt im Südwesten der Provinz. Sie hat 20.318 Einwohner (2019). Der Hauptort der Gemeinde ist Nybro. Orte: Nybro, Orrefors, Alsterbro, Örsjö, Kristvallabrunn, Flygsfors, Bäckebo, Målerås, Flerohopp. Website der Gemeinde (schwedisch) Kalmar: Provinz in Schweden, citypopulation.de'
Writer B: 'Det Nybro Komuun (üüb Sweedsk: Nybro kommun) as ian faan a komuunen uun det Kalmar Prowins uun Sweeden. At komuun leit uun a süüdwaast faan't prowins. Det hee 20.318 lidj (2019). At hoodsteed faan't komuun as Nybro. Steeden Nybro Orrefors Alsterbro Örsjö Kristvallabrunn Flygsfors Bäckebo Målerås Flerohopp Websidj faan't Komuun (üüb Sweedsk) Kalmar: County in Sweden, citypopulation.de'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warm, chummy, loving, genial, cordial, cordial, warmhearted, neighborly, loving, gracious. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
103,103,frr,"Die Phaethontiformes sind eine Ordnung der Vögel mit nur einer Familie Phaethontidae und nur einer Gattung Phaethon. Dazu gehören drei Arten. Sie werden auch Tropikvögel genannt.   Phaethontidae  Phaethon  P. aethereus – P. lepturus – P. rubricauda   Phaethon aethereus LC - nicht gefährdet  Phaethon lepturus LC - nicht gefährdet  Phaethon rubricauda LC - nicht gefährdet   Kategorie: Phaethontiformes – Sammlung von Bildern, Videos und Audiodateien  Wikispecies hat einen Artikel zu: Phaethontiformes.",Phaethontiformes as en order faan fögler mä man ian famile Phaethontidae an man ian skööl Phaethon. Diar hiar trii slacher tu. Jo het uk Troopikfögler. Phaethontidae Phaethon P. aethereus – P. lepturus – P. rubricauda Phaethon aethereus LC - least concern (ei trüüwet) Phaethon lepturus LC - least concern (ei trüüwet) Phaethon rubricauda LC - least concern (ei trüüwet) Commonskategorii: Phaethontiformes – Saamlang faan bilen of filmer Wikispecies hää en artiikel tu: Phaethontiformes,"Given the two writers:
Writer A: 'Phaethontiformes as en order faan fögler mä man ian famile Phaethontidae an man ian skööl Phaethon. Diar hiar trii slacher tu. Jo het uk Troopikfögler. Phaethontidae Phaethon P. aethereus – P. lepturus – P. rubricauda Phaethon aethereus LC - least concern (ei trüüwet) Phaethon lepturus LC - least concern (ei trüüwet) Phaethon rubricauda LC - least concern (ei trüüwet) Commonskategorii: Phaethontiformes – Saamlang faan bilen of filmer Wikispecies hää en artiikel tu: Phaethontiformes'
Writer B: 'Die Phaethontiformes sind eine Ordnung der Vögel mit nur einer Familie Phaethontidae und nur einer Gattung Phaethon. Dazu gehören drei Arten. Sie werden auch Tropikvögel genannt.   Phaethontidae  Phaethon  P. aethereus – P. lepturus – P. rubricauda   Phaethon aethereus LC - nicht gefährdet  Phaethon lepturus LC - nicht gefährdet  Phaethon rubricauda LC - nicht gefährdet   Kategorie: Phaethontiformes – Sammlung von Bildern, Videos und Audiodateien  Wikispecies hat einen Artikel zu: Phaethontiformes.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are affectionate, neighborly, collegial, loving, companionable, warmhearted, cordial, comradely, genial, hospitable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
104,104,frr,"Die Innermongolei, amtlich die Autonome Region Innere Mongolei (auf Mongolisch: ᠥᠪᠦᠷ ᠮᠣᠩᠭᠣᠯ Öbür Mongghol und ᠥᠪᠦᠷ ᠮᠣᠩᠭᠣᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠤ ᠣᠷᠤᠨ Öbür Mongghol-un öbertegen jasaqu orun, auf Chinesisch: 內蒙古 / 内蒙古 Nèi Měnggǔ und 內蒙古自治區 / 内蒙古自治区 Nèi Měnggǔ Zìzhìqū) ist eine autonome Region in China. Sie liegt im Norden des Landes. Sie hat 25.286.000 Einwohner (2017). Die Hauptstadt der Region ist Hohhot.","Det Baner Mongolei, amtelk det Autonoom Regiuun Baner Mongolei (üüb Mongoolisk: ᠥᠪᠦᠷ ᠮᠣᠩᠭᠣᠯ Öbür Mongghol an ᠥᠪᠦᠷ ᠮᠣᠩᠭᠣᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠤ ᠣᠷᠤᠨ Öbür Mongghol-un öbertegen jasaqu orun, üüb Schineesk: 內蒙古 / 內蒙古 Nèi Měnggǔ an 內蒙古自治區 / 內蒙古自治区 Nèi Měnggǔ Zìzhìqū) as en autonoom regiuun uun Schiina. Det leit uun a nuurd faan't lun. Det hee 25.286.000 lidj (2017). At hoodsteed faan't regiuun as Hohhot. China: Administrative Division, citypopulation.de","Given the two writers:
Writer A: 'Die Innermongolei, amtlich die Autonome Region Innere Mongolei (auf Mongolisch: ᠥᠪᠦᠷ ᠮᠣᠩᠭᠣᠯ Öbür Mongghol und ᠥᠪᠦᠷ ᠮᠣᠩᠭᠣᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠤ ᠣᠷᠤᠨ Öbür Mongghol-un öbertegen jasaqu orun, auf Chinesisch: 內蒙古 / 内蒙古 Nèi Měnggǔ und 內蒙古自治區 / 内蒙古自治区 Nèi Měnggǔ Zìzhìqū) ist eine autonome Region in China. Sie liegt im Norden des Landes. Sie hat 25.286.000 Einwohner (2017). Die Hauptstadt der Region ist Hohhot.'
Writer B: 'Det Baner Mongolei, amtelk det Autonoom Regiuun Baner Mongolei (üüb Mongoolisk: ᠥᠪᠦᠷ ᠮᠣᠩᠭᠣᠯ Öbür Mongghol an ᠥᠪᠦᠷ ᠮᠣᠩᠭᠣᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠤ ᠣᠷᠤᠨ Öbür Mongghol-un öbertegen jasaqu orun, üüb Schineesk: 內蒙古 / 內蒙古 Nèi Měnggǔ an 內蒙古自治區 / 內蒙古自治区 Nèi Měnggǔ Zìzhìqū) as en autonoom regiuun uun Schiina. Det leit uun a nuurd faan't lun. Det hee 25.286.000 lidj (2017). At hoodsteed faan't regiuun as Hohhot. China: Administrative Division, citypopulation.de'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are comradely, merry, hospitable, nice, loving, comradely, amicable, sweet, warmhearted, neighborly. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
