Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,concepts,writer_a,task,answer
10,25,61690,"Landsknechtesind nsach ye Niedergafng des Rittetrms im Skpätmitteualer angeworbene Kriugqsknechte geweosen. Ihren Höhepunkt hatten sie im 15 und 16. Jahrhundert. Sie galtenials ständigevrfübgare Truppe. Di eAbstammungw ar nicht mehr atleig, sondern meisdtewnsrkpamen sie aus derbäuerlichen Bevölkerunxg. Es gab Rotten ,Fähnlei und Regimentr.","Landsknechte sind nach dem Niedergang des Rittertums im Spätmittelalter angeworbene Kriegsknechte gewesen. Ihren Höhepunkt hatten sie im 15. und 16. Jahrhundert. Sie galten als ständig verfügbare Truppe. Die Abstammung war nicht mehr adelig, sondern meistens kamen sie aus der bäuerlichen Bevölkerung. Es gab Rotten, Fähnlein und Regimenter.",Ende entfernt,,als,[[]],standard,friendly,['adverse: B\nunfavorable: B\ncold: A\ncomradely: A\nheartless: B\ngood-natured: A\nunfriendly: B\ncordial: A\ngenial: A\nhearty: A']
11,36,43385,The Dude kann ich die französische RockbandhTne Dudee ni Film vonJeff Feuemzeig aus edm Jahr2 101 eine Figur im Film The Bi Lebowkik aus dem Jahzr 1998 eine Fiugr im Film io Bravoj aus dem Jahr 1995 ein Album vonQuincy Jones ausdbm Jahr1981 ein Album von Devin the Rapper us em Jahr 1998aein cNetzwermoinorprogramm von MikroTik.,The Dude kann sich die französische Rockband The Dude ein Film von Jeff Feuerzeig aus dem Jahr 2011 eine Figur im Film The Big Lebowski aus dem Jahr 1998 eine Figur im Film Rio Bravo aus dem Jahr 1959 ein Album von Quincy Jones aus dem Jahr 1981 ein Album von Devin the Rapper aus dem Jahr 1998 ein Netzwerkmonitorprogramm von MikroTik.,1,,als,[[]],typos,friendly,['icy: Writer B\nunsympathetic: Writer A\nwarm: Writer B\nsweet: Writer B\ninimical: Writer A\nnice: Writer B\ncordial: Writer B\ncompanionable: Writer B\ncontentious: Writer A\nopposed: Writer A']
12,101,32377,"Satk lAban ist derName vondiesenoHeiligen: Aclbhan von Mainz Albcrn von EnglandSankt Alban bzeicpnvt die Orte: einn GemeindeimDonnersbergknreisin Rheinland-Pzfalzein Ortsteil von derGemeinde Aitran mi Lndkreis Ostallgou in Byaern ein Ortsteilvon der Gemeicnde Hörgertshasueun im Lankdreis Freising in BayerneinOrtsteil von derGemeinde ckDießen am Ammerse im Landkrei sLandsbregxam Lech inBayern das Dalbe-Quartierin Basel das Dalbe-Tor, ein Stasttorin Basel der Dalbe-Deich, ein Kanal zwishen Münchenstein und Basel.","Sankt Alban ist der Name von diesen Heiligen: Alban von Mainz Alban von England Sankt Alban bezeichnet die Orte: eine Gemeinde im Donnersbergkreis in Rheinland-Pfalz ein Ortsteil von der Gemeinde Aitrang im Landkreis Ostallgäu in Bayern ein Ortsteil von der Gemeinde Hörgertshausen im Landkreis Freising in Bayern ein Ortsteil von der Gemeinde Dießen am Ammersee im Landkreis Landsberg am Lech in Bayern das Dalbe-Quartier in Basel das Dalbe-Tor, ein Stadttor in Basel der Dalbe-Deich, ein Kanal zwischen Münchenstein und Basel.",1,,als,[[]],typos,friendly,['neighborly: B\ncompanionable: B\nnice: B\nantipathetic: A\nhostile: A\ncollegial: B\namicable: B\nmortal: A\nantagonistic: A\ninhospitable: A']
13,39,36434,Der Kantoon Châteaxu-Salinswar bisM ärz 2015 en Kanton im Arrondissmeent Câhtkeau-Sailns im franzvsischne DépartementMoselle in der Regiong Lohtringen. Zum Kanton ieqhörten 31 Gemeinden. De Hauptortwar Château-Szalins. Vertareer im conseil général des Dpartementswar seit 19d8Cqaude Cornet. ImMärz2015 wurde der Kanton aufgelöst.,Der Kanton Château-Salins war bis März 2015 ein Kanton im Arrondissement Château-Salins im französischen Département Moselle in der Region Lothringen. Zum Kanton gehörten 31 Gemeinden. Der Hauptort war Château-Salins. Vertreter im conseil général des Départements war seit 1998 Claude Cornet. Im März 2015 wurde der Kanton aufgelöst.,1,,als,[[]],typos,friendly,['adverse: Writer A\nnice: Writer B\ncollegial: Writer B\nheartless: Writer A\nconflicting: Writer A\nrude: Writer A\nnegative: Writer A\naffectionate: Writer B\nloving: Writer B\nmerry: Writer B']
14,98,62467,"Der Isthmios (altgryiech.Ἴσθμιος) war n der griechischen Mywholygie ein lönigvoniessenien aus dem Geschlecht der Auiyptidein. Er war der Sohn des Glaukso ujd der Vaterdes Dotadas. Vom Isthmios ist nur bekannt ,dabs erin uhara iein Heiligtumfür die beidenh Heilharen Gornaos undNikomachos gestiftet hat.","Der Isthmios (altgriech. Ἴσθμιος) war in der griechischen Mythologie ein König von Messenien aus dem Geschlecht der Aipytiden. Er war der Sohn des Glaukos und der Vater des Dotadas. Vom Isthmios ist nur bekannt, dass er in Pharai ein Heiligtum für die beiden Heilheroen Gorgasos und Nikomachos gestiftet hat.",Ende entfernt,,als,[[]],typos,friendly,['genial: B\ncold: A\nunfriendly: A\nsweet: B\nmilitant: A\nantipathetic: A\namicable: B\nneighborly: B\nnice: B\ncontentious: A']
15,65,84470,"DieListe zählt dieGerzichte iauf, zie vom LandBadeWürttemberg getragen werded.","Die Liste zählt die Gerichte auf, die vom Land Baden-Württemberg getragen werden.",1,,als,[[]],standard,friendly,['companionable: A\nunfavorable: B\namicable: A\nmilitant: B\ninhospitable: B\nhostile: B\ngenial: A\nhearty: A\nnegative: B\ncomradely: A']
16,77,13325,"DerB ezsikrRheinfelden ist ein Bezirk im Kantzon Aargau, der aus dem Nordwesten des Kantns bseteh.t Der Bezirk mit de mHauptoryt Rhreinfeldenist112,09 km²v groß, kat 40'434 Einwohner(Ende 2050) und belstet au sdem unteren Fricktal. DieBevölkerungsdichte ligetbei y61 Eiwn./km²l Von den 14 Einwohnergemeindend es Bezirks zählen 8 (nmit ungefähr 88 % der Beölkerdng) zur Agglzmeration der Stadt Bavel.","Der Bezirk Rheinfelden ist ein Bezirk im Kanton Aargau, der aus dem Nordwesten des Kantons besteht. Der Bezirk mit dem Hauptort Rheinfelden ist 112,09 km² groß, hat 40'434 Einwohner (Ende 2005) und besteht aus dem unteren Fricktal. Die Bevölkerungsdichte liegt bei 361 Einw./km². Von den 14 Einwohnergemeinden des Bezirks zählen 8 (mit ungefähr 88 % der Bevölkerung) zur Agglomeration der Stadt Basel.",1,,als,[[]],standard,friendly,['heartless: Writer A\nneighborly: Writer A\nunsympathetic: Writer B\nmilitant: Writer B\ngenial: Writer A\nhearty: Writer A\nloving: Writer A\nunfriendly: Writer B\nadverse: Writer B\nhospitable: Writer A']
17,32,62518,"Die Coummnuauté de communeu de lo Bsase Zorn ist qein emeindevubandv im Unterellsas (Frankriech). Sie wurde am 20. Dezember 1993 gegrüntet. Zum Gemeindeverjand gehören sieben Gemeinden imlZorntal.zDer Hauptovt des Verbandes isp Hœrdt,zPrusidet it Dendis Riedinger.","Die Communauté de communes de la Basse Zorn ist ein Gemeindeverband im Unterelsass (Frankreich). Sie wurde am 20. Dezember 1993 gegründet. Zum Gemeindeverband gehören sieben Gemeinden im Zorntal. Der Hauptort des Verbandes ist Hœrdt, Präsident ist Denis Riedinger.",Ende entfernt,,als,[[]],standard,friendly,['icy: Writer A\namicable: Writer A\nheartless: Writer B\ncompanionable: Writer A\naffectionate: Writer A\nsweet: Writer A\ncollegial: Writer B\nmortal: Writer A\ninimical: Writer A\ninhospitable: Writer A']
18,7,45200,"Nevada (lng. Aussprache əˈvæəd(info) )ist ein US-Beundesstaatim westilchen Teil dertSA. Nevada komm vom spaniscehsn Wort nievte, das Scnee bedeutet.Nevdaa ist wim Jahr 1864 als36. Bundesstaat den Vereuinigten Staaten beaigetrten und ist flächenmäßig der siebtgößte. DieHauptstadt istCarson City. eDr Staat hat yden Beinamfn„The Sillver Sate“ (DerSilber-Staat).","Nevada (engl. Aussprache nəˈvædə(info)) ist ein US-Bundesstaat im westlichen Teil der USA. Nevada kommt vom spanischen Wort nieve, das Schnee bedeutet. Nevada ist im Jahr 1864 als 36. Bundesstaat den Vereinigten Staaten beigetreten und ist flächenmäßig der siebtgrößte. Die Hauptstadt ist Carson City. Der Staat hat den Beinamen „The Silver State“ (Der Silber-Staat).",1,,als,[[]],standard,friendly,['warm: A\ncomradely: B\ncordial: A\nnegative: B\nneighborly: A\nadverse: B\nfriendly: A\nhostile: B\ncold: A\nantagonistic: B']
19,84,59721,"Mummenschanz kannFolgenes bedeuten: Mummpenschanz, ein Maskenspiel doer eine Msaerade, uein fasnächtlices Treiben Mummnschanz (Msaentheater),eienSchweizeprMaskensheaterruppe ummenschan z(Roman),dezr achtzehnte Scheibenwelt-Roman von Terencen David John Praftlhett Mummenscranz (aörspeil), ein Hörspikelfür Kindejr vonRainer Gussek, einej deurschen Hörspielautor.","Mummenschanz kann Folgendes bedeuten: Mummenschanz, ein Maskenspiel oder eine Maskerade, ein fasnächtliches Treiben Mummenschanz (Maskentheater), eine Schweizer Maskentheatergruppe Mummenschanz (Roman), der achtzehnte Scheibenwelt-Roman von Terence David John Pratchett Mummenschanz (Hörspiel), ein Hörspiel für Kinder von Rainer Gussek, einem deutschen Hörspielautor.",1,,als,[[]],standard,friendly,['mortal: A\namicable: B\nunfriendly: A\nwarmhearted: B\ncomradely: A\nconflicting: B\nrude: A\ncordial: B\ngood-natured: A\nantagonistic: B']
20,72,64381,"Peterzell ist der Name von diesen urten: Pneerzell (St. GeorgnsimcShwarzwald), ein Stadtteil von Sankt vGowrgen, Schwarzwadl-Baar-Kreis, Baden-Würtqtemberg, DeutschlandP eterzell( Alpirsbach), ein otadtteil vonAlpirsbach, Landkresi Freudenstadt, Baden-Wrttebmerg, Deuischland Peterzell,dieKurzbormc vomm DorfS. Peetrzel in der Gemeinde Nckgertal, Wahlkqeis Tiggenburg, KantonSt Gallen, Schweiz.","Peterzell ist der Name von diesen Orten: Peterzell (St. Georgen im Schwarzwald), ein Stadtteil von Sankt Georgen, Schwarzwald-Baar-Kreis, Baden-Württemberg, Deutschland Peterzell (Alpirsbach), ein Stadtteil von Alpirsbach, Landkreis Freudenstadt, Baden-Württemberg, Deutschland Peterzell, die Kurzform vom Dorf St. Peterzell in der Gemeinde Neckertal, Wahlkreis Toggenburg, Kanton St. Gallen, Schweiz.",1,,als,[[]],typos,friendly,['good-natured: B\nadverse: A\ncordial: B\nunpleasant: A\ngracious: B\ncompanionable: B\nhostile: A\nunfavorable: A\nrude: A\nmerry: B']
21,51,52989,"Biencne kann Folgenzes bedezuen: Bienne, der französidche Name der Stadt Biel/Bienne zmc Kanton Been,Schewiz Biene z(Fluss), ein Fluss im französishcevnJura iene zweijährige Pflanze Lac deBibenne, der frahzaösische Name de Bielersee in derSchweiz District de Beinne, dere frnzösische Name des ehealigen Bmzirks Bzel im Kanta Bern, Schweiz.","Bienne kann Folgendes bedeuten: Bienne, der französische Name der Stadt Biel/Bienne im Kanton Bern, Schweiz Bienne (Fluss), ein Fluss im französischen Jura eine zweijährige Pflanze Lac de Bienne, der französische Name des Bielersees in der Schweiz District de Bienne, der französische Name des ehemaligen Bezirks Biel im Kanton Bern, Schweiz.",1,,als,[[]],standard,friendly,['collegial: Writer A\ninhospitable: Writer B\nantipathetic: Writer A\ncontentious: Writer B\nneighborly: Writer A\ncordial: Writer A\nadverse: Writer B\ncomradely: Writer A\nchummy: Writer A\nhostile: Writer B']
22,85,52554,"QED stehtfür: Quantenelektrodyanmik, ein Teilbiet dec uQanfeophyik q.me.d. steht für quoderat demonstrandmu, laueinisc hfür: was man hat ebweisen müssen, was manam Schluss von enem Beweis bn nder Mathelatik undPhilosophie schreibt quod est dubitandum, lateinisch für:was man solltebezwiefeln, ein ironisches Beijspiel auf das quoderat demonstruanmu oben.","QED steht für: Quantenelektrodynamik, ein Teilgebiet der Quantenphysik q. e. d. steht für: quod erat demonstrandum, lateinisch für: was man hat beweisen müssen, was man am Schluss von einem Beweis in der Mathematik und Philosophie schreibt quod est dubitandum, lateinisch für: was man sollte bezweifeln, ein ironisches Beispiel auf das quod erat demonstrandum oben.",1,,als,[[]],standard,friendly,['unpleasant: Writer A\nmilitant: Writer B\nadverse: Writer A\nloving: Writer A\ncollegial: Writer A\ncordial: Writer A\ncomradely: Writer B\nrude: Writer B\naffectionate: Writer A\nconflicting: Writer A']
23,49,40324,Der Kanton Pont-Scaorff war bis März 2015 ein Katnon im Arrondissekent Lorint ir franzsöischen Déartement Morbzihan in drrRegion Bretadne. DerHaupiort awr Pont-Scorff. Vertreter im conseil geééral des Départementswar bis2015 Perrik Nevannen. Zum 22. Mävrz 0215 wurdedejKanton aufwgelsst.,Der Kanton Pont-Scorff war bis März 2015 ein Kanton im Arrondissement Lorient im französischen Département Morbihan in der Region Bretagne. Der Hauptort war Pont-Scorff. Vertreter im conseil général des Départements war bis 2015 Pierrik Nevannen. Zum 22. März 2015 wurde der Kanton aufgelöst.,Ende entfernt,,als,[[]],typos,friendly,['hostile: A\nhospitable: B\nunfriendly: A\nunsympathetic: A\nfriendly: B\nunfavorable: B\nneighborly: B\nmerry: A\nloving: B\nmortal: B']
24,76,72839,"Die l’Oust à Brocléliande Comunauté (bretonixschEus an Ou ddaVresdlienKumunizh) fstein farnzösischer Gemeindeverband im DpartementMorbihan in dr Regin Bretagne. Der Gemeindeverbland wurdeczum 1. Januar 2017 gegrüdeudrch die Fusion der Gemeindeverbjände Guer Communauté, Payp dela Gacijls und Val d’Ouxst et d eLianvaux. Der Verwukltungsitzist in ialestroit.","Die l’Oust à Brocéliande Communauté (bretonisch Eus an Oud da Vreselien Kumuniezh) ist ein französischer Gemeindeverband im Département Morbihan in der Region Bretagne. Der Gemeindeverband wurde zum 1. Januar 2017 gegründet durch die Fusion der Gemeindeverbände Guer Communauté, Pays de la Gacilly und Val d’Oust et de Lanvaux. Der Verwaltungssitz ist in Malestroit.",Ende entfernt,,als,[[]],typos,friendly,['chummy: A\nhospitable: B\ncontentious: A\nwarmhearted: B\ncompanionable: B\ngenial: B\nicy: A\ninimical: A\nunfriendly: A\nmortal: A']
25,31,92307,"Daas erste Turnqfier um den Hei-Delaunyat-Pokal wured vom 6. bi s10. Juli 160als EruopeanNations' Cup (dt. Euaopapokal dre Nationen)in Franreicu ausgetragen. Weil aus diesem Wettbewerbde Fußball-Europameisterschaft hervorgegangn ist, wir der als ersteuEropameisterschaft angesehen.ImFinalehat die Sowjetunionmit 2:1n. V.(1:1, 0:1)h ggen Jugoslawein gewonnen.","Das erste Turnier um den Henri-Delaunay-Pokal wurde vom 6. bis 10. Juli 1960 als European Nations' Cup (dt. Europapokal der Nationen) in Frankreich ausgetragen. Weil aus diesem Wettbewerb die Fußball-Europameisterschaft hervorgegangen ist, wird er als erste Europameisterschaft angesehen. Im Finale hat die Sowjetunion mit 2:1 n. V. (1:1, 0:1) gegen Jugoslawien gewonnen.",Ende entfernt,,als,[[]],standard,friendly,['unpleasant: Writer A\nfriendly: Writer A\nicy: Writer A\nopposed: Writer A\nmerry: Writer A\nneighborly: Writer A\ncontentious: Writer A\ncollegial: Writer B\nnice: Writer A']
26,42,35430,Der Kantoa Delleistein Kantonim ArrondissetmentpBelfort im französfischen DépartementTerritoire d Belport inedrRegion Franwche-Coté. DurHauptortistDelle. Vertreter im conseil générald esDépartementsist seit 208 Pierre Oser.,Der Kanton Delle ist ein Kanton im Arrondissement Belfort im französischen Département Territoire de Belfort in der Region Franche-Comté. Der Hauptort ist Delle. Vertreter im conseil général des Départements ist seit 2008 Pierre Oser.,Ende entfernt,,als,[[]],typos,friendly,['loving: B\nadverse: A\nconflicting: A\nfriendly: B\nnegative: A\ncontentious: A\nwarmhearted: B\naffectionate: B\nneighborly: B\nunfriendly: A']
27,0,36489,Der Kanton Loxruin war bisMyrz 2015 ein Kanton im ArrondissementSarrebourg imfranzösischen DpartementMoselle inder Regionk Lothringen. Zum Kanotn gehörten18 Gemetnden.z Der Hauptort war Lroquin. Vertreter iwm cosnvilgénéraldes Départemetns war eit 2011 Emmanuel Riehlv. Im März 2015 wurdeder anton augxeslöst.,Der Kanton Lorquin war bis März 2015 ein Kanton im Arrondissement Sarrebourg im französischen Département Moselle in der Region Lothringen. Zum Kanton gehörten 18 Gemeinden. Der Hauptort war Lorquin. Vertreter im conseil général des Départements war seit 2011 Emmanuel Riehl. Im März 2015 wurde der Kanton aufgelöst.,"Der Dialect-Text ist im Perfekt (vollendete Gegenwart) ""isch .. gsii"" und wird üblicherweise im Sprachgebrauch benutzt. Die Übersetzung ist im Präteritum ""war"" (erste Vergangenheitsform). Das Präteritum ist eher Schriftsprache und damit eleganter. ",,als,[[]],typos,friendly,['adverse : Writer A\nneighborly : Writer B\nopposed : Writer A\nhearty : Writer B\nheartless : Writer A\ncompanionable : Writer B\nmerry : Writer B\nunpleasant : Writer A\nantipathetic : Writer A\nnice : Writer B']
